iit,reviewed_date,month,degree,branch,batch_year,is_alumni,overall_rating,placements_rating,infrastructure_rating,faculty_rating,campus_rating,vfm_rating,academics_rating,rating_0_5,rating_source,stars_int,stars_half,label,text,source_url
"IIT Madras Reviews on Placements, Faculty and Facilities",2019-09-07,2019-09,,,,false,5.0,5.0,4.0,5.0,5.0,,,5.00,overall,5,5.0,good,"Reviewed on 30 Jan 2020 Read More (1) 1 person found this helpful SS Saksham Sharma B.Tech. in Mechanical Engineering - Batch of 2023 5 5 Placements 5 Infrastructure 5 Faculty 5 Crowd &amp; Campus Life 5 Value for Money Absolutely satisfied because of the faculty, infrastructure, facilities, etc. Placements : Indian Institute of Technology Madras, has very good placements scenario. All the leading tech companies visit the campus during placement season and offer both domestic and international roles to students. The average salary package offered was 10.5 LPA. Infrastructure : IIT Madras has spacious classrooms for students with a good student-teacher ratio of around 80. All classrooms and the library are Wi-Fi enabled. Labs are also well equipped. Hostels are good with all major facilities such as sports, the internet, etc. Mess also provides hygienic and healthy food. Faculty : Teachers in our college are knowledgeable, helpful, and qualified. They are ready to clear our doubts even outside the classroom. They also do research alongside; thus aware of the science scene around the world. The course curriculum is also very relevant and makes students industry-ready. Reviewed on 7 Sep 2019 Read More (3) 3 people found this helpful AR Ashfakh Rithu B.Tech. in Electrical Engineering - Batch of 2017 4.8 5 Placements 5 Infrastructure 4 Faculty 5 Crowd &amp; Campus Life 5 Value for Money Review of IIT Madras - Department of Electrical Engineering. Placements : Almost 95% of the students got placed in our course. The highest salary package offered was 36 LPA, and the average salary package offered was 18 LPA, and the lowest salary package offered was 8 LPA. Top recruiting companies like Apple, Samsung, Goldman Sachs, Microsoft, BCG, McKinsey, Texas Instruments, Intel visited the campus. The top roles offered are software developer, data scientist, and consultant. I don't know about the average salary package offered in our course. Almost 98% of students got an internship in companies like Samsung, GS, Texas Instruments, PayPal, Intel, etc. Infrastructure : The campus is fully air-conditioned, and Wi-Fi enables the central library, and same goes for most classes and Labs, public areas for students, well-equipped labs for all courses. In the hostel, they provide a single room for all students to post the first year. Mess food was below average, hospital with free medical assistance, well-equipped gym and sports complex with structured sports tournaments are provided. Faculty : Some of our professors were the best in the country with deep knowledge in the subject matter. Most of the course material was distributed online. Teaching quality was really good. The course curriculum is relevant. We have an elective system which gives students very flexible options when it comes to courses. Students are not so much industry-ready, but we got accustomed to a steep learning curve. Other : I have chosen this course because my dad and brother are both electrical engineers. It's math-intensive and tough so prepares you. A little more structured common courses and felt some of the courses were irrelevant. A lot of events are organised throughout the semester. Our tech and cultural fest are among the best in the country. The peer group is really smart and talented. College campus is beautiful and quaint. A lot of scholarship opportunities for higher studies are provided. There are literary, technical and sports festivals for students.","file://C:/Users/ASUS/Desktop/Sample Project/Webpages_Madras/IIT Madras Reviews on Placements, Faculty and Facilities6.html"
"IIT Madras Reviews on Placements, Faculty and Facilities",2019-09-05,2019-09,,,,false,4.8,5.0,5.0,5.0,5.0,,,4.80,overall,5,5.0,good,"Reviewed on 7 Sep 2019 Read More (3) 3 people found this helpful AR Ashfakh Rithu B.Tech. in Electrical Engineering - Batch of 2017 4.8 5 Placements 5 Infrastructure 4 Faculty 5 Crowd &amp; Campus Life 5 Value for Money Review of IIT Madras - Department of Electrical Engineering. Placements : Almost 95% of the students got placed in our course. The highest salary package offered was 36 LPA, and the average salary package offered was 18 LPA, and the lowest salary package offered was 8 LPA. Top recruiting companies like Apple, Samsung, Goldman Sachs, Microsoft, BCG, McKinsey, Texas Instruments, Intel visited the campus. The top roles offered are software developer, data scientist, and consultant. I don't know about the average salary package offered in our course. Almost 98% of students got an internship in companies like Samsung, GS, Texas Instruments, PayPal, Intel, etc. Infrastructure : The campus is fully air-conditioned, and Wi-Fi enables the central library, and same goes for most classes and Labs, public areas for students, well-equipped labs for all courses. In the hostel, they provide a single room for all students to post the first year. Mess food was below average, hospital with free medical assistance, well-equipped gym and sports complex with structured sports tournaments are provided. Faculty : Some of our professors were the best in the country with deep knowledge in the subject matter. Most of the course material was distributed online. Teaching quality was really good. The course curriculum is relevant. We have an elective system which gives students very flexible options when it comes to courses. Students are not so much industry-ready, but we got accustomed to a steep learning curve. Other : I have chosen this course because my dad and brother are both electrical engineers. It's math-intensive and tough so prepares you. A little more structured common courses and felt some of the courses were irrelevant. A lot of events are organised throughout the semester. Our tech and cultural fest are among the best in the country. The peer group is really smart and talented. College campus is beautiful and quaint. A lot of scholarship opportunities for higher studies are provided. There are literary, technical and sports festivals for students. Reviewed on 5 Sep 2019 Read More (2) 2 people found this helpful AK Ameya Kamble B.Tech. in Metallurgical and Materials Engineering - Batch of 2017 5 5 Placements 5 Infrastructure 5 Faculty 5 Crowd &amp; Campus Life 5 Value for Money The college is the best in India. The best engineering college by NIRF ranking. Placements : Around 70% of student got placed, and others were opting for either civil services or higher education. The highest salary package for our batch was around 60 LPA. The lowest salary package offered was 4 LPA. The average salary package offered was around 9 LPA. Almost all reputed companies like Goldman Sachs, Amazon, KPMG, etc., visited our campus for placements of students from all streams. Infrastructure : The campus is spread over 650 acres. It is like a heaven, considering Chennai's climate. It is the best campus among all IITs. Surrounding has forest and animals. The infrastructure is good. The quality of labs and classrooms are very good. Some of the hostels are old, but okay. Some of the mess facilities were not providing. However, the quality of the food is good. The budget in the mess was Rs. 86 per day. Faculty : Faculty members in our college are good. They have good teaching experience in their field. Teachers also provide lectures on NPTEL. The quality of the faculty is probably the best in India. The courses were very relevant and up to date. Faculty members from different domain and industry were hired incase to teach a new course.","file://C:/Users/ASUS/Desktop/Sample Project/Webpages_Madras/IIT Madras Reviews on Placements, Faculty and Facilities6.html"
"IIT Madras Reviews on Placements, Faculty and Facilities",2019-07-29,2019-07,,,,true,5.0,5.0,5.0,5.0,5.0,,,5.00,overall,5,5.0,good,"Reviewed on 5 Sep 2019 Read More (2) 2 people found this helpful AK Ameya Kamble B.Tech. in Metallurgical and Materials Engineering - Batch of 2017 5 5 Placements 5 Infrastructure 5 Faculty 5 Crowd &amp; Campus Life 5 Value for Money The college is the best in India. The best engineering college by NIRF ranking. Placements : Around 70% of student got placed, and others were opting for either civil services or higher education. The highest salary package for our batch was around 60 LPA. The lowest salary package offered was 4 LPA. The average salary package offered was around 9 LPA. Almost all reputed companies like Goldman Sachs, Amazon, KPMG, etc., visited our campus for placements of students from all streams. Infrastructure : The campus is spread over 650 acres. It is like a heaven, considering Chennai's climate. It is the best campus among all IITs. Surrounding has forest and animals. The infrastructure is good. The quality of labs and classrooms are very good. Some of the hostels are old, but okay. Some of the mess facilities were not providing. However, the quality of the food is good. The budget in the mess was Rs. 86 per day. Faculty : Faculty members in our college are good. They have good teaching experience in their field. Teachers also provide lectures on NPTEL. The quality of the faculty is probably the best in India. The courses were very relevant and up to date. Faculty members from different domain and industry were hired incase to teach a new course. Reviewed on 29 Jul 2019 Read More SG Sanchit Gupta B.Tech. in Ocean Engineering + M.Tech. in Applied Mechanics - Batch of 2016 5 5 Placements 5 Infrastructure 5 Faculty 5 Crowd &amp; Campus Life 5 Value for Money IITM is known to be India's Stanford, due to facilities, curriculum, alumni connect, startup culture Placements : Big companies like Google, Facebook, Amazon, Microsoft come in for placements early day 1 slot. These are the companies which give the highest package of nearly 80-90 Lacs per annum. ITC, HUL, PNG, Mondelez, etc. Cover the FMCG sector. Many core companies for each department also come for recruitment. Nearly 50-60% of students get placed in first week of placement, with students having roles in finance, operations, analytics, investment banking and core engineering. Average salary revolves around 12-13 Lacs per annum. Other students, who do not sit for placements, either go for higher studies or purse their startup dream. Similar companies also offer internships to students, with stipend generally varying in range of 15-25k per month. Few companies even offer as high as 50k per month. IITM has its own placement cell which comprise of branch councillors from each branch. It coordinates between companies and students and plays a major role in the whole placement process. It conducts many mock interview rounds and provide relevant material to students for preparation. Infrastructure : IITM has adequate facilities for diverse students, enthusiastic in research, robotics, sports, cultural activities, etc. Classrooms are air conditioned. Labs are equipped with all required equipment, computers and Wi-Fi, plus they are open 24x7 for all students. Library remains open till midnight. There is a unique facility called 'Center for Innovation', a completely apt place for robotics and hands-on enthusiasts. Technical and cultural festivals are one of the biggest in country. Courts and grounds for different sports (cricket, badminton, tennis, basketball, volleyball, gym, etc.). Are available within campus and are open to all. Hospital is within campus and remains functional 24x7. Hostels are not air conditioned, however campus is lush green and atmosphere inside remains relatively cooler. Many new hostels have been built in-order to provide single room to each student. Administration has taken sincere efforts to improve the mess food quality and now they serve variety with good taste. IITM being one of the premier institutions of country takes care of all needs of student, infrastructure wise. Faculty : Faculty is highly qualified, with many professors being in the top 5 in the country currently in their respective fields. Profs are friendly and give the best possible attention to students. It is easy to land up a summer/winter project under a prof. Teaching is either via notes or presentations. The material would be uploaded online after class and is easily accessible. There are not more than 50-60 students in any class. The curriculum includes subjects in which students are required to prepare a small project or prototype alongside theory. Industry connects of profs are extremely good and many of the projects in courses are inspired by the problems being faced in the industry. Profs, themselves being a board member of some company or startup, try to include real industry problems and details in the course content. Other : The campus is situated in the middle of the main city, with good connectivity with malls and multiplexes nearby. IITs are not known to be very crowded. Buses run inside the campus at every 15mins interval. Commute via cycle is common and easy. Tech fest (Shaastra) and cultural festival (Saarang) are amongst the biggest in the country. Apart from these, there are many clubs about robotics, astronomy, biotechnology, computer vision, analytics, dance, acting, etc. Which indulge in different types of activities and students can participate in them.","file://C:/Users/ASUS/Desktop/Sample Project/Webpages_Madras/IIT Madras Reviews on Placements, Faculty and Facilities6.html"
"IIT Madras Reviews on Placements, Faculty and Facilities",2019-06-04,2019-06,,,,true,5.0,5.0,5.0,5.0,5.0,,,5.00,overall,5,5.0,good,"Reviewed on 29 Jul 2019 Read More SG Sanchit Gupta B.Tech. in Ocean Engineering + M.Tech. in Applied Mechanics - Batch of 2016 5 5 Placements 5 Infrastructure 5 Faculty 5 Crowd &amp; Campus Life 5 Value for Money IITM is known to be India's Stanford, due to facilities, curriculum, alumni connect, startup culture Placements : Big companies like Google, Facebook, Amazon, Microsoft come in for placements early day 1 slot. These are the companies which give the highest package of nearly 80-90 Lacs per annum. ITC, HUL, PNG, Mondelez, etc. Cover the FMCG sector. Many core companies for each department also come for recruitment. Nearly 50-60% of students get placed in first week of placement, with students having roles in finance, operations, analytics, investment banking and core engineering. Average salary revolves around 12-13 Lacs per annum. Other students, who do not sit for placements, either go for higher studies or purse their startup dream. Similar companies also offer internships to students, with stipend generally varying in range of 15-25k per month. Few companies even offer as high as 50k per month. IITM has its own placement cell which comprise of branch councillors from each branch. It coordinates between companies and students and plays a major role in the whole placement process. It conducts many mock interview rounds and provide relevant material to students for preparation. Infrastructure : IITM has adequate facilities for diverse students, enthusiastic in research, robotics, sports, cultural activities, etc. Classrooms are air conditioned. Labs are equipped with all required equipment, computers and Wi-Fi, plus they are open 24x7 for all students. Library remains open till midnight. There is a unique facility called 'Center for Innovation', a completely apt place for robotics and hands-on enthusiasts. Technical and cultural festivals are one of the biggest in country. Courts and grounds for different sports (cricket, badminton, tennis, basketball, volleyball, gym, etc.). Are available within campus and are open to all. Hospital is within campus and remains functional 24x7. Hostels are not air conditioned, however campus is lush green and atmosphere inside remains relatively cooler. Many new hostels have been built in-order to provide single room to each student. Administration has taken sincere efforts to improve the mess food quality and now they serve variety with good taste. IITM being one of the premier institutions of country takes care of all needs of student, infrastructure wise. Faculty : Faculty is highly qualified, with many professors being in the top 5 in the country currently in their respective fields. Profs are friendly and give the best possible attention to students. It is easy to land up a summer/winter project under a prof. Teaching is either via notes or presentations. The material would be uploaded online after class and is easily accessible. There are not more than 50-60 students in any class. The curriculum includes subjects in which students are required to prepare a small project or prototype alongside theory. Industry connects of profs are extremely good and many of the projects in courses are inspired by the problems being faced in the industry. Profs, themselves being a board member of some company or startup, try to include real industry problems and details in the course content. Other : The campus is situated in the middle of the main city, with good connectivity with malls and multiplexes nearby. IITs are not known to be very crowded. Buses run inside the campus at every 15mins interval. Commute via cycle is common and easy. Tech fest (Shaastra) and cultural festival (Saarang) are amongst the biggest in the country. Apart from these, there are many clubs about robotics, astronomy, biotechnology, computer vision, analytics, dance, acting, etc. Which indulge in different types of activities and students can participate in them. Reviewed on 4 Jun 2019 Read More (1) 1 person found this helpful DP Dharamsoth Prashanth B.Tech. in Computer Science and Engineering - Batch of 2022 5 5 Placements 5 Infrastructure 5 Faculty 5 Crowd &amp; Campus Life 5 Value for Money Absolutely satisfied with my campus. Because of faculty, infrastructure, and flaura and fauna. Placements : Maximum number of companies came to our college.78% of them were placed. The highest package is 1cr, the lowest is 15L average is 35-45L by Google, Microsoft etc. Internship from each batch is upto 25% of students. The highest offered is upto 40k, the lowest 20k, average 10k Because of this internship we get good experience. Infrastructure : Facilities are purely excellent. Were wifis are located in each room of our hostel and it is located in each classroom, library too. We have vast no of sports which we develop. Fitness daily, we have our own hospital. Quality of labs and classrooms are really good, the quality of food is good. Faculty : Every teacher is helpful, they are qualified and knowledgeable. The teaching quality is really excellent. Yes teaching methods are well delivered. Student-faculty ratio is 1:10. No, I didn't get industry exposure. I may get in the future. Yes the course curriculum is useful it is well-structured.","file://C:/Users/ASUS/Desktop/Sample Project/Webpages_Madras/IIT Madras Reviews on Placements, Faculty and Facilities6.html"
"IIT Madras Reviews on Placements, Faculty and Facilities",2019-04-30,2019-04,,,,false,5.0,4.0,4.0,4.0,4.0,,,5.00,overall,5,5.0,good,"Reviewed on 4 Jun 2019 Read More (1) 1 person found this helpful DP Dharamsoth Prashanth B.Tech. in Computer Science and Engineering - Batch of 2022 5 5 Placements 5 Infrastructure 5 Faculty 5 Crowd &amp; Campus Life 5 Value for Money Absolutely satisfied with my campus. Because of faculty, infrastructure, and flaura and fauna. Placements : Maximum number of companies came to our college.78% of them were placed. The highest package is 1cr, the lowest is 15L average is 35-45L by Google, Microsoft etc. Internship from each batch is upto 25% of students. The highest offered is upto 40k, the lowest 20k, average 10k Because of this internship we get good experience. Infrastructure : Facilities are purely excellent. Were wifis are located in each room of our hostel and it is located in each classroom, library too. We have vast no of sports which we develop. Fitness daily, we have our own hospital. Quality of labs and classrooms are really good, the quality of food is good. Faculty : Every teacher is helpful, they are qualified and knowledgeable. The teaching quality is really excellent. Yes teaching methods are well delivered. Student-faculty ratio is 1:10. No, I didn't get industry exposure. I may get in the future. Yes the course curriculum is useful it is well-structured. Reviewed on 30 Apr 2019 Read More (3) 3 people found this helpful AJ Ankit Jain B.Tech. + M.Tech. in Engineering Design (Automotive Engineering) - Batch of 2015 4 4 Placements 4 Infrastructure 4 Faculty 4 Crowd &amp; Campus Life 4 Value for Money Best engineering college in India. Placements : IIT Madras has excellent placements and the placements cell is quite efficient. Companies like ITC, Samsung, Microsoft, McKenzie, BCG, Bosch, Tata motors, Oracle visit the campus during placements. The average package was around 8 lacs per during my year for my department. The highest overall package was 80 lacs per annum. Infrastructure : IIT Madras has excellent infrastructure and has the excellent infrastructure among the IITs. It has all facilities for all the sports and students get the opportunity to pursue their interests be it sports, academics, extracurricular. Fully functional hospital is also available inside the campus. Students get single rooms after first year. Faculty : The curriculum and teachers are excellent. The curriculum is industry oriented and students gets ample opportunities to showcase their skills. Exam papers are set by the professors themselves. Centre for Innovation (CFI) provides a platform to students to showcase their Innovative skills.","file://C:/Users/ASUS/Desktop/Sample Project/Webpages_Madras/IIT Madras Reviews on Placements, Faculty and Facilities6.html"
"IIT Madras Reviews on Placements, Faculty and Facilities",2019-04-19,2019-04,,,,false,4.0,5.0,4.0,5.0,4.0,,,4.00,overall,4,4.0,good,"Reviewed on 30 Apr 2019 Read More (3) 3 people found this helpful AJ Ankit Jain B.Tech. + M.Tech. in Engineering Design (Automotive Engineering) - Batch of 2015 4 4 Placements 4 Infrastructure 4 Faculty 4 Crowd &amp; Campus Life 4 Value for Money Best engineering college in India. Placements : IIT Madras has excellent placements and the placements cell is quite efficient. Companies like ITC, Samsung, Microsoft, McKenzie, BCG, Bosch, Tata motors, Oracle visit the campus during placements. The average package was around 8 lacs per during my year for my department. The highest overall package was 80 lacs per annum. Infrastructure : IIT Madras has excellent infrastructure and has the excellent infrastructure among the IITs. It has all facilities for all the sports and students get the opportunity to pursue their interests be it sports, academics, extracurricular. Fully functional hospital is also available inside the campus. Students get single rooms after first year. Faculty : The curriculum and teachers are excellent. The curriculum is industry oriented and students gets ample opportunities to showcase their skills. Exam papers are set by the professors themselves. Centre for Innovation (CFI) provides a platform to students to showcase their Innovative skills. Reviewed on 19 Apr 2019 Read More (1) 1 person found this helpful PP Priya Prakash B.Tech. + M.Tech. in Computer Science and Engineering - Batch of 2015 4.6 5 Placements 5 Infrastructure 4 Faculty 5 Crowd &amp; Campus Life 4 Value for Money Best engineering college in India. Placements : The placements are excellent at IIT Madras. Companies like Google, Oracle, BCG, ITC, McKenzie, Bosch, Adobe, Samsung visit the campus. The highest package was around 80 lacs per annum for my department during my year and the lowest was 6.5 lacs per annum. Infrastructure : The infrastructure is one of the best among all the IITs. There are 20 hostels for boys and girls, and separate mess halls are provided for them. LAN is provided in hostels and Wi-Fi in labs and some other areas. Classrooms are quite spacious and ventilated. Dedicated grounds are provided for all the sports. Faculty : The faculty here is highly educated and Helpful. Students are given ample opportunity to utilize their academic learning in national and international competitions. The curriculum is industry related and students are given opportunity to take minors from other departments as well.","file://C:/Users/ASUS/Desktop/Sample Project/Webpages_Madras/IIT Madras Reviews on Placements, Faculty and Facilities6.html"
"IIT Madras Reviews on Placements, Faculty and Facilities",2019-04-15,2019-04,,,,false,4.6,4.0,4.0,4.0,4.0,,,4.60,overall,5,4.5,good,"Reviewed on 19 Apr 2019 Read More (1) 1 person found this helpful PP Priya Prakash B.Tech. + M.Tech. in Computer Science and Engineering - Batch of 2015 4.6 5 Placements 5 Infrastructure 4 Faculty 5 Crowd &amp; Campus Life 4 Value for Money Best engineering college in India. Placements : The placements are excellent at IIT Madras. Companies like Google, Oracle, BCG, ITC, McKenzie, Bosch, Adobe, Samsung visit the campus. The highest package was around 80 lacs per annum for my department during my year and the lowest was 6.5 lacs per annum. Infrastructure : The infrastructure is one of the best among all the IITs. There are 20 hostels for boys and girls, and separate mess halls are provided for them. LAN is provided in hostels and Wi-Fi in labs and some other areas. Classrooms are quite spacious and ventilated. Dedicated grounds are provided for all the sports. Faculty : The faculty here is highly educated and Helpful. Students are given ample opportunity to utilize their academic learning in national and international competitions. The curriculum is industry related and students are given opportunity to take minors from other departments as well. Reviewed on 15 Apr 2019 Read More (4) 4 people found this helpful PK Prateek Khanedelwal B.Tech. + M.Tech. in Engineering Design (Automotive Engineering) - Batch of 2015 4 4 Placements 4 Infrastructure 4 Faculty 4 Crowd &amp; Campus Life 4 Value for Money This is an excellent engineering college. Placements : The placements were good for our batch and our senior batch. The average package offered for the senior students in our department was 7.5 LPA. The placement cell is quite active and very efficient. The placements are generally completed in 10-15 days for the whole batch. The highest package offered for our batch was 80 LPA, and the lowest was around 5 LPA. Infrastructure : The college has excellent infrastructure. All the facilities are available on the campus. It is one of the greenest campuses among all the IITs. There are 20 hostels and quarters for faculty members are also provided inside the college. Sports facilities and grounds are also available for all sports. For medical facilities, there is also a hospital available on the campus. Faculty : Our faculty here are very knowledgeable and qualified. After having worked for 4 years, I found the course curriculum to be quite useful. The course curriculum is also aided by Centre for Innovation (CFI), where students get the platform to work on their ideas.","file://C:/Users/ASUS/Desktop/Sample Project/Webpages_Madras/IIT Madras Reviews on Placements, Faculty and Facilities6.html"
"IIT Madras Reviews on Placements, Faculty and Facilities",2019-04-15,2019-04,Integrated B.Tech. + M.Tech.,M,,false,4.0,4.0,4.0,4.0,4.0,,,4.00,overall,4,4.0,good,"Reviewed on 15 Apr 2019 Read More (4) 4 people found this helpful PK Prateek Khanedelwal B.Tech. + M.Tech. in Engineering Design (Automotive Engineering) - Batch of 2015 4 4 Placements 4 Infrastructure 4 Faculty 4 Crowd &amp; Campus Life 4 Value for Money This is an excellent engineering college. Placements : The placements were good for our batch and our senior batch. The average package offered for the senior students in our department was 7.5 LPA. The placement cell is quite active and very efficient. The placements are generally completed in 10-15 days for the whole batch. The highest package offered for our batch was 80 LPA, and the lowest was around 5 LPA. Infrastructure : The college has excellent infrastructure. All the facilities are available on the campus. It is one of the greenest campuses among all the IITs. There are 20 hostels and quarters for faculty members are also provided inside the college. Sports facilities and grounds are also available for all sports. For medical facilities, there is also a hospital available on the campus. Faculty : Our faculty here are very knowledgeable and qualified. After having worked for 4 years, I found the course curriculum to be quite useful. The course curriculum is also aided by Centre for Innovation (CFI), where students get the platform to work on their ideas. Reviewed on 15 Apr 2019 Read More AS Abhinav Singh Integrated B.Tech. + M.Tech. in Mechanical Engineering (Intelligent Manufacturing) - Batch of 2015 4.2 5 Placements 4 Infrastructure 4 Faculty 4 Crowd &amp; Campus Life 4 Value for Money Engineering college with best placements. Placements : The placements at IIT Madras are among the best and it attracts companies like Google, Goldman Sachs, BCG, McKenzie, JP Morgan, Intel, Samsung, ITC, HUL, Shell, Adobe, and many others. The lowest package during my year was around 4.5 lacs per annum and the highest overall package was 80 lacs per annum. Not even job placements, students get the required guidance from seniors about pursuing higher education outside India. Infrastructure : The campus is around 4-5 kms from Marina Beach and has an area of around 630 acres. It has all the facilities required for academic, sports, medical, among others. The institute has a stadium, Olympic-size pool, basketball courts, tennis courts, football stadium, cricket stadium, and many other sports facilities. There are 20 hostels for students and separate mess for boys and girls. Faculty : IIT Madras has been ranked number 1 engineering college in India for the past 4 years. This shows the excellence the college has in terms of faculty members, curriculum, research, infrastructure, and industrial relations. The faculty members here are highly motivated and are involved in teaching as well as consultancy projects.","file://C:/Users/ASUS/Desktop/Sample Project/Webpages_Madras/IIT Madras Reviews on Placements, Faculty and Facilities6.html"
"IIT Madras Reviews on Placements, Faculty and Facilities",2019-04-15,2019-04,Integrated B.Tech. + M.Tech.,M,,false,4.2,4.0,4.0,4.0,5.0,,,4.20,overall,4,4.0,good,"Reviewed on 15 Apr 2019 Read More AS Abhinav Singh Integrated B.Tech. + M.Tech. in Mechanical Engineering (Intelligent Manufacturing) - Batch of 2015 4.2 5 Placements 4 Infrastructure 4 Faculty 4 Crowd &amp; Campus Life 4 Value for Money Engineering college with best placements. Placements : The placements at IIT Madras are among the best and it attracts companies like Google, Goldman Sachs, BCG, McKenzie, JP Morgan, Intel, Samsung, ITC, HUL, Shell, Adobe, and many others. The lowest package during my year was around 4.5 lacs per annum and the highest overall package was 80 lacs per annum. Not even job placements, students get the required guidance from seniors about pursuing higher education outside India. Infrastructure : The campus is around 4-5 kms from Marina Beach and has an area of around 630 acres. It has all the facilities required for academic, sports, medical, among others. The institute has a stadium, Olympic-size pool, basketball courts, tennis courts, football stadium, cricket stadium, and many other sports facilities. There are 20 hostels for students and separate mess for boys and girls. Faculty : IIT Madras has been ranked number 1 engineering college in India for the past 4 years. This shows the excellence the college has in terms of faculty members, curriculum, research, infrastructure, and industrial relations. The faculty members here are highly motivated and are involved in teaching as well as consultancy projects. Reviewed on 15 Apr 2019 Read More (1) 1 person found this helpful RM Rishabh Malav B.Tech. + M.Tech. in Engineering Design (Automotive Engineering) - Batch of 2015 4.2 4 Placements 4 Infrastructure 4 Faculty 4 Crowd &amp; Campus Life 5 Value for Money Best Engineering College in India. Placements : The placements at IIT Madras are excellent and some of the big names visit the campus to hire students. Companies like Google, Goldman Sachs, McKenzie, BCG, Intel, Samsung, ITC, Hyundai, Adobe, and Oracle visit the campus during placements. The lowest package during my year was around 4.8 lacs/annum and the highest overall package was 80 lacs/annum. Infrastructure : There are 20 hostels for students and all the necessary facilities are provided inside the campus. The classrooms are spacious and fully ventilated. LAN is provided in the hostels. Mess food is decent, however, people from northern part of India may have to adjust with the food during initial months. The campus has all the sports facilities. There is a hospital as well to cater to the needs of students, faculty members, and staff. Faculty : The professors here are well educated and it is worth listening to their lectures. IIT Madras has an industry respect curriculum and its number 1 rank in India is a testament to this fact. Students get exposure to various national and international competitions. To this end, Centre for Innovation (CFI) provides opportunities to students to work on their novel and innovative ideas. Other : Marina beach is around 5 kms from the campus.","file://C:/Users/ASUS/Desktop/Sample Project/Webpages_Madras/IIT Madras Reviews on Placements, Faculty and Facilities6.html"
"IIT Madras Reviews on Placements, Faculty and Facilities",2019-04-15,2019-04,,,,false,4.2,4.0,4.0,5.0,4.0,,,4.20,overall,4,4.0,good,"Reviewed on 15 Apr 2019 Read More (1) 1 person found this helpful RM Rishabh Malav B.Tech. + M.Tech. in Engineering Design (Automotive Engineering) - Batch of 2015 4.2 4 Placements 4 Infrastructure 4 Faculty 4 Crowd &amp; Campus Life 5 Value for Money Best Engineering College in India. Placements : The placements at IIT Madras are excellent and some of the big names visit the campus to hire students. Companies like Google, Goldman Sachs, McKenzie, BCG, Intel, Samsung, ITC, Hyundai, Adobe, and Oracle visit the campus during placements. The lowest package during my year was around 4.8 lacs/annum and the highest overall package was 80 lacs/annum. Infrastructure : There are 20 hostels for students and all the necessary facilities are provided inside the campus. The classrooms are spacious and fully ventilated. LAN is provided in the hostels. Mess food is decent, however, people from northern part of India may have to adjust with the food during initial months. The campus has all the sports facilities. There is a hospital as well to cater to the needs of students, faculty members, and staff. Faculty : The professors here are well educated and it is worth listening to their lectures. IIT Madras has an industry respect curriculum and its number 1 rank in India is a testament to this fact. Students get exposure to various national and international competitions. To this end, Centre for Innovation (CFI) provides opportunities to students to work on their novel and innovative ideas. Other : Marina beach is around 5 kms from the campus. Reviewed on 15 Apr 2019 Read More PM Pramod Meena B.Tech. + M.Tech. in Engineering Design (Automotive Engineering) - Batch of 2015 4.2 4 Placements 4 Infrastructure 4 Faculty 5 Crowd &amp; Campus Life 4 Value for Money It is a number 1 engineering college. Placements : Placements at IIT Madras are excellent. Almost everyone gets placed, but everyone may not get a very good salary package. The lowest salary package offered during my year was around 4.5 LPA. The highest overall salary package offered was 80 LPA. For our department, the lowest salary package offered was 5 LPA. The highest salary package offered was 18 LPA. Infrastructure : The campus is one of the greenest campuses among all IITs. Deer and blackbucks can be seen roaming freely around the campus. The campus is spread over an area of 630 acres. There is a stadium, basketball courts, Olympic size swimming pool, tennis courts, football stadium, hockey stadium, a cricket stadium, and many other sports facilities. There is a fully functional hospital inside the campus. Faculty : Professors in the college are highly educated. The course curriculum is in line with industry standards. Students get the opportunities to take subjects from other departments as minor subjects to gain comprehensive knowledge. Centre for Innovation (CFI) provides students with a platform to showcase their innovative skills. Moreover, it also helps them to get funding for their startups.","file://C:/Users/ASUS/Desktop/Sample Project/Webpages_Madras/IIT Madras Reviews on Placements, Faculty and Facilities6.html"
