iit,reviewed_date,degree,branch,batch_year,is_alumni,overall_rating,placements_rating,infrastructure_rating,faculty_rating,campus_rating,vfm_rating,academics_rating,rating_0_5,rating_source,label,text,source_url
"IIT Bombay Reviews on Placements, Faculty and Facilities",2019-12-08,bs,e,,false,4.4,5.0,5.0,5.0,5.0,,,4.40,overall,good,"Reviewed on 6 Jan 2020 Read More VG Vaskar Gorai B.Tech. in Electrical Engineering - Batch of 2022 4.4 4 Placements 5 Infrastructure 4 Faculty 5 Crowd &amp; Campus Life 4 Value for Money It has good infrastructure, excellent faculty and good placements. Placements : Our electrical B.Tech batch consists of 78 students, and the passed-out electrical B.Tech batch consisted of 60 students. There were a total of 915 students in the pass out batch. So there were around 6.55% of the students in B.Tech electrical batch. The electrical dual degree batch consisted of 64 students, so there were a total of 124 students in an electrical batch, which is around 13.55%. The salary offered to students is pretty good, and most of the students got a decent job. There are around 9-15 people who didn't get placements. The highest salary package offered is around 1.5 crore per annum, which is offered to 2-4 students. But for most of the other people, the salary package offered is not so big. The salary average package offered is around 18 LPA which is a decent one. The minimum salary package offered is around 6-7 LPA. Top recruiting companies in IIT Bombay include Microsoft, Samsung, Adobe, etc. In the year 2018, Microsoft was the top recruiter, and Samsung recruited most of the students. Top roles, like a senior electrical manager and system manager, were offered to the students. Infrastructure : The infrastructure of our college is great. There are air-conditioned lecture halls equipped with Wi-Fi facility. There are labs in every department, and many tools are available. There are extra labs for first-year students like physics lab, chemistry lab and design lab. There is an bits and bytes computer lab available for everyone. There is a huge air-conditioned library which is open till 11 pm for students. Students can study in the library. There are indoor courts for indoor games and outdoor ground for games like football, cricket, hockey, and squash. There is ground in every hostel where we can play. Hostels are small, and the rooms are crowded. New hostels are under construction, which has huge rooms. Food served in the mess is good, and there is a facility of the canteen which remains open till 3 am. There is a special hospital inside IIT for IITB peoples, and the service is very good. Faculty : Professors in our college are helpful and highly qualified. We receive very high-level knowledge from them. They are always approachable. They help students with their doubts. The course curriculum in the first year is not much relevant, but from the second year, the course curriculum is very relevant and forms the basic building blocks of an electrical engineer. Labs sessions are conducted, which makes the students' industry-relevant. Other : I have chosen this course because I thought this course is an interesting course. The best thing about electrical engineering is that we can learn one thing and get other things free, i.e., we can apply the same concept everywhere and get the results. Although in some courses still some previously used methods are taught, and I wish to learn the latest methods here. I participated in RC plane competition where we designed an airplane and flew it via remote. It was a remote-controlled plane. I also participated in Abhyuday named annual fest, which is the biggest social fest in Asian. I get scholarship from the institute where the fee is remitted. Reviewed on 8 Dec 2019 Read More (3) 3 people found this helpful AD Ankit Diswar B.Tech. in Electrical Engineering - Batch of 2015 5 5 Placements 5 Infrastructure 5 Faculty 5 Crowd &amp; Campus Life 5 Value for Money The story of my college in this review. Placements : The percent of students were placed in your course are good about 89%. And the highest salary are offered about RS.70,000 while the lowest and average salary offered is about RS. 25,000. Top Recruiting companies was offered and Top Roles offered. The highest, the lowest and the average package offered is about 900,000 and 100,000 respectively. Infrastructure : The facilities like Wi-Fi, Labs, Classrooms, Library are available with good infrastructure with wider campus. The quality of the facilities in your hostel, the quality of food available in the mess and canteen, medical facilities, sports and games are very good. Faculty : The teachers are helpful, qualified, and knowledgeable and the teaching quality is good and course curriculum is relevant for students. It make the students industry ready. The teachers are qualified, educated as well as degree holder also with the highest rank. Other : I have chosen is for B.Tech because of good technology.","file://C:/Users/ASUS/Desktop/Sample Project/Webpages/IIT Bombay Reviews on Placements, Faculty and Facilities9.html"
"IIT Bombay Reviews on Placements, Faculty and Facilities",2019-10-04,ms,g,,false,5.0,4.0,4.0,5.0,5.0,,,5.00,overall,good,"Reviewed on 8 Dec 2019 Read More (3) 3 people found this helpful AD Ankit Diswar B.Tech. in Electrical Engineering - Batch of 2015 5 5 Placements 5 Infrastructure 5 Faculty 5 Crowd &amp; Campus Life 5 Value for Money The story of my college in this review. Placements : The percent of students were placed in your course are good about 89%. And the highest salary are offered about RS.70,000 while the lowest and average salary offered is about RS. 25,000. Top Recruiting companies was offered and Top Roles offered. The highest, the lowest and the average package offered is about 900,000 and 100,000 respectively. Infrastructure : The facilities like Wi-Fi, Labs, Classrooms, Library are available with good infrastructure with wider campus. The quality of the facilities in your hostel, the quality of food available in the mess and canteen, medical facilities, sports and games are very good. Faculty : The teachers are helpful, qualified, and knowledgeable and the teaching quality is good and course curriculum is relevant for students. It make the students industry ready. The teachers are qualified, educated as well as degree holder also with the highest rank. Other : I have chosen is for B.Tech because of good technology. Reviewed on 4 Oct 2019 Read More (1) 1 person found this helpful HD Himanshu Damani B.Tech. in Chemical Engineering - Batch of 2022 4.6 5 Placements 4 Infrastructure 4 Faculty 5 Crowd &amp; Campus Life 5 Value for Money It is the best college with the best students, environment, and placements. Placements : Almost everyone who attended the placement drives was placed in some or the other companies. The placement rate is almost 90%. The highest salary package offered is around 2 crores per annum. The lowest salary package offered is around 2-3 LPA. All core and non-core companies visit the college for placements. There is a placement cell which is tremendously helpful in providing internships and placements. Infrastructure : The college provides excellent facilities. Each sport is available here. Wi-Fi speed is also very nice and approaching almost 1 Mbps. The food served in the canteen is great, but the hostel rooms are very poor. Labs and classrooms are very good. The library is very good. There is a separate IITB Hospital. Faculty : Professors in our college are highly educated. Teaching is also very much effective in terms of gaining knowledge. There are almost 10,000 students and around 800 professors. Industry exposure is provided to everyone during the field visits conducted in the 2nd year and 3rd year. Slides are provided along with the soft copy of books. Other : Events like Mood Indigo, Techfest, are Asia's largest college festivals aiming almost 1.5 Lacs crowd.","file://C:/Users/ASUS/Desktop/Sample Project/Webpages/IIT Bombay Reviews on Placements, Faculty and Facilities9.html"
"IIT Bombay Reviews on Placements, Faculty and Facilities",2019-05-25,ms,g,,false,4.6,3.0,2.0,4.0,5.0,,,4.60,overall,good,"Reviewed on 4 Oct 2019 Read More (1) 1 person found this helpful HD Himanshu Damani B.Tech. in Chemical Engineering - Batch of 2022 4.6 5 Placements 4 Infrastructure 4 Faculty 5 Crowd &amp; Campus Life 5 Value for Money It is the best college with the best students, environment, and placements. Placements : Almost everyone who attended the placement drives was placed in some or the other companies. The placement rate is almost 90%. The highest salary package offered is around 2 crores per annum. The lowest salary package offered is around 2-3 LPA. All core and non-core companies visit the college for placements. There is a placement cell which is tremendously helpful in providing internships and placements. Infrastructure : The college provides excellent facilities. Each sport is available here. Wi-Fi speed is also very nice and approaching almost 1 Mbps. The food served in the canteen is great, but the hostel rooms are very poor. Labs and classrooms are very good. The library is very good. There is a separate IITB Hospital. Faculty : Professors in our college are highly educated. Teaching is also very much effective in terms of gaining knowledge. There are almost 10,000 students and around 800 professors. Industry exposure is provided to everyone during the field visits conducted in the 2nd year and 3rd year. Slides are provided along with the soft copy of books. Other : Events like Mood Indigo, Techfest, are Asia's largest college festivals aiming almost 1.5 Lacs crowd. Reviewed on 25 May 2019 Read More (8) 8 people found this helpful SK Shubham Khoker Integrated B.Tech. in Mechanical Engineering + M.Tech. in Computer Integrated Manufacturing - Batch of 2021 3.6 4 Placements 3 Infrastructure 2 Faculty 4 Crowd &amp; Campus Life 5 Value for Money Review of IIT Bombay - Indian Institute of Technology (IITB). Placements : All the students at IIT Bombay work hard throughout their four years of graduation to get the best salary package. But lately, placements in IIT Bombay are quite random. I have seen deserving candidates getting rejected, and some other not much deserving students getting placed. The highest salary package is offered by Microsoft Redmond. Almost 95% of the students who opt for placements get a job. There is a high demand in the coding arena. The average salary package offered is around 8-9 LPA. Infrastructure : Lately, there has been a lot of criticism faced by IIT Bombay regarding the infrastructure. Since the institute is 60 years old, the buildings and their foundations have become old and are not much rigid. Cases of the ceiling falling off has become common. The residential infrastructure needs to be revamped. Work has already been started. Academic infrastructure is well-maintained except few outliers. Faculty : Most of the faculty members are extraordinary in their respective research areas, but their quality of teaching is mediocre. The course curriculum always has a scope for improvement. But, the curriculum is very student-friendly as it gives us the option of dropping courses, and retagging of electives is also provided. Other : The college organises events like a cultural fest known as Mood Indigo and a technical fest known as Techfest.","file://C:/Users/ASUS/Desktop/Sample Project/Webpages/IIT Bombay Reviews on Placements, Faculty and Facilities9.html"
"IIT Bombay Reviews on Placements, Faculty and Facilities",2019-05-15,Integrated B.Tech. in Mechanical Engineering + M.Tech.,C,,false,3.6,5.0,4.0,4.0,4.0,,,3.60,overall,neutral,"Reviewed on 25 May 2019 Read More (8) 8 people found this helpful SK Shubham Khoker Integrated B.Tech. in Mechanical Engineering + M.Tech. in Computer Integrated Manufacturing - Batch of 2021 3.6 4 Placements 3 Infrastructure 2 Faculty 4 Crowd &amp; Campus Life 5 Value for Money Review of IIT Bombay - Indian Institute of Technology (IITB). Placements : All the students at IIT Bombay work hard throughout their four years of graduation to get the best salary package. But lately, placements in IIT Bombay are quite random. I have seen deserving candidates getting rejected, and some other not much deserving students getting placed. The highest salary package is offered by Microsoft Redmond. Almost 95% of the students who opt for placements get a job. There is a high demand in the coding arena. The average salary package offered is around 8-9 LPA. Infrastructure : Lately, there has been a lot of criticism faced by IIT Bombay regarding the infrastructure. Since the institute is 60 years old, the buildings and their foundations have become old and are not much rigid. Cases of the ceiling falling off has become common. The residential infrastructure needs to be revamped. Work has already been started. Academic infrastructure is well-maintained except few outliers. Faculty : Most of the faculty members are extraordinary in their respective research areas, but their quality of teaching is mediocre. The course curriculum always has a scope for improvement. But, the curriculum is very student-friendly as it gives us the option of dropping courses, and retagging of electives is also provided. Other : The college organises events like a cultural fest known as Mood Indigo and a technical fest known as Techfest. Reviewed on 15 May 2019 Read More (1) 1 person found this helpful AG Abhay Goyal B.Tech. in Computer Science and Engineering - Batch of 2021 4.2 4 Placements 5 Infrastructure 4 Faculty 4 Crowd &amp; Campus Life 4 Value for Money I am absolutely satisfied with the faculty. Placements : Placements in our college are excellent. About 95% of students get campus placements. The salary package offered varies from 6 LPA to 1.5 crores per annum. Internships are also pretty good. The stipend offered varies from Rs.15,000 per month to 4 Lacs per month. There is a placement cell, and it is quite good. Infrastructure : Wi-Fi facility is available in all classrooms, buildings, and residential areas. For medical facilities, a hospital is available on the campus. There is a student activity corner (SAC) for sports and games and also grounds are available. There is an air-conditioned library, and it is Wi-Fi enabled. Faculty : Teachers in our are highly qualified, helpful, and quite knowledgeable. The quality of teaching is pretty awesome. Teachers use presentations, black boards and labs for teaching. We got quite a good industry exposure. The course curriculum is quite useful.","file://C:/Users/ASUS/Desktop/Sample Project/Webpages/IIT Bombay Reviews on Placements, Faculty and Facilities9.html"
"IIT Bombay Reviews on Placements, Faculty and Facilities",2019-04-09,ms,v,,false,4.2,5.0,5.0,5.0,5.0,,,4.20,overall,good,"Reviewed on 15 May 2019 Read More (1) 1 person found this helpful AG Abhay Goyal B.Tech. in Computer Science and Engineering - Batch of 2021 4.2 4 Placements 5 Infrastructure 4 Faculty 4 Crowd &amp; Campus Life 4 Value for Money I am absolutely satisfied with the faculty. Placements : Placements in our college are excellent. About 95% of students get campus placements. The salary package offered varies from 6 LPA to 1.5 crores per annum. Internships are also pretty good. The stipend offered varies from Rs.15,000 per month to 4 Lacs per month. There is a placement cell, and it is quite good. Infrastructure : Wi-Fi facility is available in all classrooms, buildings, and residential areas. For medical facilities, a hospital is available on the campus. There is a student activity corner (SAC) for sports and games and also grounds are available. There is an air-conditioned library, and it is Wi-Fi enabled. Faculty : Teachers in our are highly qualified, helpful, and quite knowledgeable. The quality of teaching is pretty awesome. Teachers use presentations, black boards and labs for teaching. We got quite a good industry exposure. The course curriculum is quite useful. Reviewed on 9 Apr 2019 Read More (11) 11 people found this helpful AB Arjun Birua B.Tech. in Aerospace Engineering - Batch of 2019 5 5 Placements 5 Infrastructure 5 Faculty 5 Crowd &amp; Campus Life 5 Value for Money IIT Bombay is India's best engineering college. One of the top 100 colleges in the world. Placements : Placements in our college are good. More than 500 companies visit our campus with different profiles. However, most of the students are offered IT profiles. It's very easy to get placed in an IT company as compared to other streams here. The salary package ranges from 5-50 LPA. The average salary package offered was 12 LPA. Even the internship scenario is the same here. Good students get placed abroad in some companies like Microsoft, Yahoo, Apple, and Amazon, etc. Infrastructure : The college situated behind the national park, and there is a lot of greenery all around the campus. The college building is excellent. There many classrooms of various sizes. Lecture hall, complex, auditorium and a small tutorial class are also available here. All types of facilities like Wi-Fi and very good sports complex are also available here. There is a huge library with recent papers and a lot of books of almost all the fields. There are 16 hostels, and 14 of them are boys' hostels, and the other 2 hostels are for girls. Faculty : Teachers in our college are well-qualified and very interactive. Students get involved in all sorts of academic activities like projects, events, and competitions. Methods of teaching are simple and qualitative. The student to faculty ratio is 10:1. Our professors also offer good assistance. Other : In IIT Bangalore, a lot of events are organised in diverse fields such as academic, cultural, sports and many others. The most famous event named Mood Indigo is also organised here. This is a cultural event and is organised for 3 days. The college also organises a techfest. Both the cultural and technical fests are Asia's biggest fests in their category. Inter-hostel events are also organised in different fields.","file://C:/Users/ASUS/Desktop/Sample Project/Webpages/IIT Bombay Reviews on Placements, Faculty and Facilities9.html"
"IIT Bombay Reviews on Placements, Faculty and Facilities",2019-04-01,ms,v,,false,5.0,5.0,5.0,5.0,5.0,,,5.00,overall,good,"Reviewed on 9 Apr 2019 Read More (11) 11 people found this helpful AB Arjun Birua B.Tech. in Aerospace Engineering - Batch of 2019 5 5 Placements 5 Infrastructure 5 Faculty 5 Crowd &amp; Campus Life 5 Value for Money IIT Bombay is India's best engineering college. One of the top 100 colleges in the world. Placements : Placements in our college are good. More than 500 companies visit our campus with different profiles. However, most of the students are offered IT profiles. It's very easy to get placed in an IT company as compared to other streams here. The salary package ranges from 5-50 LPA. The average salary package offered was 12 LPA. Even the internship scenario is the same here. Good students get placed abroad in some companies like Microsoft, Yahoo, Apple, and Amazon, etc. Infrastructure : The college situated behind the national park, and there is a lot of greenery all around the campus. The college building is excellent. There many classrooms of various sizes. Lecture hall, complex, auditorium and a small tutorial class are also available here. All types of facilities like Wi-Fi and very good sports complex are also available here. There is a huge library with recent papers and a lot of books of almost all the fields. There are 16 hostels, and 14 of them are boys' hostels, and the other 2 hostels are for girls. Faculty : Teachers in our college are well-qualified and very interactive. Students get involved in all sorts of academic activities like projects, events, and competitions. Methods of teaching are simple and qualitative. The student to faculty ratio is 10:1. Our professors also offer good assistance. Other : In IIT Bangalore, a lot of events are organised in diverse fields such as academic, cultural, sports and many others. The most famous event named Mood Indigo is also organised here. This is a cultural event and is organised for 3 days. The college also organises a techfest. Both the cultural and technical fests are Asia's biggest fests in their category. Inter-hostel events are also organised in different fields. Reviewed on 1 Apr 2019 Read More (5) 5 people found this helpful RB Ramesh Banra B.Tech. in Civil Engineering - Batch of 2020 5 5 Placements 5 Infrastructure 5 Faculty 5 Crowd &amp; Campus Life 5 Value for Money I am very much satisfied with the faculty, good placements in 2018 and good infrastructure. Placements : Almost 50% of the students from our batch got placed, and the same happened with the senior batch. The highest salary package offered was around 15 LPA. Companies like Larsen &amp; Toubro, Hindustan Limited, etc., visited our college for placements. Roles in consultancy, engineering department, etc., were offered. Almost 80% of the students from our batch got internships from college. Students were offered the stipend ranging from Rs. 5,000 to 2 Lacs for internships. There is a placement cell, and it's very useful. Infrastructure : The entire campus is Wi-Fi enabled. Labs and classrooms are well furnished with quality blackboards. Quality of food served is average. The rooms are decent. Our hostel is one of the best hostels in our college, but it has both good and bad infrastructure facilities. Faculty : Our teachers are helpful, well qualified and highly knowledgeable. The quality of teaching is unmeasurable. I got industry exposure. The course curriculum was immensely profitable for my life. Other : Events are held in the college anytime. The fest named Mood Indigo is really famous and one of the best festivals ever organised. The surrounding is quite good and good for studying. You can take part in many extracurricular activities. There are lots of sections for sports.","file://C:/Users/ASUS/Desktop/Sample Project/Webpages/IIT Bombay Reviews on Placements, Faculty and Facilities9.html"
"IIT Bombay Reviews on Placements, Faculty and Facilities",2019-04-01,,,,false,5.0,5.0,5.0,5.0,5.0,,,5.00,overall,good,"Reviewed on 1 Apr 2019 Read More (5) 5 people found this helpful RB Ramesh Banra B.Tech. in Civil Engineering - Batch of 2020 5 5 Placements 5 Infrastructure 5 Faculty 5 Crowd &amp; Campus Life 5 Value for Money I am very much satisfied with the faculty, good placements in 2018 and good infrastructure. Placements : Almost 50% of the students from our batch got placed, and the same happened with the senior batch. The highest salary package offered was around 15 LPA. Companies like Larsen &amp; Toubro, Hindustan Limited, etc., visited our college for placements. Roles in consultancy, engineering department, etc., were offered. Almost 80% of the students from our batch got internships from college. Students were offered the stipend ranging from Rs. 5,000 to 2 Lacs for internships. There is a placement cell, and it's very useful. Infrastructure : The entire campus is Wi-Fi enabled. Labs and classrooms are well furnished with quality blackboards. Quality of food served is average. The rooms are decent. Our hostel is one of the best hostels in our college, but it has both good and bad infrastructure facilities. Faculty : Our teachers are helpful, well qualified and highly knowledgeable. The quality of teaching is unmeasurable. I got industry exposure. The course curriculum was immensely profitable for my life. Other : Events are held in the college anytime. The fest named Mood Indigo is really famous and one of the best festivals ever organised. The surrounding is quite good and good for studying. You can take part in many extracurricular activities. There are lots of sections for sports. Reviewed on 1 Apr 2019 Read More (2) 2 people found this helpful HS Himanshu Setia B.Tech. in Mechanical Engineering - Batch of 2020 5 5 Placements 5 Infrastructure 5 Faculty 5 Crowd &amp; Campus Life 5 Value for Money Absolutely satisfied because of facilities and placements of the college are really good. Placements : Placements in our college are good. Our college is known as the best college in India for placements. The average salary package offered to the students in our department is around 9 LPA. Infrastructure : The infrastructure of our college is just sufficient. Sports facilities are excellent. Wi-Fi facilities are available in classrooms. Hostels, mess, and the library are really good. There is a reading room which is available 24 hours. Faculty : When it comes to course, IIT B certainly has a lot to offer students from all over the country. Join IIT B, because it offers courses for students to have the career of their choice. The institute offers a variety of choices to the students in IIT B. Other : The college organises events regularly.","file://C:/Users/ASUS/Desktop/Sample Project/Webpages/IIT Bombay Reviews on Placements, Faculty and Facilities9.html"
"IIT Bombay Reviews on Placements, Faculty and Facilities",2019-03-24,Integrated B.Tech. in Electrical Engineering + M.Tech.,C,,false,5.0,5.0,4.0,5.0,5.0,,,5.00,overall,good,"Reviewed on 1 Apr 2019 Read More (2) 2 people found this helpful HS Himanshu Setia B.Tech. in Mechanical Engineering - Batch of 2020 5 5 Placements 5 Infrastructure 5 Faculty 5 Crowd &amp; Campus Life 5 Value for Money Absolutely satisfied because of facilities and placements of the college are really good. Placements : Placements in our college are good. Our college is known as the best college in India for placements. The average salary package offered to the students in our department is around 9 LPA. Infrastructure : The infrastructure of our college is just sufficient. Sports facilities are excellent. Wi-Fi facilities are available in classrooms. Hostels, mess, and the library are really good. There is a reading room which is available 24 hours. Faculty : When it comes to course, IIT B certainly has a lot to offer students from all over the country. Join IIT B, because it offers courses for students to have the career of their choice. The institute offers a variety of choices to the students in IIT B. Other : The college organises events regularly. Reviewed on 24 Mar 2019 Read More (1) 1 person found this helpful SK Sudheeradh Kolakaluri Integrated B.Tech. in Electrical Engineering + M.Tech. in Communication and Signal Processing - Batch of 2023 4.8 5 Placements 5 Infrastructure 4 Faculty 5 Crowd &amp; Campus Life 5 Value for Money This college is one of the best in the country. Placements : Overall, the placements are good with more than 80% of the students getting placed. The average salary package offered last year is around 16 LPA, and we got more than 75 international offers last year. Many well-reputed companies visit the campus for placements. A proper placement cell is available to enable the smooth functioning of the placements. Good summer and winter internships are offered by reputed companies. Infrastructure : The infrastructure of the college is well-established with state of the art classrooms that are equipped with projectors and speakers. There is a fully equipped and centrally air-conditioned library to meet the academic requirements of the students. High-speed Wi-Fi is available all across the campus. There are well-established hostels along with our own sports room, music room, and playgrounds. There are well-equipped labs with all the required instruments and apparatus. There is a fully functioning hospital to cater to the medical needs of the students. Faculty : Our college has highly qualified professors, and most of them have completed their PhD degrees. They are conducting research activities in their respective departments. The curriculum is good and is designed according to the understanding levels of the students. Faculty teach using well-structured lecture slides and problem sets. Interactive sessions are conducted in class through In-class quizzes. Regular help sessions and tutorials are conducted to help the students gain problem-solving skills and clarify their doubts.","file://C:/Users/ASUS/Desktop/Sample Project/Webpages/IIT Bombay Reviews on Placements, Faculty and Facilities9.html"
"IIT Bombay Reviews on Placements, Faculty and Facilities",2019-02-22,Integrated B.Tech. in Electrical Engineering + M.Tech.,C,,false,4.8,5.0,5.0,4.0,5.0,,,4.80,overall,good,"Reviewed on 24 Mar 2019 Read More (1) 1 person found this helpful SK Sudheeradh Kolakaluri Integrated B.Tech. in Electrical Engineering + M.Tech. in Communication and Signal Processing - Batch of 2023 4.8 5 Placements 5 Infrastructure 4 Faculty 5 Crowd &amp; Campus Life 5 Value for Money This college is one of the best in the country. Placements : Overall, the placements are good with more than 80% of the students getting placed. The average salary package offered last year is around 16 LPA, and we got more than 75 international offers last year. Many well-reputed companies visit the campus for placements. A proper placement cell is available to enable the smooth functioning of the placements. Good summer and winter internships are offered by reputed companies. Infrastructure : The infrastructure of the college is well-established with state of the art classrooms that are equipped with projectors and speakers. There is a fully equipped and centrally air-conditioned library to meet the academic requirements of the students. High-speed Wi-Fi is available all across the campus. There are well-established hostels along with our own sports room, music room, and playgrounds. There are well-equipped labs with all the required instruments and apparatus. There is a fully functioning hospital to cater to the medical needs of the students. Faculty : Our college has highly qualified professors, and most of them have completed their PhD degrees. They are conducting research activities in their respective departments. The curriculum is good and is designed according to the understanding levels of the students. Faculty teach using well-structured lecture slides and problem sets. Interactive sessions are conducted in class through In-class quizzes. Regular help sessions and tutorials are conducted to help the students gain problem-solving skills and clarify their doubts. Reviewed on 22 Feb 2019 Read More (18) 18 people found this helpful SK Sankalp Kamble Integrated B.Tech. in Mechanical Engineering + M.Tech. in Computer Integrated Manufacturing - Batch of 2017 4.8 5 Placements 5 Infrastructure 5 Faculty 4 Crowd &amp; Campus Life 5 Value for Money IITB has a world-class education and campus. Placements : I didn't participate in the placements or internships, so I don't know much about it. However, the mechanical department in IITB has been one of the highly regarded courses. The dual degree programme achieves more than 90% of placements each year. The highest salary packages were usually irrespective of departments since they were offered by finance, consulting and FMCG companies. The internship rate was a bit less than the placement rate, and a very few of them pay adequate stipends. However, the companies which offered stipends were good. There was a very efficient placement cell and was very helpful to students. Infrastructure : Since the institute is about 60 years old and one of the premier engineering institutions in India. Classrooms, labs, libraries, and campus facilities are on par with the best. Just the mechanical department has about 17 labs and some of which are for the most advanced studies. Food offered in the mess depend upon contractors and is usually edible. Hostel rooms are good enough with excellent internet services. The student councils are good to solve any issues faced by students as promptly as possible. Faculty : Faculty members are well qualified and knowledgeable as most of them are indulged in research. Apart from a very few, most of the faculty members are interested in teaching and are very good at it. The student to teacher ratio is very less compared to other institutions, and it makes teachers approachable. Industry exposure was very limited, but it is possible with individual efforts. The course curriculum is very updated as apart from the basic courses, and a wide range of new specialisation courses are also available. Other : The institute conducts many events at intra-department, inter-department and institute level throughout the year. A technical fest named Techfest and a cultural fest named Mood Indigo, are famous across the country. The campus is situated in the centre of the Mumbai city, and it has students from all over the country. It has a vibrant atmosphere with world-class opportunities to hone your talent, not only in the technical field.","file://C:/Users/ASUS/Desktop/Sample Project/Webpages/IIT Bombay Reviews on Placements, Faculty and Facilities9.html"
"IIT Bombay Reviews on Placements, Faculty and Facilities",2019-01-18,Integrated B.Tech. in Mechanical Engineering + M.Tech.,C,,false,4.8,3.0,4.0,5.0,5.0,,,4.80,overall,good,"Reviewed on 22 Feb 2019 Read More (18) 18 people found this helpful SK Sankalp Kamble Integrated B.Tech. in Mechanical Engineering + M.Tech. in Computer Integrated Manufacturing - Batch of 2017 4.8 5 Placements 5 Infrastructure 5 Faculty 4 Crowd &amp; Campus Life 5 Value for Money IITB has a world-class education and campus. Placements : I didn't participate in the placements or internships, so I don't know much about it. However, the mechanical department in IITB has been one of the highly regarded courses. The dual degree programme achieves more than 90% of placements each year. The highest salary packages were usually irrespective of departments since they were offered by finance, consulting and FMCG companies. The internship rate was a bit less than the placement rate, and a very few of them pay adequate stipends. However, the companies which offered stipends were good. There was a very efficient placement cell and was very helpful to students. Infrastructure : Since the institute is about 60 years old and one of the premier engineering institutions in India. Classrooms, labs, libraries, and campus facilities are on par with the best. Just the mechanical department has about 17 labs and some of which are for the most advanced studies. Food offered in the mess depend upon contractors and is usually edible. Hostel rooms are good enough with excellent internet services. The student councils are good to solve any issues faced by students as promptly as possible. Faculty : Faculty members are well qualified and knowledgeable as most of them are indulged in research. Apart from a very few, most of the faculty members are interested in teaching and are very good at it. The student to teacher ratio is very less compared to other institutions, and it makes teachers approachable. Industry exposure was very limited, but it is possible with individual efforts. The course curriculum is very updated as apart from the basic courses, and a wide range of new specialisation courses are also available. Other : The institute conducts many events at intra-department, inter-department and institute level throughout the year. A technical fest named Techfest and a cultural fest named Mood Indigo, are famous across the country. The campus is situated in the centre of the Mumbai city, and it has students from all over the country. It has a vibrant atmosphere with world-class opportunities to hone your talent, not only in the technical field. Reviewed on 18 Jan 2019 Read More A Anonymous B.Tech. in Chemical Engineering - Batch of 2017 4.4 5 Placements 3 Infrastructure 4 Faculty 5 Crowd &amp; Campus Life 5 Value for Money Join this college for the IITB experience. Placements : During our time, almost 1,000 students got placed in just 11 days. It took 14 days for our senior batch to reach that mark. The median salary package offered was around 10 LPA, and the average salary package offered was 11 LPA. The highest salary packages were grabbed by CS students who got offers from the US. In India, the highest paying companies were Blackstone which offered 38 LPA and GS which offered 33 LPA. The total pre-final year students who opted for internships were around 700. Out of which, 400 students got their internships through the placement and training cell, IIT Bombay. Others scout for internships by themselves. Infrastructure : IIT, Bombay has almost all the sports facilities. All the facilities have recently been upgraded in 2015 when InterIIT 50th edition was hosted at IIT Bombay. The new lecture hall complex is just 7-8 years old and is world-class. It is maintained very carefully and is always top-notch. We have technical assistance available on call. The hostels are still not up to the mark. Out of 18 hostels, only 4 are newly constructed but still poorly maintained. Faculty : Teachers of our college were highly educated, and masters of their fields. They are also paid well, but one thing that I observed in chemical engineering department professors was that they lack the motivation to take lectures. There is no doubt that they are great researchers and love doing their research work. But when it comes to taking lectures and teaching students, they mostly do it because of the compulsion. Other : Our college organises an annual cultural festival named Mood Indigo, and it is one of its kind in India.","file://C:/Users/ASUS/Desktop/Sample Project/Webpages/IIT Bombay Reviews on Placements, Faculty and Facilities9.html"
