iit,reviewed_date,degree,branch,batch_year,is_alumni,overall_rating,placements_rating,infrastructure_rating,faculty_rating,campus_rating,vfm_rating,academics_rating,rating_0_5,rating_source,label,text,source_url
"IIT Bombay Reviews on Placements, Faculty and Facilities",2017-11-28,,,,false,4.6,5.0,5.0,5.0,5.0,,,4.60,overall,good,"Reviewed on 5 Dec 2017 Read More (3) 3 people found this helpful LA Lokesh Agrawal B.Tech. in Metallurgical Engineering and Materials Science - Batch of 2020 4.6 5 Placements 5 Infrastructure 4 Faculty 5 Crowd &amp; Campus Life 4 Value for Money The best college in India Placements : The placements of IIT Bombay are well known. It has the highest placement rate in India. Also, the companies which come here to recruit are big names such as Microsoft, Goldmann Sachs, Deutsche Bank, etc. The profiles which are open to students are wide and in various fields. Some of the examples are consultancy, analyst, coder, and core profiles. The internship ratio is also good here. The internship process goes around 2 times a year- winter internship and summer internship. Infrastructure : First, I will tell about the classrooms. The classrooms here are spacious and huge. Some of them have the capacity to accommodate 300 students at once. All the classrooms are fully Wi-Fi enabled and air-conditioned. Coming to the library, it's the biggest you will ever see. The medical facilities are excellent. Everything is free for the students. Sports facilities are the best here. I don't think any other IIT must be doing what IITB does for sports persons. Faculty : The faculty members here are one of the best in India obviously. Almost all of them have PhDs in their respective fields and some even have double PhDs! The professors are very enthusiastic about teaching. They will clarify your doubts again and again until you get them cleared. The profs are helpful in not only academics but also in life fundae. They have already experienced the phase you are going through so they will definitely help you with any problem you face. Reviewed on 28 Nov 2017 Read More (11) 11 people found this helpful CS Chaitanya Sakhare B.Tech. in Chemical Engineering - Batch of 2020 5 5 Placements 5 Infrastructure 5 Faculty 5 Crowd &amp; Campus Life 5 Value for Money IIT Bombay is the best technical institute of India. All types of advanced education are available Placements : They are very good. As of now, I don't know much but there are a lot of opportunities for students to get placements in the best companies in the world. Schlumberger is one of the companies that visited related to chemical engineering. The average package offered is about 20 to 25 lakhs. Infrastructure : Wi-Fi is awesome at 1 Gbps. Classrooms are fully air-conditioned and seats are comfortable. Lavish library facilities with 24-hrs air-conditioned reading rooms. Top medical facilities and the mess food is superb. Hostel rooms are awesome. I didn't face any problems regarding infrastructure. Faculty : The faculty team is very experienced. Most of them are PhD and have a deep knowledge related to the subject. The curriculum was very useful and I got industry exposure. I got the practical knowledge about the course which makes it the best technical institute in India.","file://C:/Users/ASUS/Desktop/Sample Project/Webpages/IIT Bombay Reviews on Placements, Faculty and Facilities11.html"
"IIT Bombay Reviews on Placements, Faculty and Facilities",2017-11-27,Integrated B.Tech. + M.Tech.,E,,false,5.0,5.0,5.0,5.0,5.0,,,5.00,overall,good,"Reviewed on 28 Nov 2017 Read More (11) 11 people found this helpful CS Chaitanya Sakhare B.Tech. in Chemical Engineering - Batch of 2020 5 5 Placements 5 Infrastructure 5 Faculty 5 Crowd &amp; Campus Life 5 Value for Money IIT Bombay is the best technical institute of India. All types of advanced education are available Placements : They are very good. As of now, I don't know much but there are a lot of opportunities for students to get placements in the best companies in the world. Schlumberger is one of the companies that visited related to chemical engineering. The average package offered is about 20 to 25 lakhs. Infrastructure : Wi-Fi is awesome at 1 Gbps. Classrooms are fully air-conditioned and seats are comfortable. Lavish library facilities with 24-hrs air-conditioned reading rooms. Top medical facilities and the mess food is superb. Hostel rooms are awesome. I didn't face any problems regarding infrastructure. Faculty : The faculty team is very experienced. Most of them are PhD and have a deep knowledge related to the subject. The curriculum was very useful and I got industry exposure. I got the practical knowledge about the course which makes it the best technical institute in India. Reviewed on 27 Nov 2017 Read More (5) 5 people found this helpful AT Alok Tiwari Integrated B.Tech. + M.Tech. in Energy Science and Engineering - Batch of 2019 4.8 4 Placements 5 Infrastructure 5 Faculty 5 Crowd &amp; Campus Life 5 Value for Money Really good infrastructure, helping faculty. Placements : The placement is pretty good in comparison to the other engineering colleges but not that much good if you compare it with the other departments here in IIT, Bombay. Rs. 15 LPA to Rs. 17 LPA was the highest package offered to the students, and the lowest package offer was Rs. 7 LPA to Rs. 8 LPA. Most of the students were placed in the non-core companies except a few were placed in Tata Power. Infrastructure : The classrooms are air-conditioned with Wi-Fi facility. The students have 24x7 access to Wi-Fi reading room along with the library facility in the daytime. The labs are good in the quality and the proper functioning with well-trained technicians. We have a mess in each hostel which offers some delicious food at the normal price, and the canteens are open late at night till 3 AM. The hostels provide some good facilities like TV, sports, dance, music and a computer room. The hostel rooms are pretty small, it may be because of the college being in Bombay. Faculty : The faculty are very helpful. They will help you and guide you. Most of the professors have done their PhDs from Europe and US. They are the masters in their fields. All professors have their different ways of teaching, a few take the open book exams, a few prefer to take the away exams, and a few follow the trend of the end of the semester and the mid-semester exams. In spite of this, all have the same moto to teach well. The student-faculty ratio is around 20:1. I got the industry exposure as the department has tied up with many industries in India and the foreign as well. The curriculum mainly focuses on the overall development of the students.","file://C:/Users/ASUS/Desktop/Sample Project/Webpages/IIT Bombay Reviews on Placements, Faculty and Facilities11.html"
"IIT Bombay Reviews on Placements, Faculty and Facilities",2017-11-15,Integrated B.Tech. + M.Tech.,E,,false,4.8,5.0,3.0,5.0,5.0,,,4.80,overall,good,"Reviewed on 27 Nov 2017 Read More (5) 5 people found this helpful AT Alok Tiwari Integrated B.Tech. + M.Tech. in Energy Science and Engineering - Batch of 2019 4.8 4 Placements 5 Infrastructure 5 Faculty 5 Crowd &amp; Campus Life 5 Value for Money Really good infrastructure, helping faculty. Placements : The placement is pretty good in comparison to the other engineering colleges but not that much good if you compare it with the other departments here in IIT, Bombay. Rs. 15 LPA to Rs. 17 LPA was the highest package offered to the students, and the lowest package offer was Rs. 7 LPA to Rs. 8 LPA. Most of the students were placed in the non-core companies except a few were placed in Tata Power. Infrastructure : The classrooms are air-conditioned with Wi-Fi facility. The students have 24x7 access to Wi-Fi reading room along with the library facility in the daytime. The labs are good in the quality and the proper functioning with well-trained technicians. We have a mess in each hostel which offers some delicious food at the normal price, and the canteens are open late at night till 3 AM. The hostels provide some good facilities like TV, sports, dance, music and a computer room. The hostel rooms are pretty small, it may be because of the college being in Bombay. Faculty : The faculty are very helpful. They will help you and guide you. Most of the professors have done their PhDs from Europe and US. They are the masters in their fields. All professors have their different ways of teaching, a few take the open book exams, a few prefer to take the away exams, and a few follow the trend of the end of the semester and the mid-semester exams. In spite of this, all have the same moto to teach well. The student-faculty ratio is around 20:1. I got the industry exposure as the department has tied up with many industries in India and the foreign as well. The curriculum mainly focuses on the overall development of the students. Reviewed on 15 Nov 2017 Read More (1) 1 person found this helpful VM Vaidehi Mahajan B.Tech. in Mechanical Engineering - Batch of 2019 4.6 5 Placements 5 Infrastructure 3 Faculty 5 Crowd &amp; Campus Life 5 Value for Money Amazing college, and the best among the IITs. Placements : Around 75% students sit for placements, and out of them, 83% get placed. The placement scenario has been volatile for the past couple of years because of various economic factors. This year though, the number of PPOs offered shot up to 134. The acceptance rate of a PPO has been 65%. Infrastructure : Amazing infrastructure. We have some of the best labs and professors in India. We have ample research opportunities, even in disciplines other than ours. Not just that, the campus environment is such that it leads to all round development. Our college is like a little town in itself. We have everything like a hospital, a variety of food joints with different pattie frames and food types, a very well-equipped library, a 24-hour open study room, well-equipped lecture halls. Faculty : The faculty is good and can have even better. Curriculum varies according to the department, but most of the people focus on learning. Cumulative course evaluation is done. It is easier when compared to few other IITs. Ample lab courses to help and understand the theory and we are also given extra projects to hone our skills. Other : Overall, the college is the best place to graduate. It develops you as an individual and as a leader as well. The environment is extremely competitive which prepared us to face the world outside. The very accommodating environment is present, and best opportunities arrive here. We are one of the best students in the country.","file://C:/Users/ASUS/Desktop/Sample Project/Webpages/IIT Bombay Reviews on Placements, Faculty and Facilities11.html"
"IIT Bombay Reviews on Placements, Faculty and Facilities",2017-11-15,,,,true,4.6,5.0,4.0,5.0,5.0,,,4.60,overall,good,"Reviewed on 15 Nov 2017 Read More (1) 1 person found this helpful VM Vaidehi Mahajan B.Tech. in Mechanical Engineering - Batch of 2019 4.6 5 Placements 5 Infrastructure 3 Faculty 5 Crowd &amp; Campus Life 5 Value for Money Amazing college, and the best among the IITs. Placements : Around 75% students sit for placements, and out of them, 83% get placed. The placement scenario has been volatile for the past couple of years because of various economic factors. This year though, the number of PPOs offered shot up to 134. The acceptance rate of a PPO has been 65%. Infrastructure : Amazing infrastructure. We have some of the best labs and professors in India. We have ample research opportunities, even in disciplines other than ours. Not just that, the campus environment is such that it leads to all round development. Our college is like a little town in itself. We have everything like a hospital, a variety of food joints with different pattie frames and food types, a very well-equipped library, a 24-hour open study room, well-equipped lecture halls. Faculty : The faculty is good and can have even better. Curriculum varies according to the department, but most of the people focus on learning. Cumulative course evaluation is done. It is easier when compared to few other IITs. Ample lab courses to help and understand the theory and we are also given extra projects to hone our skills. Other : Overall, the college is the best place to graduate. It develops you as an individual and as a leader as well. The environment is extremely competitive which prepared us to face the world outside. The very accommodating environment is present, and best opportunities arrive here. We are one of the best students in the country. Reviewed on 15 Nov 2017 Read More SR Satish Reddy B.Tech. in Mechanical Engineering - Batch of 2017 4.6 4 Placements 5 Infrastructure 4 Faculty 5 Crowd &amp; Campus Life 5 Value for Money Best college one could find in India. Freedom, good placements and great exposure Placements : The placements were pretty good, compared to previous batches the salary offered and the no. of selections for a company (mainly for consulting companies) reduced a bit due to demonetization. Out of around 1400 less than 30 are not placed and these are those who are not much interested in placements so you can say it is 100%. The highest salary is 35 LPA, the least is 3.5 LPA and average will be around 8 LPA. Around 350 companies visited so it's difficult to name them. The roles include software engineer in IT firms, associate or assistant manager in finance, FMCG and analytics, trainees in core profiles. Mostly everyone gets internships because of the numerous establishment of startups from the alumni of IIT Bombay. The highest is around 80,000 per month, the least would be 5,000 and average is about 12,000. Infrastructure : When it comes to sports and games, the facilities are the best, every hostel has its own gym, basketball court and few indoor games like TT, pool, foosball, etc. In additions to these, there are common grounds for each sport and these are of international standards. Required sports accessories are arranged in every hostel which will be issued with the submission of college ID. Free medical facilities provided and these are on par with the best hospitals outside. The speed of the Internet is something no one will complain about. Classrooms, Library, Labs are also best. Out of all IITs, IITB has the best mess food but once you get used to it, then you start disliking it. Generally, the breakfast and snacks are better compared to lunch and dinner. When it comes hostel rooms all the new hostel rooms (hostel numbers 10, 12, 13, 14, 15, 16) are spacious and the old hostel rooms are very congested, but the good thing is you get a single room in the final year. Faculty : The faculty members are knowledgeable with degrees from the reputed universities in the world but a very few of them lack teaching skills though they have knowledge. Many professors maintain a good relationship with students and are very helpful in nature. Most of the core courses offered are accompanied by labs so get to see and work with what you learned. Many practical examples will be shared while teaching. A good number of courses include projects which are considered for valuation of the course. The question papers are not structured to test memory, hence, a lot of professors allow cheat sheets, open notes/books for the exams. The industrial visits will be organized by the department once in a new year. There are a lot of technical clubs and activities for gaining practical knowledge. The student to faculty ratio is 14:1.","file://C:/Users/ASUS/Desktop/Sample Project/Webpages/IIT Bombay Reviews on Placements, Faculty and Facilities11.html"
"IIT Bombay Reviews on Placements, Faculty and Facilities",2017-10-14,bs,c,,true,4.6,5.0,5.0,5.0,5.0,,,4.60,overall,good,"Reviewed on 15 Nov 2017 Read More SR Satish Reddy B.Tech. in Mechanical Engineering - Batch of 2017 4.6 4 Placements 5 Infrastructure 4 Faculty 5 Crowd &amp; Campus Life 5 Value for Money Best college one could find in India. Freedom, good placements and great exposure Placements : The placements were pretty good, compared to previous batches the salary offered and the no. of selections for a company (mainly for consulting companies) reduced a bit due to demonetization. Out of around 1400 less than 30 are not placed and these are those who are not much interested in placements so you can say it is 100%. The highest salary is 35 LPA, the least is 3.5 LPA and average will be around 8 LPA. Around 350 companies visited so it's difficult to name them. The roles include software engineer in IT firms, associate or assistant manager in finance, FMCG and analytics, trainees in core profiles. Mostly everyone gets internships because of the numerous establishment of startups from the alumni of IIT Bombay. The highest is around 80,000 per month, the least would be 5,000 and average is about 12,000. Infrastructure : When it comes to sports and games, the facilities are the best, every hostel has its own gym, basketball court and few indoor games like TT, pool, foosball, etc. In additions to these, there are common grounds for each sport and these are of international standards. Required sports accessories are arranged in every hostel which will be issued with the submission of college ID. Free medical facilities provided and these are on par with the best hospitals outside. The speed of the Internet is something no one will complain about. Classrooms, Library, Labs are also best. Out of all IITs, IITB has the best mess food but once you get used to it, then you start disliking it. Generally, the breakfast and snacks are better compared to lunch and dinner. When it comes hostel rooms all the new hostel rooms (hostel numbers 10, 12, 13, 14, 15, 16) are spacious and the old hostel rooms are very congested, but the good thing is you get a single room in the final year. Faculty : The faculty members are knowledgeable with degrees from the reputed universities in the world but a very few of them lack teaching skills though they have knowledge. Many professors maintain a good relationship with students and are very helpful in nature. Most of the core courses offered are accompanied by labs so get to see and work with what you learned. Many practical examples will be shared while teaching. A good number of courses include projects which are considered for valuation of the course. The question papers are not structured to test memory, hence, a lot of professors allow cheat sheets, open notes/books for the exams. The industrial visits will be organized by the department once in a new year. There are a lot of technical clubs and activities for gaining practical knowledge. The student to faculty ratio is 14:1. Reviewed on 14 Oct 2017 Read More PS PRAKHAR SINGH B.Tech. in Civil Engineering - Batch of 2016 4.8 4 Placements 5 Infrastructure 5 Faculty 5 Crowd &amp; Campus Life 5 Value for Money IIT Bombay: Tough to get in, even tougher to leave. Placements : Placement opportunities are quite good here. A variety of companies offer jobs in consultancies, software companies, etc. The packages are decent enough for freshers with only a bachelor's degree. Around 70 to 75 percent people scored jobs in the placement year of 2015-16. Infrastructure : The infrastructure is quite good for B.Tech students. We have all the facilities a student can ask for. Food quality in the mess and canteen is far above the standards that are rumoured among the young aspirants. Just don't expect much from the hostel rooms. They have some new hostels built for freshers but the old hostel rooms are quite small. Faculty : We have world-class faculty here. Our professors are highly educated and some are very well known for their work in their field. They have a passion for teaching and even inspire us to take up research as a career option. We get industrial exposure through internships but one must be willing.","file://C:/Users/ASUS/Desktop/Sample Project/Webpages/IIT Bombay Reviews on Placements, Faculty and Facilities11.html"
"IIT Bombay Reviews on Placements, Faculty and Facilities",2017-09-15,bs,c,,false,4.8,4.0,5.0,5.0,5.0,,,4.80,overall,good,"Reviewed on 14 Oct 2017 Read More PS PRAKHAR SINGH B.Tech. in Civil Engineering - Batch of 2016 4.8 4 Placements 5 Infrastructure 5 Faculty 5 Crowd &amp; Campus Life 5 Value for Money IIT Bombay: Tough to get in, even tougher to leave. Placements : Placement opportunities are quite good here. A variety of companies offer jobs in consultancies, software companies, etc. The packages are decent enough for freshers with only a bachelor's degree. Around 70 to 75 percent people scored jobs in the placement year of 2015-16. Infrastructure : The infrastructure is quite good for B.Tech students. We have all the facilities a student can ask for. Food quality in the mess and canteen is far above the standards that are rumoured among the young aspirants. Just don't expect much from the hostel rooms. They have some new hostels built for freshers but the old hostel rooms are quite small. Faculty : We have world-class faculty here. Our professors are highly educated and some are very well known for their work in their field. They have a passion for teaching and even inspire us to take up research as a career option. We get industrial exposure through internships but one must be willing. Reviewed on 15 Sep 2017 Read More VN Vikrant Nagpure B.Tech. in Mechanical Engineering - Batch of 2020 4.8 5 Placements 4 Infrastructure 5 Faculty 5 Crowd &amp; Campus Life 5 Value for Money One of the best colleges in India. Placements : Almost all students got the internship through college leaving those with backlogs. Placements were also good as almost all got placed and some went for higher studies. So many companies visited the campus including MNCs. Students got a job in core as well as non-core sectors. The percentage of non-core was more than core jobs. Students got placed in finance, consultancy, coding, tech jobs, etc. Some went in the management sector too. Infrastructure : As my college is one of the best institutes of India, it has very good quality of classrooms as well as labs. the lab facility is great as it has each and everything required for practical knowledge for an engineer. We have a huge library where we can go anytime and study in silence. The food quality of hostel is also good. Hostel rooms are not that great as it is an old IIT, so the hostel infrastructure is not new and also rooms are congested. We have our own hospital on the campus so medical facilities are quite good. The whole campus has Wi-Fi and that too it gives a very good speed. Sports facilities are very good. Faculty : Our curriculum is quite stretchable as students can also do a course in which they have an interest apart from core courses, so students get knowledge of several fields and this helps them in getting a job easily. Faculty members are very good and supportive. They also give us research opportunities. Industry exposure is also given by the institution by conducting several trips to industries throughout the year. The faculty to student ratio is also good but I don't know the exact number.","file://C:/Users/ASUS/Desktop/Sample Project/Webpages/IIT Bombay Reviews on Placements, Faculty and Facilities11.html"
"IIT Bombay Reviews on Placements, Faculty and Facilities",2017-07-20,ms,s,,false,4.8,5.0,4.0,5.0,4.0,,,4.80,overall,good,"Reviewed on 15 Sep 2017 Read More VN Vikrant Nagpure B.Tech. in Mechanical Engineering - Batch of 2020 4.8 5 Placements 4 Infrastructure 5 Faculty 5 Crowd &amp; Campus Life 5 Value for Money One of the best colleges in India. Placements : Almost all students got the internship through college leaving those with backlogs. Placements were also good as almost all got placed and some went for higher studies. So many companies visited the campus including MNCs. Students got a job in core as well as non-core sectors. The percentage of non-core was more than core jobs. Students got placed in finance, consultancy, coding, tech jobs, etc. Some went in the management sector too. Infrastructure : As my college is one of the best institutes of India, it has very good quality of classrooms as well as labs. the lab facility is great as it has each and everything required for practical knowledge for an engineer. We have a huge library where we can go anytime and study in silence. The food quality of hostel is also good. Hostel rooms are not that great as it is an old IIT, so the hostel infrastructure is not new and also rooms are congested. We have our own hospital on the campus so medical facilities are quite good. The whole campus has Wi-Fi and that too it gives a very good speed. Sports facilities are very good. Faculty : Our curriculum is quite stretchable as students can also do a course in which they have an interest apart from core courses, so students get knowledge of several fields and this helps them in getting a job easily. Faculty members are very good and supportive. They also give us research opportunities. Industry exposure is also given by the institution by conducting several trips to industries throughout the year. The faculty to student ratio is also good but I don't know the exact number. Reviewed on 20 Jul 2017 Read More (8) 8 people found this helpful CD Chandrahans Divate B.Tech. in Mechanical Engineering - Batch of 2020 4.6 5 Placements 5 Infrastructure 4 Faculty 5 Crowd &amp; Campus Life 4 Value for Money A glimpse of life at IIT Bombay. Placements : Based on past experiences, the situation has been good. In my personal view most students who wanted a job, got a job. In terms of statistics, more than 70% of the department has been placed as of now, while the remaining 30% contains a huge chunk of students opting for higher studies. Infrastructure : Every old IIT is good and unique and it will give you ample of opportunities to grow. IIT Bombay has the best infrastructure among all of them. You won't find lecture halls such as this anywhere with all the facilities like Wi-Fi and AC everywhere. The food quality is also pretty decent. Hostel rooms are the best for first-year students. Faculty : In summary, we have cool professors who are very well-informed and love discussions about almost anything. They are very knowledgeable. You won't find such great minds anywhere else. They are very polite while answering doubts however silly the doubt may be. Professors here are the best.","file://C:/Users/ASUS/Desktop/Sample Project/Webpages/IIT Bombay Reviews on Placements, Faculty and Facilities11.html"
"IIT Bombay Reviews on Placements, Faculty and Facilities",2017-06-26,ms,s,,true,4.6,5.0,5.0,5.0,4.0,,,4.60,overall,good,"Reviewed on 20 Jul 2017 Read More (8) 8 people found this helpful CD Chandrahans Divate B.Tech. in Mechanical Engineering - Batch of 2020 4.6 5 Placements 5 Infrastructure 4 Faculty 5 Crowd &amp; Campus Life 4 Value for Money A glimpse of life at IIT Bombay. Placements : Based on past experiences, the situation has been good. In my personal view most students who wanted a job, got a job. In terms of statistics, more than 70% of the department has been placed as of now, while the remaining 30% contains a huge chunk of students opting for higher studies. Infrastructure : Every old IIT is good and unique and it will give you ample of opportunities to grow. IIT Bombay has the best infrastructure among all of them. You won't find lecture halls such as this anywhere with all the facilities like Wi-Fi and AC everywhere. The food quality is also pretty decent. Hostel rooms are the best for first-year students. Faculty : In summary, we have cool professors who are very well-informed and love discussions about almost anything. They are very knowledgeable. You won't find such great minds anywhere else. They are very polite while answering doubts however silly the doubt may be. Professors here are the best. Reviewed on 26 Jun 2017 Read More (7) 7 people found this helpful AN Akhil Naik B.Tech. in Electrical Engineering - Batch of 2020 4.8 5 Placements 5 Infrastructure 5 Faculty 5 Crowd &amp; Campus Life 4 Value for Money A very big campus with all facilities in terms of opportunities and infrastructure. Placements : Around 70% of the students got placed in core and even non-core companies. The average salary offered was around 15 lakh for electrical (in core) and around 21 lakh for computer science. The highest package was 90 lakhs per annum and the lowest is close to 8 lakh. Companies like HSBC, ITC, Accenture, Cadbury, ONGC , Infosys, Cisco Systems, Barclays, Bharat Electronics, etc. Usually, on an average, every student will spend any one year summer on internship. Infrastructure : The classrooms are very wide and spacious with centralised AC. We have three very big projectors so that we can see the text even from a distance. We have a special place for hospital which is running 24/7 with very well qualified doctors. When it comes to sports, IITB has a very big ground named gymkhana were outdoor games are played. We have an Olympic size swimming pool. We have a SAC (student activity centre) with centralised AC and indoor games like TT, squash, etc. We have 5 badminton courts which are again having centralised ACs. The infrastructure/structure of the labs is awesome and it meets the international standards. We have a student body lab named as TL (Thinkers Lab). Faculty : The faculty here is one of the best in the India. Here, we have professors qualified from top international institutions like MIT, Harvard and some are even IITB alumni. The professors here are nerds and they are also very helpful to the enthusiastic students in that corresponding course. The faculty-student ratio in the first year was 1: 200. Then after that, in the second year, the ratio is approximately 1:80.","file://C:/Users/ASUS/Desktop/Sample Project/Webpages/IIT Bombay Reviews on Placements, Faculty and Facilities11.html"
"IIT Bombay Reviews on Placements, Faculty and Facilities",2017-05-24,ms,o,,true,4.8,5.0,5.0,5.0,4.0,,,4.80,overall,good,"Reviewed on 26 Jun 2017 Read More (7) 7 people found this helpful AN Akhil Naik B.Tech. in Electrical Engineering - Batch of 2020 4.8 5 Placements 5 Infrastructure 5 Faculty 5 Crowd &amp; Campus Life 4 Value for Money A very big campus with all facilities in terms of opportunities and infrastructure. Placements : Around 70% of the students got placed in core and even non-core companies. The average salary offered was around 15 lakh for electrical (in core) and around 21 lakh for computer science. The highest package was 90 lakhs per annum and the lowest is close to 8 lakh. Companies like HSBC, ITC, Accenture, Cadbury, ONGC , Infosys, Cisco Systems, Barclays, Bharat Electronics, etc. Usually, on an average, every student will spend any one year summer on internship. Infrastructure : The classrooms are very wide and spacious with centralised AC. We have three very big projectors so that we can see the text even from a distance. We have a special place for hospital which is running 24/7 with very well qualified doctors. When it comes to sports, IITB has a very big ground named gymkhana were outdoor games are played. We have an Olympic size swimming pool. We have a SAC (student activity centre) with centralised AC and indoor games like TT, squash, etc. We have 5 badminton courts which are again having centralised ACs. The infrastructure/structure of the labs is awesome and it meets the international standards. We have a student body lab named as TL (Thinkers Lab). Faculty : The faculty here is one of the best in the India. Here, we have professors qualified from top international institutions like MIT, Harvard and some are even IITB alumni. The professors here are nerds and they are also very helpful to the enthusiastic students in that corresponding course. The faculty-student ratio in the first year was 1: 200. Then after that, in the second year, the ratio is approximately 1:80. Reviewed on 24 May 2017 Read More (27) 27 people found this helpful 9 10 11 12 13 What student says about IIT Bombay Placements Infrastructure Faculty Other Likes Roles offered were across operations, finance, IT, marketing and consulting domains by top recruiters like Google, Microsoft, Colgate-Palmolive, Accenture, Yes Bank etc. Based on 200 Reviews Dislikes Most of the highest package takers are coders or sales managers, or a few even from non-CS backgrounds. Based on 15 Reviews These insights are automatically extracted from student reviews, without any manual intervention (30) (5) 30 people found this helpful IIT Bombay College experience Opportunities Campus Life College Culture Academic Life Security &amp; Surrounding Insights on Opportunities Based on 9 Student Responses Internships and industry projects Students can work with faculty on research projects Internships and industry projects Offered every semester Employment opportunities Many students started their own start-ups Employment opportunities Higher in core jobs Higher studies preferences Majority opted in outside India Placement support Organized &amp; proactive placement process Alumni network Strong alumni network that help with placement opportunities Entrepreneurship cell Very Active and resourceful, college is also involved Overall feeling of students Love being in college (28) (3) 28 people found this helpful / Colleges in Mumbai / IIT Bombay / reviews IIT Bombay Take a look at Campus Guest House Campus Building Campus Build","file://C:/Users/ASUS/Desktop/Sample Project/Webpages/IIT Bombay Reviews on Placements, Faculty and Facilities11.html"
"IIT Bombay Reviews on Placements, Faculty and Facilities",2017-05-24,ms,t,,false,4.6,4.0,5.0,4.0,5.0,,,4.60,overall,good,"ucture : Our labs are extraordinary with heavy structures lab and a hydraulics lab. We have a sophisticated technology for every experiment. And coming to the library, it is very big and is called the central library. It almost has 15,00,000 books with centralised air-conditioning. We have our own hospital (IITB hospital). The doctors treat the students as their own children. The classrooms and labs have a mind blowing furniture. You can see the pictures by typing (IITB classrooms). There will be a separate revolving chair for every student in the classroom. We will be given the best menu since it is student designed and polled. Hostel rooms are awesome for the freshers and not for seniors. For seniors, they are providing almost 30-year-old buildings. A room contains 2 beds, 1 fan, 2 LAN ports and two switch boards and a table and chair. Till now, I was amazed by the infrastructure, I won't even experience problems in the near future also. Faculty : The faculty of the civil engineering department is awesome. They don't put much pressure on the students in case of projects or lab report submissions. They will give us good grades at the end of the semester. As we were given top quality professors who had done their BTech, MTech and PhD in foreign and top universities in the world. They will upload the lectures in the form of slides and even tutorial PDFs. We will have our own fest every year in which there will be many people coming as speakers as they may be CEO, manager etc. Reviewed on 24 May 2017 Read More (6) 6 people found this helpful BS Baldev singh B.Tech. in Mechanical Engineering - Batch of 2018 4.6 5 Placements 4 Infrastructure 5 Faculty 4 Crowd &amp; Campus Life 5 Value for Money Good placements and faculty. Placements : Placement of the college is pretty much good. I am the student of pre-final year batch. This year had good placements with good packages. Almost all the students got placed. This year almost 40-50 companies visited the college for placement. The placement department is also very friendly. Infrastructure : The infrastructure of the college is good. The labs have proper equipment for testing. The mess food quality is average. Canteen food is good as compared to the mess food. Rooms are good. The infrastructure is very old. Beds in the rooms are not very good and are old. Faculty : The faculty of the college is awesome. Experienced teachers or you can say expert in each and every subject. The teachers are also very friendly. If you have an interest in a particular branch then this college is the best for everyone. I am a mechanical student and I want to become a design engineer and the faculty gives a lot of information about my field. Teachers are very supportive. Other : There are some good playgrounds. We also have a good coach to help the students. The faculty of the college is awesome. The environment of the college is very good.","file://C:/Users/ASUS/Desktop/Sample Project/Webpages/IIT Bombay Reviews on Placements, Faculty and Facilities12.html"
