ngram,reviews_mentioning_ngram,avg_rating_0_5,avg_rating_percent
corridors,4,4.600,92.0
term,47,4.373,87.5
wildlife,14,4.571,91.4
passes,15,4.840,96.8
missiles,3,4.733,94.7
empty,2,4.600,92.0
balaji,2,4.600,92.0
spacecraft,3,4.733,94.7
airplane,4,4.500,90.0
childhood,23,4.539,90.8
aircraft,14,4.443,88.9
yet,116,4.480,89.6
filled,44,4.478,89.6
rockets,2,4.600,92.0
fighter,2,4.600,92.0
airplanes,2,4.600,92.0
trddc,2,4.600,92.0
swiggy,12,4.550,91.0
foe,2,4.300,86.0
playground,62,4.552,91.0
pluto,2,4.300,86.0
avvahan,2,4.300,86.0
stories,2,4.300,86.0
championship,16,4.588,91.8
ola,45,4.449,89.0
abhudaya,2,4.300,86.0
cooler,22,4.564,91.3
stationary,10,4.575,91.5
eg,2,4.300,86.0
montu,2,4.300,86.0
pegu,2,4.300,86.0
intel,113,4.596,91.9
everytime,2,4.700,94.0
sick,12,4.404,88.1
ifflah,2,4.700,94.0
constant,8,4.331,86.6
nor,17,4.659,93.2
pg,58,4.465,89.3
nowadays,12,4.758,95.2
infact,6,4.667,93.3
saleem,4,4.500,90.0
eventually,18,4.556,91.1
bhar,2,4.700,94.0
remains,30,4.490,89.8
answers,8,4.675,93.5
home,88,4.551,91.0
ik,2,4.700,94.0
happened,26,4.708,94.2
ug,64,4.477,89.5
homesick,4,3.850,77.0
staying,26,4.469,89.4
enriches,2,4.700,94.0
ocean,36,4.600,92.0
ne,10,4.620,92.4
tye,1,5.000,100.0
facilater,1,5.000,100.0
ruppee,2,4.700,94.0
relevent,11,4.636,92.7
neat,71,4.445,88.9
hygnic,1,5.000,100.0
toilets,32,4.462,89.2
wouble,1,5.000,100.0
naveen,10,4.620,92.4
yadav,53,4.545,90.9
conceptual,12,4.533,90.7
windows,14,4.643,92.9
kanishk,5,4.960,99.2
annually,11,4.618,92.4
sanguri,1,5.000,100.0
vinod,10,4.580,91.6
shekokar,6,4.467,89.3
medicle,2,3.800,76.0
block,33,4.506,90.1
looking,42,4.444,88.9
happy,68,4.675,93.5
query,2,3.400,68.0
whiteboards,4,3.950,79.0
weeks,19,4.600,92.0
soo,7,4.686,93.7
gup,2,4.300,86.0
highered,2,4.300,86.0
intelegent,2,4.300,86.0
disciplined,18,4.578,91.6
fair,14,4.686,93.7
atleast,16,4.525,90.5
tested,5,4.200,84.0
preference,28,4.657,93.1
quota,12,4.567,91.3
rejected,6,4.200,84.0
ui,6,4.600,92.0
safe,20,4.463,89.2
pwd,6,4.567,91.3
adarsh,10,4.560,91.2
took,75,4.509,90.2
blindly,4,4.700,94.0
islamia,2,5.000,100.0
talk,69,4.526,90.5
jamia,2,5.000,100.0
ve,34,4.574,91.5
idea,58,4.327,86.5
centralized,27,4.459,89.2
caste,6,4.733,94.7
gangout,2,5.000,100.0
coffee,26,4.692,93.8
behave,4,4.950,99.0
simple,52,4.665,93.3
clowing,2,5.000,100.0
journalism,2,5.000,100.0
bachelors,6,4.600,92.0
ram,10,4.560,91.2
aid,18,4.600,92.0
left,34,4.465,89.3
closses,2,5.000,100.0
nights,17,4.718,94.4
lal,4,5.000,100.0
ews,9,4.622,92.4
costly,13,4.769,95.4
millia,2,5.000,100.0
ojha,8,4.650,93.0
delhi,613,4.467,89.3
deffrece,2,5.000,100.0
told,39,4.572,91.4
kamal,8,4.475,89.5
au,4,4.400,88.0
mother,4,4.950,99.0
fx,2,5.000,100.0
ad,16,4.787,95.7
age,20,4.480,89.6
man,7,4.771,95.4
ff,2,5.000,100.0
self,68,4.561,91.2
successful,31,4.484,89.7
neel,2,5.000,100.0
failed,14,4.571,91.4
majorly,24,4.590,91.8
mastered,4,4.700,94.0
researcher,28,4.689,93.8
pros,23,4.498,90.0
prasanna,2,4.700,94.0
recent,44,4.473,89.5
nage,2,4.700,94.0
ganesh,4,4.850,97.0
reference,18,4.656,93.1
abhilash,2,4.700,94.0
bebetter,2,4.700,94.0
pack,7,4.857,97.1
okey,2,4.700,94.0
gave,42,4.556,91.1
glad,7,4.571,91.4
infratech,2,4.700,94.0
wife,2,4.700,94.0
intention,2,4.700,94.0
alot,12,4.750,95.0
de,23,4.530,90.6
backed,4,4.550,91.0
scientists,30,4.693,93.9
oled,2,4.700,94.0
frontend,8,4.500,90.0
screens,34,4.613,92.3
shaw,27,4.511,90.2
lit,18,4.464,89.3
justify,2,4.700,94.0
wireless,9,4.600,92.0
toughness,6,4.767,95.3
eduroam,2,4.700,94.0
relevance,14,4.600,92.0
min,13,4.538,90.8
apto,2,4.500,90.0
phones,9,4.556,91.1
himanshu,22,4.575,91.5
hoping,2,4.700,94.0
connected,66,4.655,93.1
stuents,2,4.700,94.0
rout,4,4.400,88.0
sailendu,2,4.700,94.0
manageable,29,4.497,89.9
fail,42,4.583,91.7
entertainment,26,4.631,92.6
finish,16,4.613,92.3
match,23,4.457,89.1
equally,24,4.567,91.3
backend,2,4.900,98.0
adding,8,4.325,86.5
imagination,6,4.667,93.3
massive,14,4.571,91.4
developer,134,4.671,93.4
motivated,12,4.683,93.7
kaif,4,4.550,91.0
expertise,25,4.532,90.6
vibrancy,2,4.900,98.0
thecivil,2,4.900,98.0
md,24,4.692,93.8
rounded,8,4.800,96.0
burman,2,5.000,100.0
items,94,4.560,91.2
premises,23,4.620,92.4
mayank,13,4.738,94.8
hitech,2,5.000,100.0
avarage,3,4.933,98.7
perticuler,2,5.000,100.0
je,2,5.000,100.0
message,6,4.367,87.3
upper,8,4.700,94.0
verma,48,4.621,92.4
circumstances,6,4.233,84.7
proof,16,4.513,90.3
honesty,2,3.800,76.0
shivam,24,4.412,88.2
fasanating,2,3.800,76.0
rated,22,4.489,89.8
experimental,14,4.671,93.4
discussion,10,4.645,92.9
execution,4,4.250,85.0
academically,29,4.407,88.1
enhanced,2,4.300,86.0
monologue,2,4.300,86.0
calm,10,4.600,92.0
recession,25,4.448,89.0
balanced,28,4.645,92.9
dive,5,4.600,92.0
suitable,40,4.579,91.6
finding,12,4.367,87.3
deal,34,4.618,92.4
sizes,10,4.780,95.6
date,89,4.554,91.1
fails,6,4.733,94.7
considerably,1,4.600,92.0
harkare,1,4.600,92.0
entry,19,4.624,92.5
locations,22,4.491,89.8
collections,12,4.383,87.7
azeotropy,2,4.800,96.0
laser,5,4.880,97.6
printers,5,4.560,91.2
incorporated,6,4.742,94.8
bond,6,4.400,88.0
symposium,4,4.900,98.0
orts,1,4.600,92.0
travel,24,4.658,93.2
buggy,2,4.800,96.0
vaishnav,2,4.800,96.0
restriction,15,4.600,92.0
aligns,4,4.900,98.0
cutters,1,4.600,92.0
perpere,2,4.700,94.0
accordingly,17,4.694,93.9
karamthotu,2,4.700,94.0
seat,32,4.442,88.8
recurring,2,4.700,94.0
noch,2,4.700,94.0
prudhvi,4,4.725,94.5
approx,6,4.867,97.3
amminities,2,4.700,94.0
benz,10,4.560,91.2
looks,30,4.622,92.4
replace,2,4.700,94.0
novels,4,4.500,90.0
avionics,2,4.500,90.0
occasions,10,4.485,89.7
demand,58,4.586,91.7
shaggy,2,4.500,90.0
similarly,13,4.323,86.5
spice,2,4.500,90.0
conditions,39,4.467,89.3
organisations,20,4.628,92.6
necessity,6,4.583,91.7
south,134,4.522,90.4
lunches,4,4.000,80.0
pongal,2,4.500,90.0
jet,4,4.150,83.0
waiver,4,4.550,91.0
mentor,22,4.536,90.7
faith,2,4.100,82.0
quadeye,34,4.424,88.5
suits,2,3.800,76.0
requirements,81,4.515,90.3
poor,68,4.310,86.2
carrom,22,4.389,87.8
infinity,2,4.200,84.0
normalizes,2,4.200,84.0
experts,73,4.562,91.2
sorts,45,4.538,90.8
practiced,2,4.200,84.0
glance,6,4.400,88.0
introductory,8,4.675,93.5
hdfc,14,4.343,86.9
grasp,19,4.463,89.3
memories,18,4.381,87.6
y,53,4.536,90.7
bajaj,55,4.531,90.6
approximate,6,4.733,94.7
honda,36,4.661,93.2
prepares,47,4.548,91.0
decide,18,4.633,92.7
following,20,4.533,90.7
attention,40,4.581,91.6
follows,31,4.310,86.2
cherish,10,4.440,88.8
namely,20,4.365,87.3
domain,75,4.608,92.2
floor,42,4.595,91.9
understood,16,4.288,85.8
professionally,6,4.467,89.3
immediately,10,4.595,91.9
perspectives,4,4.400,88.0
perfection,5,4.560,91.2
enjoyed,27,4.611,92.2
mix,45,4.556,91.1
solved,32,4.625,92.5
repaired,4,4.600,92.0
ate,4,4.550,91.0
excited,8,4.244,84.9
mannered,6,4.433,88.7
preparing,49,4.588,91.8
arrogant,4,4.500,90.0
lives,24,4.375,87.5
workshops,60,4.537,90.7
satisfying,22,4.398,88.0
entering,6,4.633,92.7
lets,12,4.529,90.6
living,84,4.409,88.2
enters,2,4.700,94.0
stood,56,4.484,89.7
satisfactory,71,4.514,90.3
benefit,14,4.700,94.0
anum,6,4.467,89.3
perfecf,2,5.000,100.0
arround,2,5.000,100.0
linkdin,2,5.000,100.0
nasa,4,4.900,98.0
semsester,2,5.000,100.0
recuruiting,2,5.000,100.0
infosis,2,4.800,96.0
budy,2,4.800,96.0
cctv,15,4.613,92.3
celebration,2,4.800,96.0
darshan,4,4.500,90.0
tree,4,4.650,93.0
spreaded,2,4.800,96.0
kangane,2,4.800,96.0
sunday,18,4.667,93.3
hcl,27,4.381,87.6
sankar,4,4.150,83.0
mug,6,4.367,87.3
mahindra,73,4.498,90.0
innovative,60,4.392,87.8
user,10,4.200,84.0
excellence,33,4.461,89.2
cities,13,4.415,88.3
chandaliya,2,4.400,88.0
director,20,4.660,93.2
virtual,8,4.544,90.9
gained,14,4.586,91.7
suraj,6,4.433,88.7
nokia,8,4.575,91.5
practicals,33,4.482,89.6
strictly,24,4.517,90.3
yenimeri,2,4.000,80.0
mahesh,10,4.600,92.0
ultimately,8,4.525,90.5
zuckerberg,2,4.200,84.0
gotten,8,4.600,92.0
currently,71,4.509,90.2
accommodations,4,4.550,91.0
popular,50,4.640,92.8
katrina,2,4.200,84.0
carry,12,4.162,83.2
recognized,4,4.600,92.0
widely,10,4.760,95.2
amit,14,4.729,94.6
celebrities,35,4.566,91.3
ranges,126,4.652,93.0
award,6,4.633,92.7
piyush,16,4.509,90.2
weakness,4,4.550,91.0
motivate,22,4.484,89.7
demotivated,4,4.550,91.0
completed,103,4.477,89.5
bajpai,2,4.800,96.0
deadlines,2,5.000,100.0
mridul,6,4.267,85.3
competing,8,4.575,91.5
restart,2,5.000,100.0
yourselves,2,5.000,100.0
mindblowing,4,4.900,98.0
mantri,2,5.000,100.0
relaxed,2,5.000,100.0
workers,18,4.544,90.9
tense,2,5.000,100.0
next,57,4.610,92.2
hardest,3,4.933,98.7
consisted,4,4.450,89.0
couldn,13,4.492,89.8
rajak,2,4.500,90.0
cook,3,4.267,85.3
trick,1,5.000,100.0
revisions,3,4.800,96.0
algorithms,8,4.775,95.5
ro,10,4.455,89.1
remembering,3,5.000,100.0
machine,99,4.578,91.6
mukul,3,4.467,89.3
knew,20,4.322,86.4
gey,1,5.000,100.0
rapidly,2,4.500,90.0
evolving,8,4.638,92.8
cholarships,1,5.000,100.0
epic,2,4.500,90.0
mavhines,2,4.500,90.0
nad,2,4.500,90.0
pays,4,4.450,89.0
thankfully,4,4.450,89.0
facultiea,2,4.500,90.0
gupta,100,4.492,89.8
mohneesh,2,4.500,90.0
detail,12,4.233,84.7
vishwakarma,4,4.550,91.0
lacked,2,4.200,84.0
minute,4,4.550,91.0
aadi,2,4.200,84.0
mains,4,4.450,89.0
vegetation,4,4.550,91.0
appreciable,16,4.291,85.8
ansh,4,4.600,92.0
linkedin,14,4.629,92.6
shakya,4,4.400,88.0
samir,4,4.900,98.0
producing,8,4.425,88.5
encouraged,36,4.361,87.2
depended,8,4.475,89.5
edge,37,4.542,90.8
greatly,12,4.617,92.3
ansari,10,4.620,92.4
cutting,23,4.583,91.7
percentile,10,4.525,90.5
pavilions,2,4.800,96.0
criterion,24,4.567,91.3
dr,60,4.565,91.3
improvements,12,4.633,92.7
thoroughly,18,4.569,91.4
jaswanth,2,4.800,96.0
category,25,4.574,91.5
critical,6,4.900,98.0
relaxation,6,4.600,92.0
placing,8,4.400,88.0
fall,14,4.543,90.9
chetan,8,4.525,90.5
extracurriculum,2,4.400,88.0
patle,2,4.400,88.0
fascinating,13,4.446,88.9
sharda,2,5.000,100.0
banglore,4,5.000,100.0
singers,17,4.582,91.6
invites,9,4.639,92.8
anurag,10,4.420,88.4
garden,22,4.527,90.5
invent,2,5.000,100.0
prakash,18,4.781,95.6
sections,20,4.572,91.5
eligible,82,4.404,88.1
catering,8,4.300,86.0
laboratory,50,4.563,91.3
tejaswi,2,4.400,88.0
theatres,14,4.589,91.8
malothu,2,4.400,88.0
uday,4,3.850,77.0
centers,26,4.475,89.5
premium,22,4.605,92.1
keloth,2,4.500,90.0
hardware,25,4.552,91.0
krishna,36,4.494,89.9
cake,2,4.700,94.0
predominant,2,4.700,94.0
tackled,2,4.700,94.0
gap,12,4.633,92.7
foremost,6,4.708,94.2
outer,8,4.425,88.5
unlimited,72,4.669,93.4
piece,4,4.600,92.0
maintains,16,4.475,89.5
topmost,19,4.692,93.8
gadhwal,2,4.700,94.0
exceeded,11,4.291,85.8
hongkong,2,4.800,96.0
engineeringing,2,4.800,96.0
decision,45,4.520,90.4
attractions,10,4.640,92.8
weekends,36,4.601,92.0
uber,91,4.593,91.9
broad,8,4.275,85.5
iiitb,4,4.450,89.0
accepted,14,4.671,93.4
social,62,4.499,90.0
appropriate,28,4.500,90.0
levels,37,4.568,91.4
whether,63,4.596,91.9
ruberik,2,4.800,96.0
choosing,48,4.618,92.4
participated,40,4.556,91.1
suburbs,6,4.567,91.3
rose,4,4.750,95.0
pointers,4,4.900,98.0
selecting,6,4.733,94.7
millennium,4,4.750,95.0
extensive,30,4.405,88.1
bustle,6,4.567,91.3
finer,6,4.567,91.3
netharlands,2,4.800,96.0
launch,2,4.800,96.0
programmes,18,4.464,89.3
insane,2,4.800,96.0
chakraborty,4,4.200,84.0
mental,16,4.650,93.0
mentors,20,4.725,94.5
joy,14,4.396,87.9
resident,6,4.567,91.3
oldest,41,4.527,90.5
chauhan,28,4.471,89.4
quiz,34,4.538,90.8
mann,4,4.900,98.0
stack,6,4.833,96.7
shyam,6,4.933,98.7
meta,12,4.650,93.0
temperatures,1,3.600,72.0
desktops,4,3.850,77.0
khan,7,4.371,87.4
mini,25,4.366,87.3
gs,26,4.723,94.5
salman,1,3.600,72.0
alphagrep,4,4.550,91.0
application,61,4.492,89.8
rubrik,10,4.380,87.6
ourse,1,3.600,72.0
yashvardhan,2,4.100,82.0
mentoring,14,4.214,84.3
tidy,13,4.492,89.8
precautions,5,4.200,84.0
credit,24,4.437,88.7
differences,4,4.400,88.0
instead,30,4.255,85.1
operates,17,4.421,88.4
restricted,21,4.471,89.4
contents,10,4.600,92.0
direct,14,4.618,92.4
implement,9,4.506,90.1
compensated,2,4.300,86.0
saksham,6,4.367,87.3
stark,2,4.300,86.0
raju,4,4.450,89.0
check,59,4.549,91.0
temperature,14,4.357,87.1
worthy,16,4.550,91.0
sharan,4,4.000,80.0
dahiya,2,4.500,90.0
trusted,4,4.550,91.0
lovable,2,4.500,90.0
expenses,6,4.567,91.3
specialisations,4,4.650,93.0
chirag,16,4.513,90.3
madhav,6,4.433,88.7
chopra,2,4.200,84.0
fahaf,2,4.000,80.0
pal,4,3.950,79.0
increasing,39,4.604,92.1
spaces,16,4.450,89.0
sourav,10,4.440,88.8
git,2,4.200,84.0
hub,22,4.516,90.3
chatterjee,2,4.200,84.0
biswajit,2,4.200,84.0
manohar,6,4.667,93.3
comprises,20,4.505,90.1
thesis,18,4.619,92.4
opjems,2,4.600,92.0
added,39,4.659,93.2
reports,45,4.487,89.7
yearly,14,4.586,91.7
birla,22,4.461,89.2
hi,26,4.637,92.7
bathrooms,36,4.462,89.2
sudhanshu,4,4.750,95.0
fresh,25,4.576,91.5
booming,12,4.783,95.7
robotic,4,4.700,94.0
shankha,2,5.000,100.0
tpo,2,5.000,100.0
difference,23,4.661,93.2
subhra,2,5.000,100.0
interact,71,4.602,92.0
together,31,4.600,92.0
cable,22,4.768,95.4
airline,6,4.667,93.3
hironmoy,2,5.000,100.0
zone,12,4.733,94.7
hotels,12,4.833,96.7
owns,2,4.900,98.0
rule,23,4.609,92.2
limit,52,4.474,89.5
step,22,4.445,88.9
serves,59,4.558,91.2
incomparable,2,4.900,98.0
applicable,4,4.850,97.0
netflix,8,4.700,94.0
frank,2,4.900,98.0
obvious,10,4.660,93.2
mandeep,2,4.900,98.0
father,8,4.400,88.0
axis,57,4.577,91.5
cognizant,18,4.494,89.9
atharv,2,5.000,100.0
lover,4,4.400,88.0
noorullah,2,4.500,90.0
soothing,2,4.500,90.0
laborious,2,4.500,90.0
greatest,14,4.471,89.4
behavior,10,4.595,91.9
routers,7,4.486,89.7
dell,13,4.527,90.5
control,35,4.566,91.3
contained,9,4.600,92.0
giri,3,4.000,80.0
portfolio,4,4.550,91.0
jubair,2,4.500,90.0
neither,11,4.605,92.1
locker,5,4.580,91.6
ride,6,4.600,92.0
wild,4,4.800,96.0
cent,21,4.638,92.8
train,8,4.844,96.9
demanding,26,4.521,90.4
staffs,14,4.600,92.0
jha,24,4.371,87.4
interships,2,4.500,90.0
splendour,2,4.500,90.0
peak,14,4.686,93.7
weren,6,4.233,84.7
joiners,2,4.500,90.0
wasn,8,4.675,93.5
sinha,6,4.358,87.2
dhruv,12,4.400,88.0
certified,12,4.617,92.3
joyful,6,4.633,92.7
supervisor,6,4.800,96.0
approving,2,4.500,90.0
upcoming,24,4.550,91.0
manhattan,5,4.620,92.4
associates,11,4.564,91.3
skillsets,4,4.550,91.0
decently,26,4.365,87.3
snapdeal,15,4.620,92.4
kundan,4,4.350,87.0
ankita,2,4.100,82.0
biswal,2,4.100,82.0
impressed,10,4.600,92.0
drives,14,4.436,88.7
centrally,30,4.575,91.5
preparations,6,4.600,92.0
prassan,2,4.200,84.0
media,65,4.441,88.8
costs,8,4.575,91.5
sondhiya,2,4.200,84.0
lcd,4,4.550,91.0
arrange,10,4.400,88.0
depend,59,4.580,91.6
smarter,4,4.500,90.0
hcc,4,4.300,86.0
coimbatore,2,4.400,88.0
external,12,4.533,90.7
spcl,2,4.400,88.0
stronger,5,4.760,95.2
asb,2,4.400,88.0
thrilling,2,4.400,88.0
internal,14,4.614,92.3
twenty,4,4.425,88.5
proctoring,4,4.500,90.0
attending,20,4.650,93.0
offline,71,4.423,88.5
goodcampus,2,4.600,92.0
hectic,107,4.500,90.0
viva,6,4.533,90.7
himanshi,2,4.600,92.0
pamphlets,2,4.600,92.0
akshay,16,4.638,92.8
administrative,17,4.718,94.4
exactly,16,4.350,87.0
pacakge,13,4.662,93.2
language,38,4.716,94.3
meena,71,4.614,92.3
pawan,8,4.850,97.0
mean,24,4.617,92.3
enjoying,14,4.600,92.0
continues,8,4.925,98.5
favorite,9,4.600,92.0
event,85,4.480,89.6
anyhow,2,5.000,100.0
adventures,2,5.000,100.0
consider,31,4.516,90.3
fault,2,5.000,100.0
values,8,4.831,96.6
prince,5,4.440,88.8
medicine,43,4.512,90.2
lengthy,8,4.625,92.5
nearest,19,4.611,92.2
quit,6,4.267,85.3
photos,66,4.573,91.5
rajput,6,4.800,96.0
morals,6,4.833,96.7
bored,40,4.703,94.1
rajeev,5,4.680,93.6
kabaddi,8,4.700,94.0
enhancing,6,4.667,93.3
dominating,4,4.400,88.0
nirf,100,4.453,89.1
attribute,2,4.200,84.0
creativity,11,4.545,90.9
categories,16,4.637,92.7
autonomy,6,4.608,92.2
designing,21,4.567,91.3
pandemic,20,4.410,88.2
foundation,29,4.557,91.1
approved,2,4.200,84.0
confidence,17,4.600,92.0
solid,15,4.623,92.5
kashyap,4,4.300,86.0
released,55,4.459,89.2
arav,2,4.200,84.0
senate,2,4.200,84.0
change,77,4.510,90.2
successfully,21,4.369,87.4
favourable,2,4.200,84.0
response,4,4.600,92.0
structuring,2,4.200,84.0
productive,10,4.560,91.2
evolve,8,4.550,91.0
purposes,47,4.545,90.9
sasi,2,4.200,84.0
criteria,67,4.372,87.4
rajnish,2,4.700,94.0
ahirwar,6,4.700,94.0
ritik,6,4.767,95.3
washroom,12,4.433,88.7
explanations,4,4.750,95.0
syed,4,4.850,97.0
amaan,4,4.650,93.0
campers,2,5.000,100.0
tommy,4,4.750,95.0
queries,98,4.467,89.3
hilfiger,4,4.750,95.0
rid,1,5.000,100.0
overview,8,4.662,93.2
vishal,20,4.647,92.9
trainers,7,4.629,92.6
passionate,39,4.481,89.6
satisfaction,10,4.360,87.2
harshan,1,5.000,100.0
vistara,3,4.600,92.0
complicated,3,4.867,97.3
nit,10,4.080,81.6
trichy,2,4.300,86.0
varanasi,4,4.200,84.0
tiruchirappalli,2,4.300,86.0
roorkee,2,4.300,86.0
hyderabad,14,4.600,92.0
warangal,2,4.300,86.0
bhu,2,4.300,86.0
exploration,12,4.529,90.6
ture,1,4.400,88.0
washing,82,4.561,91.2
principal,5,4.530,90.6
moving,14,4.557,91.1
intranet,5,4.120,82.4
sony,22,4.418,88.4
newly,72,4.429,88.6
contest,2,4.400,88.0
graduation,57,4.568,91.4
kanpur,305,4.607,92.1
painted,4,4.500,90.0
favours,4,4.650,93.0
brother,6,4.342,86.8
burger,4,4.550,91.0
hetachi,2,4.500,90.0
pizza,4,4.650,93.0
lg,13,4.408,88.2
pepsi,2,4.500,90.0
priority,16,4.362,87.2
comfort,12,4.667,93.3
ruling,4,4.550,91.0
indulging,2,4.800,96.0
advance,37,4.568,91.4
relax,16,4.812,96.2
enroll,14,4.686,93.7
cycles,8,4.775,95.5
potential,27,4.615,92.3
paytm,22,4.739,94.8
manipal,2,4.800,96.0
frame,2,4.800,96.0
inventory,4,4.600,92.0
allocate,4,4.650,93.0
goals,8,4.500,90.0
collaboration,8,4.712,94.2
launched,14,4.471,89.4
analyse,2,4.800,96.0
ta,24,4.675,93.5
results,16,4.631,92.6
sigma,4,4.800,96.0
asset,6,4.750,95.0
ambitious,2,4.800,96.0
tapmi,2,4.800,96.0
frequently,39,4.599,92.0
mu,6,4.667,93.3
lag,14,4.486,89.7
achievement,8,4.650,93.0
pai,2,4.800,96.0
beneficial,24,4.392,87.8
partnership,2,4.800,96.0
realistic,4,4.700,94.0
planning,27,4.576,91.5
bloomberg,4,4.800,96.0
cycle,8,4.756,95.1
rover,10,4.620,92.4
jaguar,55,4.676,93.5
lift,16,4.734,94.7
stop,8,4.625,92.5
north,184,4.599,92.0
filters,2,4.800,96.0
rushi,2,4.800,96.0
pan,8,4.525,90.5
impact,23,4.583,91.7
kale,6,4.783,95.7
stations,18,4.533,90.7
freely,16,4.525,90.5
acharya,6,4.600,92.0
morning,31,4.577,91.5
afternoon,4,4.250,85.0
hyundai,8,4.481,89.6
qualifications,45,4.563,91.3
delivered,12,4.629,92.6
enjoyable,30,4.473,89.5
tatamotors,2,4.100,82.0
tarakanta,2,4.100,82.0
section,23,4.548,91.0
discussing,8,4.775,95.5
chhaya,2,4.600,92.0
saying,19,4.103,82.1
singhamahapatra,2,4.600,92.0
temple,9,4.556,91.1
path,24,4.490,89.8
pilot,2,4.400,88.0
airlines,2,4.400,88.0
completion,24,4.606,92.1
success,31,4.597,91.9
ofcourse,2,4.400,88.0
dhruven,2,4.400,88.0
panchal,2,4.400,88.0
sushant,2,4.700,94.0
lighted,4,4.800,96.0
thousand,17,4.635,92.7
dinesh,6,4.700,94.0
communicate,12,4.583,91.7
rush,2,4.800,96.0
rathore,4,4.500,90.0
cloud,5,4.400,88.0
pentester,4,4.650,93.0
tyagi,4,4.800,96.0
cts,9,4.706,94.1
computing,114,4.484,89.7
haryana,2,4.900,98.0
output,12,4.767,95.3
punjab,4,4.763,95.2
grazing,2,4.900,98.0
denied,2,4.900,98.0
knows,21,4.724,94.5
humble,32,4.598,92.0
peace,4,4.638,92.8
wants,49,4.612,92.2
force,15,4.837,96.7
modi,4,4.650,93.0
whatever,53,4.537,90.7
workload,18,4.622,92.4
mishra,28,4.586,91.7
hp,24,4.331,86.6
servicing,4,4.550,91.0
loved,18,4.631,92.6
pronay,2,4.700,94.0
thoughtworks,2,4.700,94.0
halder,2,4.700,94.0
lnt,8,4.525,90.5
sujith,2,4.700,94.0
babu,2,4.700,94.0
standard,52,4.438,88.8
ncc,12,4.362,87.2
chittora,2,4.800,96.0
deliver,26,4.521,90.4
someone,46,4.413,88.3
installed,18,4.656,93.1
ins,8,4.800,96.0
walk,26,4.523,90.5
acurricular,1,4.600,92.0
karan,6,4.900,98.0
thermal,27,4.652,93.0
merit,45,4.524,90.5
crowded,28,4.621,92.4
fluids,8,4.875,97.5
cad,12,4.717,94.3
computational,40,4.520,90.4
fascinated,8,4.925,98.5
shaquib,4,4.950,99.0
etcherla,2,4.900,98.0
harshavardhan,2,4.900,98.0
nigam,7,4.743,94.9
stressful,12,4.417,88.3
playing,37,4.569,91.4
lt,4,4.250,85.0
described,5,4.680,93.6
spending,4,4.700,94.0
ambre,2,4.600,92.0
locked,2,4.600,92.0
provider,2,4.200,84.0
immensely,14,4.364,87.3
lounge,32,4.594,91.9
gazi,2,4.200,84.0
aftab,2,4.200,84.0
lovely,18,4.331,86.6
aeronautical,4,4.350,87.0
sethi,4,4.500,90.0
safron,2,4.200,84.0
raja,10,4.655,93.1
interior,4,4.600,92.0
aeronautics,4,4.450,89.0
chairs,42,4.562,91.2
raytheon,2,4.200,84.0
illness,2,4.900,98.0
performance,71,4.582,91.6
candidate,6,4.608,92.2
sachin,16,4.637,92.7
motorcycle,2,4.900,98.0
motors,72,4.587,91.7
makwana,2,4.900,98.0
wondered,2,4.900,98.0
pandey,17,4.629,92.6
matches,17,4.706,94.1
fund,10,4.420,88.4
unesco,2,4.900,98.0
litb,2,4.900,98.0
industrious,2,4.900,98.0
founded,6,4.733,94.7
sanjaya,2,4.900,98.0
lesson,2,4.900,98.0
established,46,4.660,93.2
khatua,2,4.900,98.0
bhel,12,4.517,90.3
np,2,4.600,92.0
energies,4,4.700,94.0
utilise,6,4.667,93.3
duration,24,4.602,92.0
factories,4,4.650,93.0
patidar,7,4.686,93.7
sources,49,4.332,86.6
offices,14,4.618,92.4
distribute,2,4.600,92.0
assignment,28,4.543,90.9
accommodated,6,4.333,86.7
presenting,2,4.700,94.0
remain,22,4.355,87.1
chodipalli,2,4.700,94.0
curious,10,4.460,89.2
hemanth,8,4.375,87.5
hc,18,4.600,92.0
makarand,2,4.600,92.0
moreover,45,4.628,92.6
mnc,30,4.442,88.8
file,3,4.733,94.7
sheet,3,4.733,94.7
reasons,31,4.716,94.3
prabhu,6,4.800,96.0
evaluated,5,4.480,89.6
checking,13,4.200,84.0
mp,7,4.714,94.3
describes,2,4.600,92.0
dillip,2,4.600,92.0
senapati,2,4.600,92.0
shown,14,4.486,89.7
gains,2,4.900,98.0
gm,8,4.775,95.5
ganiga,2,4.900,98.0
marvellously,2,4.900,98.0
select,40,4.640,92.8
bell,2,4.900,98.0
mj,6,4.225,84.5
texes,2,4.500,90.0
shopping,27,4.615,92.3
quarters,10,4.395,87.9
azhar,2,4.500,90.0
jamal,2,4.500,90.0
yahoo,23,4.600,92.0
bing,2,4.600,92.0
ideal,24,4.702,94.0
ravi,12,4.442,88.8
excellently,4,4.550,91.0
strongly,6,4.800,96.0
abu,2,4.300,86.0
vakar,2,4.300,86.0
situations,15,4.213,84.3
empowerment,2,4.300,86.0
legitimate,2,4.300,86.0
medicinal,6,4.400,88.0
designers,4,3.950,79.0
programmer,12,4.700,94.0
functions,16,4.450,89.0
wire,8,4.500,90.0
unlike,22,4.309,86.2
pencil,1,5.000,100.0
watching,3,4.667,93.3
unplaced,11,4.236,84.7
