ngram,reviews_mentioning_ngram,avg_rating_0_5,avg_rating_percent
singing,6,4.425,88.5
aunty,2,4.400,88.0
listed,22,4.432,88.6
trade,4,4.388,87.8
collected,6,4.467,89.3
usps,6,4.033,80.7
cutoff,18,4.478,89.6
hectics,2,4.300,86.0
josaa,14,4.300,86.0
themself,2,4.300,86.0
band,2,4.300,86.0
opinion,25,4.496,89.9
weather,9,4.733,94.7
arya,8,4.525,90.5
meticulously,4,4.350,87.0
historically,2,4.500,90.0
hinder,2,4.500,90.0
overlapping,2,4.500,90.0
applies,10,4.540,90.8
european,6,4.725,94.5
remarkable,11,4.691,93.8
mathematical,10,4.755,95.1
contributor,2,4.500,90.0
samyak,4,4.550,91.0
shift,6,4.700,94.0
privates,2,4.800,96.0
iitbombay,2,4.800,96.0
gaikwad,2,4.800,96.0
nutrition,12,4.600,92.0
satpute,2,4.600,92.0
palak,2,4.600,92.0
citations,4,4.600,92.0
impression,2,4.600,92.0
persuaded,2,4.600,92.0
welcoming,2,4.600,92.0
susrush,2,4.600,92.0
creates,9,4.517,90.3
molding,2,4.600,92.0
pending,2,4.600,92.0
stadium,46,4.587,91.7
kadiyala,2,4.600,92.0
accessory,2,4.900,98.0
mehtani,2,4.900,98.0
pile,2,4.800,96.0
dry,2,4.800,96.0
leaf,2,4.800,96.0
quantum,11,4.582,91.6
caterer,4,4.300,86.0
growing,20,4.487,89.8
linen,2,4.300,86.0
aren,41,4.396,87.9
commitment,6,4.433,88.7
mehul,2,4.500,90.0
singodia,2,4.500,90.0
mondal,8,4.700,94.0
unrivaled,2,4.900,98.0
contract,4,4.500,90.0
festivities,2,4.900,98.0
eligibility,18,4.556,91.1
arif,4,4.750,95.0
supplies,4,4.850,97.0
rent,6,4.633,92.7
kaur,2,4.700,94.0
randeep,2,4.700,94.0
hondra,2,4.600,92.0
kavan,2,4.600,92.0
vavadiya,2,4.600,92.0
int,2,4.600,92.0
callege,2,4.600,92.0
endsem,4,4.650,93.0
pamar,2,4.300,86.0
vankdothu,2,4.300,86.0
shiva,5,4.240,84.8
salil,2,3.800,76.0
bearable,15,4.453,89.1
sumptuous,1,3.800,76.0
tight,11,4.450,89.0
intuitive,1,3.800,76.0
singhal,10,4.160,83.2
accolades,1,3.800,76.0
renders,1,3.800,76.0
pathik,2,4.400,88.0
halani,2,4.400,88.0
supporter,2,4.400,88.0
raises,6,4.767,95.3
pilani,4,4.600,92.0
maniyar,2,4.900,98.0
drinking,30,4.525,90.5
matters,25,4.424,88.5
quo,2,4.900,98.0
fourth,12,4.633,92.7
spends,10,4.640,92.8
bits,6,4.533,90.7
bath,2,4.900,98.0
pranav,2,4.900,98.0
anshiva,2,4.600,92.0
quiet,26,4.637,92.7
hearted,5,4.840,96.8
jim,2,4.600,92.0
arise,4,3.900,78.0
bounds,2,4.700,94.0
chaphekar,2,4.700,94.0
ninad,2,4.700,94.0
shop,20,4.350,87.0
covid,42,4.557,91.1
pt,2,4.300,86.0
shirsath,2,4.300,86.0
hangs,2,4.300,86.0
ventilation,18,4.389,87.8
conditioner,37,4.557,91.1
essential,24,4.560,91.2
saina,2,4.600,92.0
item,7,4.686,93.7
respond,10,4.640,92.8
mining,8,4.075,81.5
action,10,4.560,91.2
misfortune,2,4.700,94.0
sujeet,2,4.700,94.0
gurmukh,2,4.500,90.0
bearings,2,4.300,86.0
organisational,2,4.300,86.0
moni,2,4.300,86.0
mufaddal,2,4.300,86.0
chips,2,4.300,86.0
nmb,2,4.300,86.0
kf,2,4.800,96.0
ritij,2,4.800,96.0
nutshell,4,4.900,98.0
aquipped,2,4.800,96.0
semiconductor,14,4.700,94.0
councelling,2,4.800,96.0
hod,10,4.755,95.1
tsmc,4,4.700,94.0
nishkarsh,2,4.700,94.0
forget,10,4.560,91.2
teatime,2,4.700,94.0
frail,2,4.300,86.0
scheme,15,4.467,89.3
upgraded,16,4.487,89.8
pallavi,2,4.200,84.0
kochar,2,4.200,84.0
cyber,12,4.433,88.7
suhail,2,4.300,86.0
solution,6,4.767,95.3
complaint,13,4.708,94.2
cheerful,8,4.675,93.5
rounder,10,4.660,93.2
yogesh,4,4.600,92.0
imagine,10,4.640,92.8
inbev,12,4.583,91.7
exxonmobil,2,4.900,98.0
rakuten,8,4.750,95.0
mastercard,30,4.608,92.2
chowdhury,2,4.700,94.0
paul,6,4.675,93.5
garbage,2,4.300,86.0
hariom,2,4.300,86.0
walls,12,4.117,82.3
purity,2,4.300,86.0
puneet,7,4.600,92.0
sunita,2,4.600,92.0
devi,2,4.600,92.0
gardening,4,4.500,90.0
spoke,2,4.500,90.0
sorathiya,4,4.350,87.0
bicycles,6,4.767,95.3
metal,2,4.800,96.0
excites,2,4.800,96.0
underwater,2,4.800,96.0
tall,4,4.213,84.2
dances,4,4.750,95.0
abundant,8,4.575,91.5
pathways,2,4.800,96.0
cuisines,12,4.629,92.6
glitches,4,4.700,94.0
drones,8,4.550,91.0
dignified,2,4.800,96.0
break,10,4.660,93.2
rules,19,4.632,92.6
regulations,15,4.387,87.7
everybody,14,4.700,94.0
adequately,4,4.500,90.0
rote,4,4.500,90.0
occurrence,2,4.600,92.0
cater,30,4.627,92.5
amounted,2,4.600,92.0
fostering,6,4.767,95.3
aspire,10,4.735,94.7
enabling,6,4.708,94.2
begin,10,4.720,94.4
moody,2,5.000,100.0
bunking,2,4.600,92.0
jajodia,2,4.600,92.0
likewise,4,4.612,92.2
naming,2,4.600,92.0
ventures,10,4.465,89.3
jaiswal,12,4.600,92.0
classic,4,4.750,95.0
entrepreneur,14,4.657,93.1
quick,8,4.500,90.0
beautifully,8,4.475,89.5
italian,4,5.000,100.0
jyoti,4,4.812,96.2
haemoglobin,2,5.000,100.0
bmi,2,5.000,100.0
movies,13,4.692,93.8
tomer,2,5.000,100.0
label,2,5.000,100.0
reduce,12,4.583,91.7
pampers,2,5.000,100.0
suggested,10,4.500,90.0
sincerity,4,4.650,93.0
parth,10,4.560,91.2
professionalism,2,4.300,86.0
hefty,6,4.467,89.3
shettiwar,2,4.300,86.0
hardly,24,4.360,87.2
racket,4,4.400,88.0
wherever,12,4.517,90.3
intra,16,4.662,93.2
repeatedly,2,4.300,86.0
aavhan,2,4.300,86.0
painkillers,2,4.300,86.0
messes,48,4.513,90.3
mandatorily,2,4.300,86.0
tournament,10,4.520,90.4
thumb,2,4.300,86.0
litter,4,4.550,91.0
antibiotics,2,4.300,86.0
meshram,4,4.450,89.0
qs,13,4.692,93.8
attract,14,4.557,91.1
socially,2,4.100,82.0
inexpensive,4,4.550,91.0
staircase,4,4.450,89.0
rishikesh,2,4.100,82.0
demotivates,2,4.100,82.0
rm,18,4.533,90.7
economically,12,4.517,90.3
backward,6,4.567,91.3
particle,3,4.467,89.3
nuclear,4,4.900,98.0
learnings,5,4.520,90.4
classical,5,4.800,96.0
posts,17,4.588,91.8
guess,22,4.436,88.7
harekrissna,2,4.600,92.0
peofessor,1,4.600,92.0
nanotechnolofy,1,4.600,92.0
thw,1,4.600,92.0
outdoors,2,4.600,92.0
atomic,1,4.600,92.0
salsa,2,4.600,92.0
lineant,2,4.600,92.0
mew,1,4.600,92.0
cards,6,4.533,90.7
mechanics,58,4.531,90.6
foir,2,4.600,92.0
employable,2,4.600,92.0
download,12,4.417,88.3
toy,1,4.600,92.0
amd,2,4.600,92.0
unsurmountable,2,4.600,92.0
individually,1,4.600,92.0
bat,5,4.560,91.2
interacted,1,4.600,92.0
hr,23,4.493,89.9
condensed,1,4.600,92.0
endless,10,4.585,91.7
gb,64,4.545,90.9
downloaded,2,4.600,92.0
classy,2,4.600,92.0
molecular,3,4.467,89.3
joke,2,4.600,92.0
refreshing,1,4.600,92.0
okish,2,4.600,92.0
khokho,2,4.600,92.0
communities,5,4.060,81.2
preet,4,4.400,88.0
sponsored,9,4.356,87.1
pintu,2,3.900,78.0
yk,2,4.400,88.0
vg,12,4.567,91.3
vaskar,2,4.400,88.0
remitted,2,4.400,88.0
gorai,2,4.400,88.0
controlled,10,4.600,92.0
previously,4,4.200,84.0
flew,2,4.400,88.0
bytes,2,4.400,88.0
diswar,2,4.700,94.0
ankit,26,4.638,92.8
approaching,2,4.800,96.0
tremendously,2,4.800,96.0
hd,2,4.800,96.0
damani,2,4.800,96.0
mediocre,8,4.325,86.5
dropping,2,4.100,82.0
retagging,2,4.100,82.0
ceiling,3,4.333,86.7
criticism,2,4.100,82.0
khoker,2,4.100,82.0
lately,2,4.100,82.0
falling,4,3.900,78.0
redmond,8,4.600,92.0
rigid,5,4.120,82.4
foundations,4,3.950,79.0
outliers,2,4.100,82.0
random,6,4.500,90.0
goyal,28,4.507,90.1
arjun,4,4.612,92.2
birua,2,4.600,92.0
qualitative,2,4.600,92.0
unmeasurable,2,5.000,100.0
banra,2,5.000,100.0
profitable,2,5.000,100.0
hs,10,4.640,92.8
setia,2,5.000,100.0
apparatus,6,4.467,89.3
sudheeradh,2,4.900,98.0
enable,10,4.640,92.8
kolakaluri,2,4.900,98.0
achieves,6,4.600,92.0
kamble,6,4.667,93.3
specialisation,20,4.612,92.2
edible,12,4.487,89.8
promptly,2,4.800,96.0
contractors,2,4.800,96.0
blackstone,2,4.600,92.0
hosted,16,4.488,89.8
scout,2,4.600,92.0
motivation,8,4.550,91.0
edition,2,4.600,92.0
carefully,14,4.586,91.7
interiit,6,4.800,96.0
compulsion,4,4.450,89.0
concerns,6,4.375,87.5
ramakant,2,4.300,86.0
awful,12,4.250,85.0
blazimg,2,4.900,98.0
theworl,2,4.900,98.0
ome,2,4.900,98.0
prfs,2,4.900,98.0
planed,2,4.900,98.0
healthcare,8,4.550,91.0
gumkhana,2,4.900,98.0
studwnts,2,4.900,98.0
liv,2,4.900,98.0
textile,114,4.393,87.9
crossing,1,4.600,92.0
pranjal,5,4.520,90.4
trident,8,4.450,89.0
uneven,1,4.600,92.0
meesho,6,4.633,92.7
vardhman,4,4.150,83.0
alue,1,4.600,92.0
renewed,6,4.467,89.3
garhwal,2,4.100,82.0
empathy,2,4.100,82.0
satwik,2,4.200,84.0
sanitation,8,4.325,86.5
checks,6,4.433,88.7
hero,6,4.433,88.7
boyce,2,4.200,84.0
hazarika,2,4.200,84.0
nonstop,2,4.200,84.0
gyanam,2,4.200,84.0
motocorp,4,4.350,87.0
geet,4,4.350,87.0
mfg,2,4.200,84.0
unexplored,2,4.400,88.0
punnapureddy,16,4.175,83.5
packed,14,4.471,89.4
freshly,2,4.400,88.0
packaging,2,4.400,88.0
physicist,2,4.400,88.0
proficiency,2,4.400,88.0
chip,4,4.650,93.0
gigantic,6,4.667,93.3
cnc,2,4.900,98.0
substantial,4,4.700,94.0
exl,28,4.714,94.3
transformative,3,4.867,97.3
cam,2,4.900,98.0
bakhtawar,2,4.900,98.0
reasonably,6,4.967,99.3
seamlessly,2,4.600,92.0
raunak,8,4.475,89.5
chooses,6,4.433,88.7
payment,8,4.375,87.5
iitd,167,4.574,91.5
punna,2,3.600,72.0
pureddy,2,3.600,72.0
humongous,8,4.381,87.6
polo,4,4.300,86.0
questioning,4,3.950,79.0
pushkal,2,3.600,72.0
macay,6,4.167,83.3
ocs,20,4.530,90.6
aquatics,2,3.600,72.0
obsolete,4,3.950,79.0
triple,56,4.504,90.1
volunteering,4,3.950,79.0
crazy,10,4.200,84.0
dogra,8,4.125,82.5
whatnot,6,4.233,84.7
hometown,6,3.833,76.7
adlakha,2,3.600,72.0
inquired,4,3.950,79.0
spic,6,4.167,83.3
kaizen,12,4.433,88.7
rdv,37,4.389,87.8
cre,2,3.900,78.0
checkups,6,4.500,90.0
col,4,4.100,82.0
folks,4,4.200,84.0
transfers,2,3.900,78.0
ias,12,4.600,92.0
ips,4,4.650,93.0
aiims,41,4.590,91.8
refresh,6,4.533,90.7
dominance,4,4.650,93.0
manu,2,4.900,98.0
graviton,47,4.489,89.8
visitor,8,4.225,84.5
slv,2,4.900,98.0
rajoriya,2,4.900,98.0
biochemical,64,4.556,91.1
meman,2,4.700,94.0
aash,2,4.700,94.0
manasi,2,4.400,88.0
korade,2,4.400,88.0
milk,8,4.500,90.0
kailash,6,4.633,92.7
fruits,14,4.471,89.4
pandit,2,4.200,84.0
virendra,2,4.200,84.0
missed,9,4.556,91.1
mazars,3,4.483,89.7
kelton,5,4.340,86.8
stude,3,4.467,89.3
unfound,3,4.067,81.3
vedanta,20,4.415,88.3
rbs,7,4.471,89.4
dayal,6,4.533,90.7
dish,8,4.200,84.0
leagues,2,3.800,76.0
correct,10,4.280,85.6
benny,6,4.533,90.7
divyanshu,2,3.800,76.0
gaps,4,4.050,81.0
rendezvous,147,4.560,91.2
mrinal,4,3.900,78.0
fot,4,3.900,78.0
udaigiri,19,4.358,87.2
scores,15,4.257,85.1
processes,14,4.271,85.4
dinners,10,4.220,84.4
tg,6,3.967,79.3
incomes,2,3.800,76.0
march,20,4.450,89.0
sunidhi,6,4.533,90.7
determines,6,4.233,84.7
browsing,12,4.667,93.3
hari,7,4.314,86.3
cirric,4,4.300,86.0
reg,4,4.300,86.0
bet,4,4.300,86.0
circuital,13,4.538,90.8
mixed,12,4.267,85.3
broken,8,4.200,84.0
nagarkar,4,4.300,86.0
choosi,4,4.300,86.0
minutes,18,4.644,92.9
purified,6,4.567,91.3
bot,4,4.500,90.0
geyser,8,4.375,87.5
waits,4,4.500,90.0
adjust,14,4.471,89.4
holy,4,4.500,90.0
independence,4,4.500,90.0
timing,10,4.340,86.8
africa,4,4.500,90.0
balotiya,4,4.500,90.0
marking,22,4.564,91.3
returning,4,4.500,90.0
meetings,22,4.527,90.5
lenient,10,4.060,81.2
drone,6,4.467,89.3
karakoram,6,4.567,91.3
accessed,11,4.727,94.5
mckenzie,16,4.537,90.8
highwas,4,4.700,94.0
huawei,8,4.700,94.0
norton,4,4.700,94.0
speranza,5,4.640,92.8
mercedbenz,4,4.700,94.0
wellknown,4,4.700,94.0
database,6,4.733,94.7
administrator,6,4.500,90.0
teacheare,4,4.700,94.0
studenwere,4,4.700,94.0
sanitized,8,4.650,93.0
occur,24,4.450,89.0
anshika,4,4.700,94.0
tryst,65,4.486,89.7
oyo,27,4.691,93.8
prajapati,6,4.800,96.0
commodities,4,4.900,98.0
differs,12,4.633,92.7
colors,4,4.900,98.0
nath,7,4.629,92.6
flying,12,4.717,94.3
domest,4,4.900,98.0
proffs,6,4.933,98.7
hfts,12,4.767,95.3
billiards,16,4.500,90.0
pursued,23,4.600,92.0
aravali,8,4.825,96.5
simgle,4,4.900,98.0
appears,10,4.855,97.1
engin,4,4.900,98.0
proff,6,4.933,98.7
sulaiman,4,4.900,98.0
placeme,4,4.900,98.0
salim,4,4.900,98.0
ages,4,4.900,98.0
genuine,16,4.375,87.5
thar,4,4.400,88.0
manoj,8,4.575,91.5
sea,5,4.560,91.2
announced,10,4.555,91.1
vadlapudi,4,4.600,92.0
nizamuddin,4,4.500,90.0
bharti,14,4.600,92.0
spcom,6,4.500,90.0
sah,14,4.486,89.7
awarded,18,4.522,90.4
rf,12,4.533,90.7
hazrat,4,4.500,90.0
igi,4,4.500,90.0
analog,17,4.647,92.9
mirrors,6,4.567,91.3
roommates,6,4.500,90.0
ti,16,4.613,92.3
midway,4,4.400,88.0
ecm,4,4.400,88.0
met,20,4.420,88.4
phenomenon,6,4.533,90.7
inclination,4,4.400,88.0
vansh,8,4.500,90.0
pragya,4,4.500,90.0
samiti,4,4.500,90.0
patra,4,4.500,90.0
brca,7,4.629,92.6
pfc,6,4.667,93.3
unicorns,6,4.267,85.3
fooseball,4,4.100,82.0
weightlifting,20,4.450,89.0
copies,8,4.400,88.0
documents,6,4.100,82.0
card,20,4.240,84.8
welcomed,4,4.100,82.0
portal,22,4.427,88.5
define,6,3.867,77.3
fill,19,4.358,87.2
manages,8,4.075,81.5
schemes,4,3.900,78.0
studentship,6,4.167,83.3
certificates,9,4.089,81.8
guidelines,4,3.900,78.0
ifs,4,3.900,78.0
samiksha,6,4.033,80.7
readers,4,3.900,78.0
orientation,10,4.380,87.6
channel,6,3.833,76.7
sustainable,6,4.067,81.3
solar,9,4.044,80.9
mittal,34,4.356,87.1
meghana,4,3.800,76.0
nakka,4,3.800,76.0
flowing,4,3.800,76.0
hazards,4,3.800,76.0
cells,15,4.227,84.5
elevators,10,4.335,86.7
lawns,10,4.440,88.8
sterling,6,4.133,82.7
drainage,4,3.800,76.0
household,4,3.800,76.0
tiny,8,4.400,88.0
shekhar,8,4.500,90.0
unbiased,4,4.300,86.0
exceeding,6,4.300,86.0
solvable,4,4.300,86.0
revealed,4,4.300,86.0
appearing,7,4.857,97.1
securities,12,4.733,94.7
unconventional,6,4.833,96.7
coordinates,6,4.933,98.7
distribution,41,4.348,87.0
highlights,55,4.366,87.3
emerged,35,4.304,86.1
hackathons,8,4.400,88.0
curriculars,8,4.750,95.0
literary,16,4.637,92.7
spacing,3,4.467,89.3
samarth,3,4.400,88.0
vardhan,8,4.875,97.5
kmpg,2,4.600,92.0
party,20,4.620,92.4
cab,4,4.250,85.0
norms,4,4.550,91.0
grass,6,4.800,96.0
kilometres,2,4.400,88.0
pulling,2,4.400,88.0
clay,2,4.400,88.0
fed,6,4.767,95.3
magenta,2,4.400,88.0
grab,20,4.600,92.0
wishes,4,4.600,92.0
sadly,8,4.225,84.5
recruits,9,4.717,94.3
parks,6,4.600,92.0
rickshaw,2,4.400,88.0
nighter,4,4.400,88.0
juice,6,4.567,91.3
absolute,20,4.520,90.4
banned,2,4.800,96.0
hesitation,2,4.800,96.0
representative,4,4.800,96.0
cef,2,4.800,96.0
makhan,2,4.800,96.0
sponsoring,2,4.800,96.0
pronites,3,4.667,93.3
judges,2,4.800,96.0
smartest,6,4.700,94.0
decrease,10,4.560,91.2
wishing,2,4.800,96.0
nus,4,4.650,93.0
undertook,2,4.700,94.0
ntu,6,4.600,92.0
unsw,6,4.600,92.0
dhruvendra,2,4.700,94.0
durgesh,2,4.800,96.0
chase,34,4.615,92.3
cap,8,4.875,97.5
gemini,4,4.850,97.0
weer,2,5.000,100.0
bhavey,2,5.000,100.0
nisha,2,4.900,98.0
voora,2,4.400,88.0
listens,4,4.600,92.0
jurel,2,4.500,90.0
constitute,4,4.600,92.0
aniket,4,4.650,93.0
subrata,2,4.900,98.0
categorised,2,4.900,98.0
kumaon,6,4.667,93.3
consideration,4,4.750,95.0
visitors,18,4.333,86.7
exit,8,4.700,94.0
bhm,8,4.625,92.5
zanskar,6,4.733,94.7
cross,14,4.514,90.3
ethic,2,4.100,82.0
nptel,8,4.375,87.5
gather,12,4.550,91.0
measures,6,4.333,86.7
ends,8,4.400,88.0
vinit,4,4.350,87.0
strick,2,3.900,78.0
acquainted,2,3.900,78.0
sprinklr,5,4.520,90.4
homemade,6,4.367,87.3
signals,4,4.600,92.0
gartner,9,4.667,93.3
thakan,2,4.400,88.0
sharesth,2,4.400,88.0
mothilal,4,4.700,94.0
jadav,4,4.700,94.0
mount,2,4.800,96.0
climb,2,4.800,96.0
kindergarden,2,4.800,96.0
revises,2,4.800,96.0
underrated,6,4.542,90.8
cakewalk,6,4.467,89.3
watched,2,4.200,84.0
watch,20,4.382,87.6
admitted,15,4.493,89.9
ego,1,4.000,80.0
excessive,1,4.000,80.0
progressive,1,4.000,80.0
concentration,6,4.600,92.0
veerendra,2,4.300,86.0
girdhar,2,4.300,86.0
gond,2,4.700,94.0
basement,2,4.700,94.0
webmail,2,4.700,94.0
craze,3,4.467,89.3
dev,13,4.446,88.9
pratap,6,4.433,88.7
preparatory,2,4.600,92.0
jodhpur,2,4.600,92.0
listen,20,4.540,90.8
supplement,2,4.500,90.0
mic,4,4.400,88.0
acads,2,4.500,90.0
jeevesh,2,4.500,90.0
waste,6,4.400,88.0
cooking,2,4.500,90.0
paperless,2,4.500,90.0
occasional,2,4.500,90.0
mom,2,4.500,90.0
wanna,2,4.500,90.0
constraints,12,4.767,95.3
csc,6,4.433,88.7
resolving,2,4.300,86.0
cheering,2,4.300,86.0
chichhore,2,4.300,86.0
regrets,3,4.533,90.7
cheating,8,4.350,87.0
credible,2,4.300,86.0
comp,4,4.450,89.0
raut,2,4.300,86.0
tuhin,2,4.300,86.0
requires,20,4.487,89.8
experimentation,6,4.333,86.7
beware,4,4.500,90.0
ace,10,4.700,94.0
shaurya,4,4.650,93.0
govil,2,4.500,90.0
seriousness,2,4.700,94.0
mina,6,4.400,88.0
credentials,11,4.527,90.5
possibilities,4,4.450,89.0
refer,12,4.492,89.8
thi,3,4.533,90.7
sanchit,8,4.325,86.5
payal,4,4.700,94.0
bhardwaj,11,4.764,95.3
bhalla,4,4.750,95.0
alam,5,4.520,90.4
qais,2,4.700,94.0
royal,4,4.550,91.0
alone,8,4.750,95.0
expecting,8,4.350,87.0
contribute,8,4.800,96.0
equip,4,4.800,96.0
comply,2,5.000,100.0
rngineering,2,5.000,100.0
soaring,2,5.000,100.0
strenuous,2,5.000,100.0
region,8,4.600,92.0
jwala,2,4.200,84.0
yishuvendra,2,4.200,84.0
jwalamukhi,8,4.350,87.0
gurgaon,2,4.200,84.0
ic,8,4.475,89.5
brighter,6,4.300,86.0
grofers,4,4.300,86.0
dewangan,2,4.200,84.0
champion,3,4.467,89.3
nutritious,16,4.462,89.2
tausif,1,4.200,84.0
ead,2,4.600,92.0
haq,4,4.500,90.0
ul,2,4.400,88.0
inzamam,2,4.400,88.0
degraded,4,4.250,85.0
munazzil,2,4.500,90.0
anwer,2,4.500,90.0
bag,4,4.650,93.0
vaishnavi,4,4.650,93.0
rendvezous,2,4.800,96.0
fibre,8,4.750,95.0
cg,16,4.700,94.0
mill,2,4.500,90.0
early,20,4.700,94.0
raiyan,2,4.500,90.0
sulemani,2,4.500,90.0
sajwan,2,4.000,80.0
girnar,16,4.388,87.8
conscious,4,4.150,83.0
partition,2,3.900,78.0
saral,2,4.000,80.0
vikas,14,4.425,88.5
unicorn,2,3.800,76.0
newest,10,4.140,82.8
finishing,2,3.800,76.0
produced,4,4.200,84.0
priyanshi,4,4.600,92.0
rajdhani,9,4.533,90.7
masala,5,4.800,96.0
pharmacy,16,4.725,94.5
jhanji,2,4.900,98.0
feeding,2,4.900,98.0
rishi,8,4.875,97.5
spoon,9,4.756,95.1
feed,10,4.660,93.2
history,8,4.525,90.5
printing,4,4.600,92.0
xerox,10,4.660,93.2
organizing,6,4.633,92.7
groceries,2,4.900,98.0
conferences,14,4.743,94.9
publishing,6,4.725,94.5
eight,4,4.450,89.0
digits,2,5.000,100.0
seven,7,4.514,90.3
meenakshi,2,5.000,100.0
pramukh,2,4.900,98.0
sleepless,4,4.800,96.0
deloitite,2,4.900,98.0
nanoscale,4,4.700,94.0
gabbed,2,4.800,96.0
majee,2,4.800,96.0
spectroscopy,4,4.700,94.0
pharmacies,4,4.700,94.0
kanwat,2,4.800,96.0
klein,2,4.800,96.0
calvin,2,4.800,96.0
dozen,2,4.800,96.0
debate,5,4.680,93.6
franchises,2,5.000,100.0
integration,2,5.000,100.0
cafe,31,4.710,94.2
surprisingly,1,5.000,100.0
minors,27,4.496,89.9
algorithm,7,4.964,99.3
door,6,4.900,98.0
codings,2,5.000,100.0
hubs,2,5.000,100.0
vulnerable,2,5.000,100.0
garv,3,4.800,96.0
interval,12,4.717,94.3
jindal,14,4.557,91.1
rajveer,2,5.000,100.0
documentary,2,4.700,94.0
walking,11,4.636,92.7
hang,8,4.625,92.5
managing,14,4.371,87.4
fetch,2,4.700,94.0
cravings,6,4.400,88.0
guests,4,4.650,93.0
husain,2,4.700,94.0
founders,2,4.600,92.0
mukherjee,2,4.600,92.0
publishes,2,4.600,92.0
ancc,2,4.600,92.0
aeromodelling,4,4.600,92.0
readily,10,4.580,91.6
bliss,6,4.733,94.7
ashutosh,12,4.650,93.0
jon,2,4.900,98.0
deere,4,4.900,98.0
ansys,2,4.900,98.0
avail,21,4.593,91.9
siemens,14,4.614,92.3
someday,2,4.900,98.0
reside,2,4.900,98.0
freshies,2,4.400,88.0
indore,2,4.400,88.0
circullum,2,4.700,94.0
jaskaran,2,4.700,94.0
corona,2,4.900,98.0
graphic,2,4.900,98.0
deepali,2,4.900,98.0
machineries,3,4.800,96.0
awaiting,2,4.700,94.0
adorable,2,4.700,94.0
priyanshu,9,4.689,93.8
dnyaneshwar,2,4.400,88.0
provisions,6,4.500,90.0
turbo,4,4.700,94.0
discovery,6,4.700,94.0
devansh,4,4.300,86.0
computation,2,4.500,90.0
technically,8,4.400,88.0
supercomputer,10,4.660,93.2
address,8,4.325,86.5
solely,12,4.483,89.7
boosts,2,4.500,90.0
aditi,6,4.567,91.3
dahi,2,4.800,96.0
indoria,2,4.800,96.0
salads,2,4.800,96.0
manufacture,2,4.800,96.0
fledged,4,4.350,87.0
shifted,8,4.650,93.0
doable,6,3.833,76.7
literati,10,4.400,88.0
ioc,4,4.950,99.0
scopes,4,4.400,88.0
shabdvyu,2,4.400,88.0
invested,2,4.400,88.0
paint,4,4.400,88.0
crux,2,4.400,88.0
determine,2,4.400,88.0
cruise,2,4.400,88.0
devaluing,2,4.400,88.0
ceramic,2,4.400,88.0
bhalotia,2,4.300,86.0
mindset,4,4.550,91.0
release,8,4.600,92.0
satpura,4,4.500,90.0
kids,4,4.550,91.0
sanandh,2,4.500,90.0
net,24,4.667,93.3
kataria,2,4.500,90.0
dakly,2,4.500,90.0
ciriculum,2,4.500,90.0
blasting,2,4.500,90.0
mega,4,4.450,89.0
diploma,39,4.415,88.3
decades,8,4.431,88.6
chichore,2,4.400,88.0
refined,1,4.600,92.0
ex,4,4.638,92.8
roommate,4,3.650,73.0
unprivileged,2,4.400,88.0
impeccably,1,4.600,92.0
abundance,2,4.500,90.0
clinics,4,4.350,87.0
unforeseen,2,4.500,90.0
atishay,2,4.500,90.0
ambient,2,4.500,90.0
eliminates,2,4.500,90.0
naval,38,4.542,90.8
accent,4,4.463,89.2
payable,2,4.900,98.0
gajendra,2,4.900,98.0
powerful,6,4.600,92.0
essay,2,4.900,98.0
goose,2,4.900,98.0
hostle,4,4.500,90.0
negative,5,4.600,92.0
parjapati,2,4.200,84.0
jai,8,4.350,87.0
units,6,4.700,94.0
refurbishment,4,4.900,98.0
gradation,2,4.800,96.0
rehabilitation,2,4.800,96.0
assigning,2,4.800,96.0
overhead,2,4.800,96.0
bootstrap,2,4.800,96.0
walkways,6,4.700,94.0
pipelines,2,4.800,96.0
ii,11,4.400,88.0
popularly,2,4.800,96.0
inaugurated,2,4.800,96.0
gayatri,2,4.800,96.0
transmission,2,4.800,96.0
designates,2,4.800,96.0
underground,4,4.900,98.0
bagul,4,4.550,91.0
powering,2,4.800,96.0
crunch,6,4.567,91.3
facts,2,4.800,96.0
altogether,14,4.568,91.4
chipset,2,4.800,96.0
brutal,4,4.300,86.0
motive,6,4.767,95.3
llc,2,4.800,96.0
affinity,2,4.800,96.0
smartphone,2,4.800,96.0
instant,7,4.829,96.6
quantbox,4,4.750,95.0
fat,2,4.800,96.0
marvel,2,4.800,96.0
spectrometers,2,4.800,96.0
electromechanics,2,4.800,96.0
tubes,2,4.800,96.0
dire,4,4.900,98.0
circuit,12,4.483,89.7
layman,2,4.800,96.0
consequent,2,4.800,96.0
unfortunately,4,4.600,92.0
thinks,6,4.533,90.7
bpl,4,4.800,96.0
asati,2,4.800,96.0
frustrated,6,4.167,83.3
suit,8,4.550,91.0
pakistan,2,4.700,94.0
puppies,2,4.700,94.0
wash,2,4.700,94.0
webinars,2,4.700,94.0
yulu,2,4.700,94.0
ncl,12,4.700,94.0
basins,2,4.700,94.0
djs,2,4.700,94.0
counsellors,4,4.700,94.0
waivers,2,4.700,94.0
rotate,2,4.700,94.0
agree,4,4.350,87.0
cocks,2,4.700,94.0
cheer,2,4.700,94.0
stays,8,4.350,87.0
row,2,4.700,94.0
bunch,13,4.615,92.3
