ngram,reviews_mentioning_ngram,avg_rating_0_5,avg_rating_percent
national and,20,4.480,89.6
contain expensive,2,4.400,88.0
similar to,39,4.354,87.1
open hours,30,4.447,88.9
cars robots,2,4.400,88.0
institutions of,16,4.812,96.2
life an,4,4.650,93.0
that takes,6,4.533,90.7
quality and,93,4.478,89.6
pathetic and,2,4.400,88.0
somewhat outdated,4,4.250,85.0
in new,10,4.750,95.0
and common,16,4.550,91.0
regularly try,2,4.400,88.0
to keep,33,4.342,86.8
world the,65,4.521,90.4
sports there,30,4.458,89.2
problems faculty,4,3.900,78.0
although efforts,2,4.400,88.0
are regularly,12,4.517,90.3
expensive equipments,4,4.600,92.0
department infrastructure,31,4.516,90.3
gymkhana campus,2,4.400,88.0
are made,38,4.566,91.3
students both,8,4.350,87.0
fully wi,30,4.550,91.0
faculty is,226,4.538,90.8
industrial scenario,2,4.400,88.0
with both,10,4.495,89.9
all equipment,12,4.533,90.7
all canteens,2,4.400,88.0
on national,6,4.467,89.3
most best,2,4.400,88.0
satellite electric,2,4.400,88.0
courses are,243,4.600,92.0
mess cleanliness,2,4.400,88.0
old hostels,78,4.526,90.5
regularly checked,9,4.244,84.9
is similar,11,4.364,87.3
have made,8,4.450,89.0
s availability,2,4.400,88.0
to most,16,4.662,93.2
etc a,18,4.467,89.3
rooms there,12,4.717,94.3
best extra,2,4.400,88.0
outdated although,2,4.400,88.0
of old,12,4.450,89.0
abhinav jain,2,4.400,88.0
is approximately,52,4.581,91.6
cell that,12,4.642,92.8
mechanical department,44,4.609,92.2
institute also,14,4.571,91.4
with it,21,4.542,90.8
average student,14,4.471,89.4
industry trip,2,4.400,88.0
t fit,2,4.400,88.0
through their,17,4.282,85.6
express are,2,4.400,88.0
high quality,77,4.565,91.3
necessary the,4,4.638,92.8
house etc,2,4.400,88.0
such infrastructure,4,4.400,88.0
in those,14,4.614,92.3
regular sessions,4,4.500,90.0
although two,2,4.400,88.0
student teams,2,4.400,88.0
try to,81,4.485,89.7
in almost,37,4.472,89.4
made regularly,2,4.400,88.0
techfest are,12,4.633,92.7
trip regular,2,4.400,88.0
energy house,2,4.400,88.0
places there,2,4.400,88.0
if necessary,2,4.400,88.0
from industry,6,4.367,87.3
internships is,9,4.289,85.8
coming in,14,4.254,85.1
their academic,13,4.477,89.5
cultural and,73,4.653,93.1
fi with,25,4.618,92.4
made satellite,2,4.400,88.0
best institutions,6,4.633,92.7
infrastructure problems,4,4.600,92.0
really pathetic,2,4.400,88.0
are kept,10,4.480,89.6
usually good,4,4.200,84.0
are usually,23,4.539,90.8
regularly to,10,4.675,93.5
really helpful,72,4.605,92.1
helpful but,44,4.473,89.5
when you,44,4.509,90.2
technical institution,2,4.400,88.0
however those,4,4.400,88.0
mostly for,4,4.500,90.0
faculty regularly,2,4.400,88.0
cubicles apart,2,4.400,88.0
more aj,6,4.433,88.7
useful if,10,4.640,92.8
has very,54,4.581,91.6
core sectors,31,4.658,93.2
usually available,2,4.400,88.0
both placements,10,4.660,93.2
efforts are,10,4.500,90.0
toppers through,2,4.400,88.0
those of,12,4.667,93.3
robots energy,2,4.400,88.0
no such,18,4.600,92.0
institute is,80,4.555,91.1
in gymkhana,4,4.700,94.0
from hostel,22,4.409,88.2
checked and,2,4.400,88.0
fest respectively,4,4.550,91.0
to stay,16,4.472,89.4
and contain,6,4.367,87.3
actually very,4,4.600,92.0
only when,4,4.650,93.0
of scholarships,20,4.560,91.2
they mostly,10,4.500,90.0
institute it,15,4.616,92.3
companies coming,22,4.277,85.5
industry express,2,4.400,88.0
know more,8,4.625,92.5
sports infrastructure,14,4.543,90.9
country placements,30,4.680,93.6
kept for,2,4.400,88.0
best technical,20,4.770,95.4
good however,20,4.700,94.0
is maintained,39,4.523,90.5
is open,143,4.521,90.4
and replaced,2,4.400,88.0
contain all,8,4.650,93.0
to mechanical,12,4.733,94.7
equipment in,18,4.722,94.4
mostly help,2,4.400,88.0
teams who,2,4.400,88.0
highest in,6,4.767,95.3
facilities at,44,4.498,90.0
good salary,43,4.494,89.9
country few,2,4.600,92.0
very knowledgeable,192,4.513,90.3
guides every,2,4.600,92.0
are phd,35,4.509,90.2
internship in,130,4.571,91.4
outside the,66,4.535,90.7
did the,4,4.550,91.0
colleges in,212,4.587,91.7
is almost,44,4.445,88.9
everyone who,18,4.689,93.8
went outside,2,4.600,92.0
activities throughout,4,4.400,88.0
better than,165,4.500,90.0
rs there,2,4.600,92.0
oracle are,2,4.600,92.0
better student,2,4.600,92.0
few went,4,4.800,96.0
is comparatively,9,4.333,86.7
was lpa,418,4.525,90.5
field they,21,4.531,90.6
and resources,10,4.700,94.0
education quality,8,4.600,92.0
are frequent,4,4.050,81.0
cell and,23,4.487,89.7
and large,12,4.567,91.3
far better,14,4.764,95.3
country wi,6,4.267,85.3
members which,6,4.700,94.0
companies provide,3,4.733,94.7
expert in,10,4.700,94.0
and expert,2,4.600,92.0
country the,71,4.684,93.7
methods and,11,4.291,85.8
frequent visits,2,4.600,92.0
interaction is,8,4.356,87.1
different activities,8,4.875,97.5
than other,75,4.507,90.1
helpful vm,12,4.533,90.7
vm vinay,4,4.550,91.0
level placements,6,4.667,93.3
high level,38,4.574,91.5
vinay maurya,4,4.550,91.0
faculty interaction,6,4.625,92.5
facebook microsoft,10,4.780,95.6
visits to,12,4.629,92.6
package almost,4,4.700,94.0
knowledgeable the,130,4.604,92.1
level reviewed,7,4.529,90.6
country facebook,2,4.600,92.0
country they,16,4.572,91.4
is far,20,4.450,89.0
the education,30,4.348,87.0
and better,32,4.616,92.3
large medical,2,4.600,92.0
year faculty,38,4.526,90.5
quality level,2,4.600,92.0
campus sports,18,4.700,94.0
resources used,2,4.600,92.0
maurya b,6,4.467,89.3
phd faculty,4,4.675,93.5
microsoft oracle,28,4.479,89.6
colleges of,32,4.627,92.5
level there,4,4.400,88.0
comparatively better,2,4.600,92.0
it guides,4,4.400,88.0
recruiters even,2,4.600,92.0
registers gets,2,4.600,92.0
everywhere on,26,4.608,92.2
are high,34,4.662,93.2
who registers,2,4.600,92.0
other colleges,151,4.521,90.4
facility is,224,4.555,91.1
students did,10,4.580,91.6
placed around,12,4.517,90.3
is rs,53,4.568,91.4
the industry,285,4.565,91.3
even the,49,4.612,92.2
used is,4,4.650,93.0
career in,31,4.519,90.4
and auditoriums,8,4.763,95.2
visit iit,8,4.600,92.0
build career,3,4.867,97.3
chill place,2,4.800,96.0
need a,12,4.617,92.3
student bodies,16,4.487,89.8
mumbai or,2,4.800,96.0
the culture,24,4.508,90.2
get extensions,2,4.800,96.0
a study,22,4.591,91.8
class laboratories,4,4.900,98.0
percentage the,2,4.800,96.0
from st,8,4.675,93.5
department has,88,4.581,91.6
laboratories and,32,4.638,92.8
happen in,20,4.495,89.9
auditoriums are,6,4.825,96.5
of your,88,4.561,91.2
own b,2,4.800,96.0
machinery which,2,4.800,96.0
st to,2,4.800,96.0
december from,4,4.700,94.0
sometimes fun,2,4.800,96.0
school and,8,4.725,94.5
of cs,10,4.480,89.6
curriculum here,14,4.657,93.1
games rooms,4,4.450,89.0
equipped as,4,4.600,92.0
engineering college,99,4.480,89.6
outdoor games,40,4.671,93.4
studies and,82,4.554,91.1
is top,72,4.582,91.6
top schools,2,4.800,96.0
begins in,4,4.700,94.0
culture at,6,4.342,86.8
or our,6,4.533,90.7
place in,52,4.515,90.3
the month,22,4.480,89.6
mechanical are,4,4.650,93.0
iit and,36,4.524,90.5
two begins,2,4.800,96.0
institutes like,16,4.563,91.3
some go,8,4.775,95.5
bodies you,2,4.800,96.0
energetic student,2,4.800,96.0
all indoor,14,4.657,93.1
things about,32,4.598,92.0
extra cost,8,4.650,93.0
and well,218,4.535,90.7
has given,7,4.714,94.3
mostly phds,4,4.463,89.2
e cell,19,4.442,88.8
and state,16,4.616,92.3
nc nikhil,6,4.767,95.3
tough and,69,4.519,90.4
to th,4,4.850,97.0
of god,4,4.700,94.0
iitb the,16,4.812,96.2
interest other,17,4.812,96.2
of fields,9,4.533,90.7
your interest,33,4.642,92.8
in area,6,4.500,90.0
pretty high,10,4.560,91.2
are wonderful,8,4.475,89.5
talented and,35,4.703,94.1
this institutions,2,4.800,96.0
indoor games,65,4.628,92.6
and mostly,22,4.564,91.3
festival techfest,6,4.600,92.0
industry reviewed,11,4.709,94.2
institutions without,2,4.800,96.0
are powai,2,4.800,96.0
b school,26,4.787,95.7
facility all,8,4.775,95.5
will exposure,2,4.800,96.0
or india,2,4.800,96.0
cs electrical,6,4.700,94.0
and need,9,4.511,90.2
electrical and,20,4.327,86.5
choose to,29,4.533,90.7
study additional,2,4.800,96.0
best engineering,93,4.628,92.6
month of,25,4.434,88.7
th every,2,4.800,96.0
huge beautiful,2,4.800,96.0
best things,56,4.509,90.2
some get,2,4.800,96.0
rigorous and,21,4.695,93.9
gifts some,2,4.800,96.0
february and,4,4.650,93.0
is acres,8,4.600,92.0
branches and,20,4.660,93.2
mumbai iitb,2,4.800,96.0
good marks,67,4.558,91.2
which you,92,4.572,91.4
hill mood,2,4.800,96.0
gymkhana and,14,4.700,94.0
placements happen,4,4.650,93.0
bombay either,2,4.800,96.0
god gifts,2,4.800,96.0
from renowned,22,4.657,93.1
and mechanical,26,4.500,90.0
the nation,20,4.700,94.0
around lac,23,4.561,91.2
of february,6,4.733,94.7
cost examinations,2,4.800,96.0
are e,2,4.800,96.0
fields and,56,4.579,91.6
access area,2,4.800,96.0
definitely visit,2,4.800,96.0
more nc,4,4.850,97.0
additional courses,8,4.700,94.0
marks one,2,4.800,96.0
given a,12,4.763,95.2
and design,32,4.550,91.0
you should,58,4.605,92.1
very rigorous,15,4.533,90.7
many other,114,4.551,91.0
and some,251,4.551,91.0
fun also,4,4.650,93.0
schools the,6,3.975,79.5
conditioned iitb,2,4.800,96.0
nikhil chavan,2,4.800,96.0
wonderful and,6,4.533,90.7
extensions infrastructure,2,4.800,96.0
india most,14,4.771,95.4
around indoor,2,4.800,96.0
other energetic,2,4.800,96.0
halls and,40,4.616,92.3
lac annum,8,4.713,94.3
you may,43,4.572,91.4
find at,4,4.450,89.0
and around,71,4.534,90.7
high as,45,4.587,91.7
beautiful and,54,4.667,93.3
festival there,2,4.800,96.0
placed some,14,4.182,83.6
can build,8,4.569,91.4
phase two,4,4.850,97.0
art machinery,2,4.800,96.0
games facility,8,4.706,94.1
mit iit,2,4.800,96.0
has gymkhana,2,4.800,96.0
only find,4,4.850,97.0
iitb are,16,4.662,93.2
other college,66,4.530,90.6
has access,12,4.650,93.0
annum phase,2,4.800,96.0
study to,12,4.408,88.2
about iitb,4,4.700,94.0
get good,87,4.575,91.5
very talented,16,4.750,95.0
may only,4,4.750,95.0
without extra,2,4.800,96.0
has top,10,4.760,95.2
acres campus,2,4.800,96.0
chavan b,2,4.800,96.0
library has,115,4.658,93.2
and chill,6,4.767,95.3
class lecture,6,4.667,93.3
either for,3,4.867,97.3
design school,2,4.800,96.0
renowned institutes,6,4.733,94.7
nation placements,8,4.800,96.0
and is,204,4.570,91.4
overall of,7,4.600,92.0
should definitely,8,4.675,93.5
other top,28,4.559,91.2
of december,8,4.475,89.5
building campus,23,4.643,92.9
reviews iit,43,4.627,92.5
bombay reviews,23,4.661,93.2
campus guest,22,4.645,92.9
house campus,22,4.645,92.9
college people,30,4.607,92.1
helpful iit,62,4.479,89.6
at campus,32,4.562,91.2
helpful colleges,26,4.577,91.5
look at,43,4.613,92.3
all iit,31,4.458,89.2
take a,44,4.500,90.0
mumbai iit,23,4.661,93.2
fests reviewed,13,4.292,85.8
campus building,25,4.632,92.6
building view,14,4.571,91.4
more what,19,4.474,89.5
guest house,26,4.531,90.6
bombay take,23,4.661,93.2
nbsp news,5,4.160,83.2
a look,30,4.560,91.2
view all,18,4.533,90.7
typically see,2,5.000,100.0
singh b,108,4.563,91.3
placements extracurricular,63,4.678,93.6
over of,10,4.780,95.6
and me,4,4.750,95.0
me typically,2,5.000,100.0
still going,5,4.800,96.0
people like,3,4.733,94.7
lake on,3,4.917,98.3
more vs,9,4.733,94.7
helpful ts,4,4.650,93.0
top analytics,2,5.000,100.0
jobs are,36,4.450,89.0
other than,74,4.559,91.2
and hostels,64,4.611,92.2
education and,55,4.557,91.1
physics batch,131,4.449,89.0
fests besides,3,4.733,94.7
mostly open,4,4.750,95.0
thought the,6,4.633,92.7
students other,42,4.652,93.0
organises techfest,4,4.650,93.0
analytics investment,4,5.000,100.0
academic quality,52,4.686,93.7
then this,20,4.550,91.0
are mostly,74,4.560,91.2
in its,16,4.572,91.4
labs there,18,4.767,95.3
common labs,2,5.000,100.0
here you,52,4.638,92.8
quantitative and,2,5.000,100.0
with tons,3,4.867,97.3
open for,86,4.509,90.2
an introduction,4,4.900,98.0
cultural fests,28,4.507,90.1
higher average,8,4.575,91.5
range from,34,4.466,89.3
line of,2,5.000,100.0
plentiful electives,2,5.000,100.0
provides an,26,4.540,90.8
technical council,2,5.000,100.0
allow the,6,4.733,94.7
these keywords,40,4.708,94.2
teaching if,3,4.733,94.7
council technical,2,5.000,100.0
get here,28,4.755,95.1
sit through,2,5.000,100.0
up a,10,4.790,95.8
working abroad,2,5.000,100.0
too with,9,4.333,86.7
tech faculty,2,5.000,100.0
introduction to,7,4.800,96.0
ee and,8,4.675,93.5
art labs,6,4.800,96.0
than teachers,4,4.650,93.0
analytics jobs,6,4.833,96.7
upon receiving,2,5.000,100.0
the first,284,4.533,90.7
quality hostel,47,4.640,92.8
in engineering,171,4.457,89.1
to allow,2,5.000,100.0
college technical,5,4.680,93.6
pursues their,2,5.000,100.0
of flexibility,12,4.667,93.3
placements over,42,4.449,89.0
electives to,14,4.611,92.2
the news,4,4.550,91.0
good if,46,4.618,92.4
packages range,8,4.600,92.0
slightly higher,2,5.000,100.0
is made,19,4.347,86.9
bodies like,2,5.000,100.0
labs including,4,4.750,95.0
mood is,5,4.760,95.2
process package,33,4.732,94.6
companies internships,38,4.650,93.0
council to,2,5.000,100.0
facilities academic,41,4.651,93.0
chemistry mechanical,2,5.000,100.0
shanavas b,2,5.000,100.0
to if,2,5.000,100.0
comes to,93,4.604,92.1
facilities events,57,4.686,93.7
flexibility including,2,5.000,100.0
t get,58,4.496,89.9
s all,15,4.563,91.3
funds the,2,5.000,100.0
is your,9,4.644,92.9
are on,47,4.463,89.3
are common,18,4.572,91.4
iitb organises,2,5.000,100.0
yes you,11,4.523,90.5
keywords placement,41,4.706,94.1
india to,20,4.830,96.6
a significant,13,4.373,87.5
department often,4,4.800,96.0
transportation more,66,4.671,93.4
but don,9,4.733,94.7
backing from,2,5.000,100.0
students pursues,2,5.000,100.0
best place,76,4.618,92.4
other branch,18,4.644,92.9
its good,14,4.514,90.3
infrastructure opportunities,2,5.000,100.0
faculty academic,56,4.694,93.9
mechanical workshop,4,4.750,95.0
the researchers,2,5.000,100.0
to all,107,4.585,91.7
like entrepreneurship,2,5.000,100.0
the option,20,4.700,94.0
this institute,48,4.579,91.6
a minor,6,4.833,96.7
easily available,4,4.850,97.0
and analytics,34,4.575,91.5
campus facilities,62,4.647,92.9
a faculty,22,4.448,89.0
hundred recruiters,2,5.000,100.0
students busy,2,5.000,100.0
jobs open,2,5.000,100.0
internships roles,57,4.630,92.6
occasionally difficult,2,5.000,100.0
branch so,15,4.360,87.2
wise placements,60,4.688,93.8
library comes,2,5.000,100.0
events branch,58,4.681,93.6
for their,87,4.610,92.2
student projects,2,5.000,100.0
investment banking,10,4.760,95.2
decent package,13,4.400,88.0
banking and,10,4.760,95.2
minor degree,7,4.686,93.7
and core,61,4.613,92.3
year including,4,4.500,90.0
on faculty,9,4.578,91.6
course wise,61,4.683,93.7
the rescue,2,5.000,100.0
s not,43,4.586,91.7
from any,47,4.591,91.8
the higher,24,4.625,92.5
grades then,5,4.920,98.4
mention these,40,4.708,94.2
only but,5,4.640,92.8
highly ranked,7,4.543,90.9
departments while,2,5.000,100.0
keep the,13,4.612,92.2
or the,55,4.485,89.7
cse ee,8,4.625,92.5
another field,4,4.500,90.0
option of,10,4.480,89.6
are plentiful,4,4.700,94.0
package as,7,4.543,90.9
including top,2,5.000,100.0
as they,108,4.516,90.3
talking about,66,4.458,89.2
not in,34,4.653,93.1
field besides,2,5.000,100.0
physics chemistry,11,4.618,92.4
a decent,84,4.532,90.6
infrastructure each,4,4.900,98.0
aim for,3,4.467,89.3
flexibility for,2,5.000,100.0
money other,242,4.594,91.9
in another,9,4.911,98.2
other transportation,65,4.678,93.6
so its,2,4.700,94.0
besides there,2,5.000,100.0
activities fees,33,4.694,93.9
in short,19,4.587,91.7
they will,144,4.549,91.0
curriculum faculty,52,4.644,92.9
just fine,5,4.280,85.6
average packages,17,4.612,92.2
you better,3,4.667,93.3
often funds,2,5.000,100.0
cell cultural,2,5.000,100.0
specific departments,4,4.950,99.0
workshop cs,2,5.000,100.0
your friends,23,4.643,92.9
tons of,9,4.622,92.4
that mention,40,4.708,94.2
indigo asia,7,4.800,96.0
over a,18,4.503,90.1
of picking,2,5.000,100.0
jobs quantitative,2,5.000,100.0
other iitb,8,4.775,95.5
from cs,5,4.520,90.4
fields in,19,4.537,90.7
academic facilities,56,4.698,94.0
the techfest,3,4.533,90.7
good position,3,5.000,100.0
great infrastructure,61,4.653,93.1
other bodies,2,5.000,100.0
are several,32,4.520,90.4
cultural council,4,4.450,89.0
the fields,22,4.791,95.8
hostel campus,46,4.667,93.3
curriculum offers,6,4.667,93.3
abroad over,2,5.000,100.0
for specific,4,4.800,96.0
are placed,271,4.541,90.8
council and,4,4.650,93.0
significant fraction,2,5.000,100.0
researchers than,2,5.000,100.0
a hundred,2,5.000,100.0
network placements,8,4.850,97.0
stars or,3,4.533,90.7
the renovation,3,4.733,94.7
ask your,7,4.686,93.7
including the,27,4.615,92.3
get into,52,4.550,91.0
be that,7,4.521,90.4
fees value,64,4.680,93.6
the flexibility,22,4.609,92.2
of millions,5,4.920,98.4
their line,2,5.000,100.0
ts thariq,2,5.000,100.0
several other,6,4.633,92.7
rescue and,2,5.000,100.0
fraction of,6,4.600,92.0
from approximately,2,5.000,100.0
a state,20,4.407,88.1
receiving backing,2,5.000,100.0
to follow,13,4.273,85.5
branch course,62,4.679,93.6
see slightly,2,5.000,100.0
departments and,47,4.698,94.0
me in,20,4.532,90.6
but yes,22,4.418,88.4
prescribed books,2,5.000,100.0
departments cse,2,5.000,100.0
of departments,9,4.711,94.2
picking up,2,5.000,100.0
be here,13,4.677,93.5
engineering physics,80,4.335,86.7
get you,3,4.733,94.7
packages a,12,4.588,91.8
offered recruiting,34,4.728,94.6
offered course,51,4.645,92.9
years ago,21,4.219,84.4
thariq shanavas,2,5.000,100.0
of thought,4,5.000,100.0
you are,310,4.521,90.4
but for,46,4.592,91.8
ago so,3,4.600,92.0
the departments,32,4.631,92.6
who sit,26,4.469,89.4
your best,5,4.520,90.4
approximately lpa,30,4.613,92.3
including physics,4,4.850,97.0
most prescribed,2,5.000,100.0
is occasionally,6,4.833,96.7
projects upon,2,5.000,100.0
cs etc,2,5.000,100.0
like me,7,4.571,91.4
follow their,6,4.658,93.2
more of,20,4.560,91.2
recruiters come,2,5.000,100.0
ranging from,93,4.612,92.2
healthy most,2,4.500,90.0
buildings like,4,4.500,90.0
ample industry,4,4.550,91.0
teachers teach,12,4.496,89.9
is mostly,53,4.550,91.0
was coordinated,2,4.500,90.0
bombay why,2,4.500,90.0
to official,2,4.500,90.0
injuries and,4,4.450,89.0
holders from,37,4.611,92.2
air theatre,32,4.675,93.5
specific or,6,4.300,86.0
its excellent,4,4.400,88.0
points of,4,4.550,91.0
crores unofficial,2,4.500,90.0
why it,5,4.640,92.8
infrastructure can,6,4.333,86.7
from iitb,10,4.620,92.4
modelling overall,2,4.500,90.0
quite enticing,2,4.500,90.0
from this,84,4.545,90.9
with one,18,4.689,93.8
prominent psus,2,4.500,90.0
common diseases,4,4.450,89.0
australia singapore,2,4.500,90.0
and includes,11,4.273,85.5
placement record,60,4.501,90.0
is adequate,6,4.467,89.3
research opportunities,27,4.630,92.6
teams like,4,4.750,95.0
dance dramatics,4,4.500,90.0
and prominent,2,4.500,90.0
statistics for,6,4.500,90.0
offers ran,2,4.500,90.0
mess offers,4,4.600,92.0
a bad,12,4.462,89.2
a specialist,4,4.450,89.0
are cultural,4,4.500,90.0
and win,8,4.487,89.8
okay mess,4,4.550,91.0
of minor,4,4.450,89.0
with internships,8,4.600,92.0
a hit,2,4.500,90.0
overall the,108,4.598,92.0
prominent researchers,2,4.500,90.0
one two,4,4.450,89.0
bombay conducts,6,4.567,91.3
so lectures,2,4.500,90.0
hit and,4,4.450,89.0
experiments for,6,4.092,81.8
has to,58,4.479,89.6
according to,263,4.537,90.7
teaching so,6,4.667,93.3
psus recruit,2,4.500,90.0
the construction,8,4.475,89.5
open air,47,4.685,93.7
structures as,2,4.500,90.0
food with,10,4.720,94.4
specific in,2,4.500,90.0
recruit from,8,4.775,95.5
cell iit,4,4.550,91.0
blackboard and,12,4.433,88.7
and dual,16,4.800,96.0
the type,10,4.420,88.4
extracurricular activity,10,4.460,89.2
the public,3,4.667,93.3
good dishes,4,4.250,85.0
a fine,6,4.075,81.5
mostly general,4,4.450,89.0
food ranging,2,4.500,90.0
chemistry and,24,4.475,89.5
enticing the,2,4.500,90.0
lectures can,2,4.500,90.0
this there,14,4.604,92.1
numerous technical,2,4.500,90.0
adequate for,4,4.450,89.0
some old,14,4.700,94.0
branch specific,14,4.314,86.3
singapore europe,2,4.500,90.0
ran into,2,4.500,90.0
to almost,8,4.575,91.5
old as,8,4.350,87.0
live experiments,4,4.450,89.0
participate and,10,4.520,90.4
to pure,4,4.600,92.0
from boring,2,4.500,90.0
hostels especially,6,4.467,89.3
specialist outside,4,4.450,89.0
performing live,2,4.500,90.0
old structures,2,4.500,90.0
of professor,6,4.533,90.7
weak points,2,4.500,90.0
eatable to,2,4.500,90.0
the extracurricular,16,4.600,92.0
teach using,10,4.700,94.0
internship offers,56,4.459,89.2
researchers in,12,4.546,90.9
cases it,7,4.486,89.7
innovation cell,2,4.500,90.0
grounds are,34,4.382,87.6
engineering it,19,4.611,92.2
boring to,2,4.500,90.0
like lecture,4,4.500,90.0
from eatable,2,4.500,90.0
hostel canteens,4,4.500,90.0
miss while,2,4.500,90.0
from dance,4,4.650,93.0
unofficial figures,2,4.500,90.0
the blackboard,12,4.417,88.3
iitb students,6,4.567,91.3
figures almost,2,4.500,90.0
registered and,4,4.600,92.0
degree students,12,4.600,92.0
and modelling,2,4.500,90.0
microsoft and,104,4.501,90.0
restaurant inside,6,4.633,92.7
also healthy,2,4.500,90.0
largest entrepreneurship,4,4.400,88.0
and math,4,4.150,83.0
from companies,16,4.562,91.2
are almost,36,4.579,91.6
are world,93,4.719,94.4
no hostel,9,4.156,83.1
almost beyond,2,4.500,90.0
institute jobs,2,4.500,90.0
phd holders,40,4.590,91.8
more clarity,4,4.450,89.0
is recognised,2,4.500,90.0
rakshak uav,2,4.500,90.0
offers delicious,4,4.600,92.0
tech registered,2,4.500,90.0
this has,6,4.267,85.3
it finance,10,4.620,92.4
sectors around,4,4.500,90.0
activity scene,2,4.500,90.0
recognised all,2,4.500,90.0
college almost,33,4.503,90.1
satellite rakshak,2,4.500,90.0
rai b,6,4.567,91.3
highest offers,4,4.550,91.0
india has,4,4.650,93.0
diseases however,4,4.450,89.0
ppt presentation,4,4.500,90.0
or serious,4,4.450,89.0
bombay infrastructure,12,4.692,93.8
gross salary,2,4.500,90.0
get ample,12,4.446,88.9
style of,20,4.390,87.8
a combination,14,4.429,88.6
repair overall,2,4.500,90.0
quizzing and,4,4.650,93.0
abroad however,2,4.500,90.0
year from,18,4.489,89.8
however for,4,4.450,89.0
almost completely,2,4.500,90.0
uav team,2,4.500,90.0
state maintenance,2,4.500,90.0
scene is,4,4.750,95.0
coordinated by,4,4.550,91.0
ctc was,14,4.632,92.6
made every,8,4.250,85.0
hospital that,12,4.617,92.3
be classified,2,4.500,90.0
to visit,28,4.621,92.4
dramatics fine,2,4.500,90.0
beyond repair,2,4.500,90.0
world there,10,4.540,90.8
summit apart,2,4.500,90.0
helpful ar,16,4.725,94.5
win competitions,2,4.500,90.0
and universities,8,4.700,94.0
completely branch,2,4.500,90.0
bad state,2,4.500,90.0
delicious food,17,4.600,92.0
writing quizzing,2,4.500,90.0
team shunya,2,4.500,90.0
done regularly,6,4.700,94.0
shunya etc,2,4.500,90.0
auv iitb,2,4.500,90.0
offers are,25,4.410,88.2
halls auditoriums,6,4.467,89.3
fun depending,2,4.500,90.0
type of,86,4.602,92.0
presentation sometimes,2,4.500,90.0
internships students,13,4.615,92.3
recommended to,6,4.600,92.0
serious cases,4,4.450,89.0
education sectors,2,4.500,90.0
lecture ppt,2,4.500,90.0
jobs were,10,4.500,90.0
racing innovation,2,4.500,90.0
auditoriums open,4,4.450,89.0
college india,4,4.700,94.0
dining restaurant,2,4.500,90.0
math with,2,4.500,90.0
affordable good,2,4.500,90.0
as okay,2,4.500,90.0
pratham satellite,2,4.500,90.0
combination of,24,4.550,91.0
minor injuries,4,4.450,89.0
are prominent,6,4.400,88.0
almost no,6,4.367,87.3
using a,4,4.550,91.0
clarity the,4,4.450,89.0
that participate,4,4.600,92.0
analytics and,32,4.681,93.6
provides affordable,2,4.500,90.0
a great,259,4.595,91.9
fine arts,15,4.587,91.7
major companies,33,4.542,90.8
technical teams,2,4.500,90.0
dishes there,2,4.500,90.0
and lecture,40,4.475,89.5
general and,10,4.400,88.0
and abroad,17,4.624,92.5
get almost,10,4.480,89.6
bombay about,2,4.500,90.0
that provides,24,4.533,90.7
great style,2,4.500,90.0
were offered,95,4.533,90.7
are numerous,18,4.678,93.6
cell pratham,2,4.500,90.0
amazing in,12,4.583,91.7
about internship,8,4.650,93.0
of crores,21,4.667,93.3
all around,60,4.493,89.9
indoor outdoor,6,4.500,90.0
conducts asia,4,4.650,93.0
industry experience,14,4.604,92.1
aman rai,2,4.500,90.0
one hospital,10,4.400,88.0
dedicated placement,6,4.433,88.7
usa uae,2,4.500,90.0
for more,34,4.619,92.4
is recommended,8,4.500,90.0
being phd,2,4.500,90.0
europe etc,2,4.500,90.0
for treatment,2,4.500,90.0
clubs ranging,2,4.500,90.0
a dedicated,24,4.590,91.8
specific courses,12,4.517,90.3
india for,48,4.673,93.5
to iitb,12,4.700,94.0
total b,2,4.500,90.0
the weak,2,4.500,90.0
fine dining,2,4.500,90.0
and asia,6,4.633,92.7
visit a,4,4.450,89.0
and miss,2,4.500,90.0
average gross,2,4.500,90.0
competitions all,2,4.500,90.0
initiated the,2,4.500,90.0
has initiated,2,4.500,90.0
season was,9,4.600,92.0
year curriculum,8,4.650,93.0
public buildings,2,4.500,90.0
classified as,2,4.500,90.0
theatre labs,2,4.500,90.0
in usa,6,4.600,92.0
maintenance is,14,4.500,90.0
go from,4,4.550,91.0
professor research,2,4.500,90.0
two branch,4,4.450,89.0
however not,8,4.500,90.0
fields almost,2,4.500,90.0
etc that,2,4.500,90.0
finance consulting,32,4.659,93.2
uae australia,2,4.500,90.0
them have,81,4.577,91.5
more specific,4,4.450,89.0
record according,2,4.500,90.0
to offer,40,4.607,92.2
treatment of,4,4.450,89.0
official statistics,2,4.500,90.0
pure fun,2,4.500,90.0
construction of,16,4.600,92.0
them being,24,4.400,88.0
as are,7,4.371,87.4
ar aman,2,4.500,90.0
season by,2,4.500,90.0
to writing,2,4.500,90.0
students out,27,4.541,90.8
pathetic this,2,4.500,90.0
canteens for,2,4.500,90.0
universities in,37,4.503,90.1
as old,4,4.550,91.0
sometimes performing,2,4.500,90.0
the b,29,4.610,92.2
in physics,80,4.535,90.7
salary was,53,4.504,90.1
like auv,2,4.500,90.0
and education,9,4.389,87.8
iitb racing,2,4.500,90.0
opportunities are,75,4.610,92.2
