ngram,reviews_mentioning_ngram,avg_rating_0_5,avg_rating_percent
has ample,2,4.600,92.0
party secondly,2,4.600,92.0
wherein one,2,4.600,92.0
in winters,2,4.600,92.0
tag great,2,4.600,92.0
have equipments,4,4.450,89.0
akshat raj,2,4.600,92.0
international one,2,4.600,92.0
normally are,2,4.600,92.0
the resources,4,4.500,90.0
gets too,2,4.600,92.0
find internship,2,4.600,92.0
secondly recently,2,4.600,92.0
but companies,2,4.600,92.0
teaching supplemented,2,4.600,92.0
small hospital,6,4.433,88.7
laboratory some,2,4.600,92.0
faculty includes,2,4.600,92.0
ar akshat,2,4.600,92.0
what happens,2,4.600,92.0
conditioned have,4,4.700,94.0
with now,4,4.362,87.2
great value,2,4.600,92.0
fmcg consulting,2,4.600,92.0
which require,5,4.360,87.2
india classroom,2,4.600,92.0
always willing,6,4.733,94.7
receptive and,2,4.600,92.0
specifically because,2,4.600,92.0
be highly,8,4.750,95.0
being international,2,4.600,92.0
offers normally,2,4.600,92.0
a laboratory,2,4.600,92.0
example the,8,4.600,92.0
to airport,2,4.600,92.0
the fluid,2,4.600,92.0
resources that,2,4.600,92.0
national for,2,4.600,92.0
analytics software,9,4.622,92.4
winters but,2,4.600,92.0
from nearly,2,4.600,92.0
professors that,2,4.600,92.0
place also,2,4.600,92.0
find anywhere,4,4.800,96.0
stipend can,10,4.460,89.2
hovers somewhere,2,4.600,92.0
recruit on,2,4.600,92.0
recommended one,2,4.600,92.0
iit tag,8,4.444,88.9
great overall,4,4.200,84.0
average hovers,2,4.600,92.0
and smartest,2,4.600,92.0
would normally,2,4.600,92.0
too hot,2,4.600,92.0
centres have,2,4.600,92.0
also library,6,4.267,85.3
hands dirty,4,4.550,91.0
the posting,2,4.600,92.0
need coming,2,4.600,92.0
excite you,2,4.600,92.0
as infrastructure,2,4.600,92.0
have food,4,4.550,91.0
levels above,2,4.600,92.0
inr while,2,4.600,92.0
smartest professors,2,4.600,92.0
room apart,2,4.600,92.0
lowest in,2,4.600,92.0
love placements,2,4.600,92.0
close proximity,2,4.600,92.0
or national,2,4.600,92.0
lack any,2,4.600,92.0
now nearly,2,4.600,92.0
country student,2,4.600,92.0
universities through,6,4.492,89.8
hostels a,5,4.520,90.4
beyond doubt,2,4.400,88.0
gb week,2,4.400,88.0
week is,4,4.600,92.0
simple mailing,2,4.400,88.0
engineering specific,2,4.400,88.0
professional ethics,2,4.400,88.0
profiles too,4,4.700,94.0
securing an,2,4.400,88.0
ethics communication,2,4.400,88.0
of securing,2,4.400,88.0
through simple,2,4.400,88.0
proxy of,2,4.400,88.0
approachable inside,2,4.400,88.0
well funded,2,4.400,88.0
design thinking,2,4.400,88.0
although it,6,4.533,90.7
and involves,2,4.400,88.0
of self,7,4.629,92.6
like professional,2,4.400,88.0
of components,2,4.400,88.0
on they,2,4.400,88.0
seshadri b,2,4.400,88.0
involves a,4,4.400,88.0
internship on,7,4.486,89.7
and does,6,4.533,90.7
excellent beyond,2,4.400,88.0
the regular,2,4.400,88.0
finance coding,2,4.400,88.0
excellent breakthrough,2,4.400,88.0
t bright,2,4.400,88.0
excellent well,2,4.400,88.0
and second,11,4.291,85.8
regular department,2,4.400,88.0
vs varsha,2,4.400,88.0
not support,4,4.400,88.0
bright although,2,4.400,88.0
funded research,2,4.400,88.0
thinking etc,2,4.400,88.0
department emphasises,2,4.400,88.0
study need,2,4.400,88.0
or engineering,2,4.400,88.0
varsha seshadri,2,4.400,88.0
mailing infrastructure,2,4.400,88.0
components like,2,4.400,88.0
activities just,2,4.400,88.0
a proxy,2,4.400,88.0
campus isn,2,4.400,88.0
some core,8,4.575,91.5
being somewhere,2,4.400,88.0
first and,15,4.320,86.4
emphasises on,2,4.400,88.0
core activities,2,4.400,88.0
though are,2,4.400,88.0
some excellent,4,4.700,94.0
breakthrough research,2,4.400,88.0
basis in,2,4.400,88.0
wifi is,4,4.250,85.0
department or,2,4.400,88.0
institute area,10,4.340,86.8
the prospect,2,4.400,88.0
a sharing,4,4.450,89.0
coding operations,2,4.400,88.0
friendly wifi,2,4.400,88.0
them may,2,4.400,88.0
support non,2,4.400,88.0
as internships,4,4.100,82.0
prospect of,2,4.400,88.0
vardhman group,2,4.100,82.0
methods some,4,4.050,81.0
placements his,2,4.100,82.0
the theoretical,8,4.369,87.4
vc vidushi,2,4.100,82.0
in regularly,2,4.100,82.0
implication rather,2,4.100,82.0
industries the,7,4.536,90.7
boys is,4,4.500,90.0
designed keeping,4,3.900,78.0
practical implication,2,4.100,82.0
years poses,2,4.100,82.0
regularly evaluated,2,4.100,82.0
they the,2,4.100,82.0
poses a,2,4.100,82.0
evaluated by,2,4.100,82.0
food well,2,4.100,82.0
importance of,8,4.300,86.0
equipment also,2,4.100,82.0
only percent,4,4.200,84.0
girls all,2,4.100,82.0
at practical,2,4.100,82.0
people faculty,2,4.100,82.0
beyond expectation,2,4.100,82.0
at vardhman,2,4.100,82.0
of junior,2,4.100,82.0
maintained infrastructure,4,4.350,87.0
analyst fresher,2,4.100,82.0
and decent,10,4.480,89.6
more vc,2,4.100,82.0
changulani b,2,4.100,82.0
expectation a,2,4.100,82.0
my internship,8,4.725,94.5
kind even,2,4.100,82.0
problem as,4,4.300,86.0
fresher engineer,2,4.100,82.0
k per,20,4.790,95.8
vidushi changulani,2,4.100,82.0
sharing room,16,4.500,90.0
practical level,2,4.100,82.0
accommodate only,4,4.300,86.0
use at,2,4.100,82.0
courses reviewed,5,4.720,94.4
part yes,2,4.100,82.0
yes sharing,2,4.100,82.0
other members,2,4.100,82.0
only people,2,4.100,82.0
his year,2,4.100,82.0
management yes,2,4.100,82.0
recently in,4,4.250,85.0
junior analyst,2,4.100,82.0
of boys,4,4.250,85.0
use very,2,4.100,82.0
the interactive,2,4.600,92.0
mncs etc,2,4.600,92.0
never been,4,4.700,94.0
market faculty,2,4.600,92.0
of special,2,4.600,92.0
exposure involved,2,4.600,92.0
d some,2,4.600,92.0
preferences there,2,4.600,92.0
worthwhile experience,2,4.600,92.0
just so,2,4.600,92.0
gyms etc,2,4.600,92.0
allowance of,2,4.600,92.0
aggressive hiring,2,4.600,92.0
psus banks,2,4.600,92.0
cricket athletics,2,4.600,92.0
with fields,2,4.600,92.0
nearby market,2,4.600,92.0
s preferences,2,4.600,92.0
sports gyms,2,4.600,92.0
outlets in,4,4.600,92.0
saw aggressive,2,4.600,92.0
options from,2,4.600,92.0
motivated individuals,2,4.600,92.0
for writing,2,4.600,92.0
experience either,2,4.600,92.0
proper connectivity,2,4.600,92.0
certainly work,2,4.600,92.0
means infrastructure,2,4.600,92.0
pitches for,2,4.600,92.0
dj dhawal,2,4.600,92.0
never faced,12,4.633,92.7
were modest,2,4.600,92.0
pools indoor,2,4.600,92.0
is comprehensive,2,4.600,92.0
attractive packages,2,4.600,92.0
no nonsense,2,4.600,92.0
banks consultancies,2,4.600,92.0
either show,2,4.600,92.0
dhaba to,2,4.600,92.0
with allowance,2,4.600,92.0
internet when,2,4.600,92.0
year stay,4,4.750,95.0
eat outside,2,4.600,92.0
members help,2,4.600,92.0
general purposes,2,4.600,92.0
special attention,2,4.600,92.0
writing as,2,4.600,92.0
athletics basketball,2,4.600,92.0
fine all,2,4.600,92.0
we wish,4,4.350,87.0
averaging lakhs,2,4.600,92.0
campus dhaba,2,4.600,92.0
of corporate,2,4.600,92.0
purposes in,4,4.700,94.0
attention by,2,4.600,92.0
boards to,2,4.600,92.0
ppts or,4,4.800,96.0
lakhs across,2,4.600,92.0
seriously they,2,4.600,92.0
never a,2,4.600,92.0
a worthwhile,2,4.600,92.0
individuals and,2,4.600,92.0
dhawal jain,2,4.600,92.0
compulsory industry,2,4.600,92.0
season in,4,4.600,92.0
too most,5,4.480,89.6
cell as,2,4.600,92.0
ratio often,2,4.600,92.0
are modest,2,4.600,92.0
consultancies mncs,2,4.600,92.0
football swimming,2,4.600,92.0
modest sometimes,2,4.600,92.0
encourage us,12,4.617,92.3
packages averaging,6,4.400,88.0
is proper,8,4.581,91.6
institutions psus,2,4.600,92.0
nearby in,2,4.600,92.0
campus means,4,4.800,96.0
fact i,4,4.600,92.0
doc mostly,2,4.600,92.0
cell pitches,2,4.600,92.0
coursework as,6,4.700,94.0
them now,2,4.600,92.0
an exhaustive,6,4.700,94.0
are motivated,2,4.600,92.0
comprehensive with,2,4.600,92.0
but otherwise,8,4.550,91.0
specific infrastructural,2,4.600,92.0
connectivity we,2,4.600,92.0
no compulsory,4,4.800,96.0
permissions from,2,4.600,92.0
art these,2,4.600,92.0
to either,2,4.600,92.0
absolutely no,3,4.733,94.7
involved however,2,4.600,92.0
work towards,2,4.600,92.0
research institutions,6,4.633,92.7
show ppts,2,4.600,92.0
towards an,2,4.600,92.0
often depends,2,4.600,92.0
and eat,4,4.550,91.0
by off,2,4.600,92.0
project to,2,4.600,92.0
corporate firms,2,4.600,92.0
the outlets,4,4.750,95.0
modest the,2,4.600,92.0
our coursework,2,4.600,92.0
nonsense about,2,4.600,92.0
from according,4,4.500,90.0
with permissions,2,4.600,92.0
for general,6,4.467,89.3
interactive boards,2,4.600,92.0
about them,5,4.480,89.6
from research,2,4.600,92.0
either through,4,4.600,92.0
exhaustive list,2,4.600,92.0
held very,10,4.600,92.0
exposure motivated,2,4.600,92.0
worthwhile internship,2,4.600,92.0
wonderful exposure,2,4.600,92.0
now use,2,4.600,92.0
company comes,4,4.350,87.0
for academic,16,4.469,89.4
one plans,2,4.600,92.0
persons depending,2,4.600,92.0
tennis basketball,8,4.725,94.5
them which,4,4.450,89.0
slides on,2,4.600,92.0
mark they,4,4.750,95.0
art instruments,2,4.600,92.0
field iitd,2,4.600,92.0
or persons,2,4.600,92.0
facilities low,2,4.600,92.0
again this,2,4.600,92.0
including icici,2,4.600,92.0
stipend in,8,4.525,90.5
jatin mittal,2,4.600,92.0
person got,2,4.600,92.0
wifi facility,2,4.600,92.0
iitd faculty,2,4.600,92.0
useful only,2,4.600,92.0
jobs including,2,4.600,92.0
blackboard teaching,4,4.450,89.0
one person,6,4.600,92.0
companies hardly,2,4.600,92.0
arranged internship,2,4.600,92.0
bank exl,2,4.600,92.0
exl and,2,4.600,92.0
doubt but,6,4.233,84.7
field lawn,4,4.700,94.0
such company,2,4.600,92.0
company or,14,4.757,95.1
or university,4,4.600,92.0
have industrial,4,4.200,84.0
his doubts,2,4.600,92.0
as companies,4,4.650,93.0
take many,4,4.750,95.0
go some,2,4.600,92.0
can assume,4,3.800,76.0
firms but,2,4.600,92.0
assistant with,2,4.600,92.0
companies is,4,4.800,96.0
big cricket,6,4.400,88.0
checkup to,2,4.600,92.0
land area,2,4.600,92.0
are overall,6,4.200,84.0
wifi access,2,4.600,92.0
competitive for,2,4.600,92.0
have teaching,10,4.340,86.8
any university,2,4.600,92.0
tasty hostel,4,4.450,89.0
purpose called,2,4.600,92.0
still unplaced,2,4.600,92.0
athletics hockey,2,4.600,92.0
living and,3,4.333,86.7
when someone,4,4.300,86.0
just living,2,4.600,92.0
a dip,2,4.600,92.0
that tasty,2,4.600,92.0
has in,4,4.350,87.0
all iitd,2,4.600,92.0
doubts so,6,4.483,89.7
free checkup,2,4.600,92.0
part it,2,4.600,92.0
outlets around,2,4.600,92.0
with hygienic,2,4.600,92.0
instruments a,2,4.600,92.0
on projector,2,4.600,92.0
someone raises,2,4.600,92.0
conditioned iitd,2,4.600,92.0
other consulting,2,4.600,92.0
which year,2,4.600,92.0
many candidates,2,4.600,92.0
companies this,2,4.600,92.0
food infrastructure,2,4.600,92.0
room sharing,2,4.600,92.0
time didn,2,4.600,92.0
jm jatin,2,4.600,92.0
on company,2,4.600,92.0
libraries any,2,4.600,92.0
trips but,2,4.600,92.0
helpful jm,2,4.600,92.0
with big,4,4.600,92.0
than last,2,4.600,92.0
full wifi,4,4.350,87.0
concerned again,2,4.600,92.0
too labs,2,4.600,92.0
large land,2,4.600,92.0
teach via,2,4.600,92.0
industrial trips,5,4.680,93.6
has wifi,4,4.550,91.0
hardly come,2,4.600,92.0
area has,6,4.367,87.3
unplaced overall,2,4.600,92.0
via slides,2,4.600,92.0
academic purpose,2,4.600,92.0
covers just,2,4.600,92.0
projector student,2,4.600,92.0
dip than,2,4.600,92.0
want your,2,4.300,86.0
hostels whereas,2,4.300,86.0
now preparing,2,4.300,86.0
full access,4,4.338,86.8
effective and,6,4.500,90.0
not eager,2,4.300,86.0
for even,2,4.300,86.0
satisfactory jobs,2,4.300,86.0
cv would,2,4.300,86.0
complain and,2,4.300,86.0
whereas old,2,4.300,86.0
and ias,2,4.300,86.0
confusing but,2,4.300,86.0
former iit,2,4.300,86.0
by lan,2,4.300,86.0
ms manish,2,4.300,86.0
including scifinder,2,4.300,86.0
there subject,2,4.300,86.0
made hostels,2,4.300,86.0
specialist from,2,4.300,86.0
called feedback,2,4.300,86.0
any core,2,4.300,86.0
any thing,4,4.350,87.0
interested placements,2,4.300,86.0
checkup you,2,4.300,86.0
want if,2,4.300,86.0
bit confusing,2,4.300,86.0
look a,2,4.300,86.0
complete the,8,4.450,89.0
a procedure,2,4.300,86.0
any post,2,4.300,86.0
scifinder you,2,4.300,86.0
jobs they,10,4.440,88.8
get change,2,4.300,86.0
branch student,2,4.300,86.0
almost mad,2,4.300,86.0
cannot hold,2,4.300,86.0
site including,2,4.300,86.0
syllabus course,2,4.300,86.0
simple if,2,4.300,86.0
lan or,2,4.300,86.0
look good,6,4.600,92.0
responsibility in,2,4.300,86.0
ias exams,2,4.300,86.0
t mess,2,4.300,86.0
can destroy,2,4.300,86.0
use them,5,4.560,91.2
you some,4,4.350,87.0
something called,2,4.300,86.0
get majority,2,4.300,86.0
student do,2,4.300,86.0
need are,2,4.300,86.0
here classrooms,4,4.550,91.0
subject most,2,4.300,86.0
to something,4,4.400,88.0
not look,4,4.450,89.0
research then,6,4.433,88.7
can stay,10,4.220,84.4
iit student,6,4.533,90.7
than you,13,4.538,90.8
week that,2,4.300,86.0
to wait,7,4.629,92.6
enough as,2,4.300,86.0
special checkup,2,4.300,86.0
iim and,2,4.300,86.0
they even,16,4.625,92.5
strict as,7,4.286,85.7
by if,2,4.300,86.0
place you,4,4.550,91.0
big issue,2,4.300,86.0
change things,2,4.300,86.0
professor as,2,4.300,86.0
so your,2,4.300,86.0
research paper,8,4.519,90.4
wait for,6,4.600,92.0
cgpa is,12,4.504,90.1
get satisfactory,2,4.300,86.0
in newly,2,4.300,86.0
majority hostel,2,4.300,86.0
too if,2,4.300,86.0
use either,2,4.300,86.0
help but,5,4.260,85.2
eager to,6,4.667,93.3
online too,3,4.400,88.0
operates online,2,4.300,86.0
procedure that,2,4.300,86.0
career most,2,4.300,86.0
are managed,6,4.425,88.5
manish suthar,2,4.300,86.0
is effective,2,4.300,86.0
aiims visit,2,4.300,86.0
even don,2,4.300,86.0
mad don,2,4.300,86.0
study labs,2,4.300,86.0
iit games,2,4.300,86.0
destroy your,2,4.300,86.0
textile branch,2,4.300,86.0
it operates,8,4.475,89.5
newly made,2,4.300,86.0
post of,4,4.550,91.0
here by,2,4.300,86.0
as textile,2,4.300,86.0
suthar b,4,4.450,89.0
curriculum may,4,4.500,90.0
system are,2,4.300,86.0
exceptionally great,2,4.300,86.0
superb as,2,4.300,86.0
may look,2,4.300,86.0
by hostel,2,4.300,86.0
some specialist,2,4.300,86.0
from finance,4,4.550,91.0
paper site,2,4.300,86.0
more ms,2,4.300,86.0
for special,2,4.300,86.0
great former,2,4.300,86.0
go cgpa,2,4.300,86.0
followed quality,2,4.300,86.0
things if,4,4.500,90.0
either by,2,4.300,86.0
jobs reviewed,3,4.333,86.7
hold any,2,4.300,86.0
tech system,2,4.300,86.0
student doesn,2,4.300,86.0
however due,6,4.475,89.5
expect with,2,4.300,86.0
who prepared,2,4.300,86.0
output from,2,4.300,86.0
infrastructure spread,2,4.300,86.0
theatre for,2,4.300,86.0
center for,14,4.643,92.9
everyone till,2,4.300,86.0
usually use,2,4.300,86.0
market situation,2,4.300,86.0
was relatively,2,4.300,86.0
batch however,2,4.300,86.0
for organising,2,4.300,86.0
organising functions,2,4.300,86.0
situation this,2,4.300,86.0
acres nice,2,4.300,86.0
mayank sahu,2,4.300,86.0
helpful ms,4,4.500,90.0
them decently,2,4.300,86.0
members than,2,4.300,86.0
overall anyone,2,4.300,86.0
less hiring,2,4.300,86.0
decently got,2,4.300,86.0
sahu discontinued,4,4.450,89.0
got through,8,4.775,95.5
the situations,2,4.300,86.0
lectures they,4,4.500,90.0
which used,2,4.300,86.0
ms mayank,2,4.300,86.0
the organized,2,4.300,86.0
program which,2,4.300,86.0
hiring but,2,4.300,86.0
hockey facilities,2,4.300,86.0
complexes athletics,2,4.300,86.0
functions and,2,4.300,86.0
gets through,2,4.300,86.0
organized lectures,2,4.300,86.0
situations and,2,4.300,86.0
field with,6,4.433,88.7
internship program,4,4.650,93.0
relatively less,4,4.150,83.0
till infrastructure,2,4.300,86.0
be mandatory,2,4.300,86.0
ensure maximum,2,4.300,86.0
maintained to,2,4.300,86.0
athletics football,4,4.500,90.0
nice green,2,4.300,86.0
learn whatever,4,4.400,88.0
found to,2,3.800,76.0
though i,4,4.100,82.0
charge and,2,3.800,76.0
have tennis,2,3.800,76.0
out there,5,4.560,91.2
them but,8,4.300,86.0
ground etc,4,4.400,88.0
camaraderie placements,2,3.800,76.0
vm vishal,2,3.800,76.0
sometimes not,3,4.067,81.3
condition this,2,3.800,76.0
awesome though,2,3.800,76.0
of programming,3,4.333,86.7
offense to,2,3.800,76.0
sessions no,2,3.800,76.0
soon you,3,3.867,77.3
of placed,3,3.933,78.7
be pleased,2,3.800,76.0
programming skills,4,4.300,86.0
more vm,6,4.600,92.0
just m,2,3.800,76.0
filled life,2,3.800,76.0
anyways there,2,3.800,76.0
old now,3,4.400,88.0
other outlets,5,4.600,92.0
anything that,3,4.200,84.0
academia the,2,3.800,76.0
skills would,2,3.800,76.0
crore plus,4,4.300,86.0
skills sometimes,2,3.800,76.0
are comparatively,7,4.171,83.4
interests placements,5,4.600,92.0
lacks teaching,2,3.800,76.0
after sometime,3,4.267,85.3
conduct lab,2,3.800,76.0
hence with,2,3.800,76.0
least there,2,3.800,76.0
pleased we,2,3.800,76.0
court football,4,4.400,88.0
awesome library,4,4.450,89.0
situation in,2,3.800,76.0
varieties each,2,3.800,76.0
campus size,6,4.300,86.0
plus and,2,3.800,76.0
end and,4,4.300,86.0
hospital here,4,4.150,83.0
court swimming,2,3.800,76.0
batch members,2,3.800,76.0
fun filled,4,3.900,78.0
whatever you,16,4.416,88.3
need related,4,4.050,81.0
or qualified,2,3.800,76.0
them lacks,2,3.800,76.0
acre situation,2,3.800,76.0
less infrastructure,4,4.000,80.0
sometimes just,4,3.962,79.2
of camaraderie,2,3.800,76.0
no offense,2,3.800,76.0
decent varieties,2,3.800,76.0
is ample,8,4.550,91.0
to academia,2,3.800,76.0
ccd and,9,4.689,93.8
of whatever,2,3.800,76.0
labs faculty,10,4.620,92.4
their senior,2,3.800,76.0
highest goes,11,4.309,86.2
instance anyways,2,3.800,76.0
up programming,2,3.800,76.0
well since,2,3.800,76.0
a ccd,5,4.560,91.2
great help,2,3.800,76.0
get selected,5,4.600,92.0
suggest taking,2,3.800,76.0
sometime the,3,4.267,85.3
always the,2,3.800,76.0
money fun,2,3.800,76.0
my placements,6,4.233,84.7
s end,2,3.800,76.0
equipment one,3,4.400,88.0
too who,3,3.533,70.7
single instance,2,3.800,76.0
to though,2,3.800,76.0
efficient way,8,4.500,90.0
consultants analysts,2,4.000,80.0
aiims regularly,2,4.000,80.0
is phd,6,4.533,90.7
defined number,2,4.000,80.0
students available,2,4.000,80.0
session iit,2,4.000,80.0
not from,6,4.433,88.7
i t,2,4.000,80.0
facility etc,6,4.267,85.3
business consultants,2,4.000,80.0
around faculty,10,4.380,87.6
structure named,2,4.000,80.0
into another,2,4.000,80.0
of minimum,2,4.000,80.0
delhi begins,2,4.000,80.0
an efficient,10,4.520,90.4
quite receptive,2,4.000,80.0
management firms,2,4.000,80.0
free consultation,2,4.000,80.0
built structure,2,4.000,80.0
semester from,2,4.000,80.0
coding the,8,4.225,84.5
minimum lakhs,2,4.000,80.0
one tutorial,2,4.000,80.0
t firms,2,4.000,80.0
discuss the,4,3.750,75.0
or student,2,4.000,80.0
roles and,12,4.592,91.8
allows companies,2,4.000,80.0
way different,2,4.000,80.0
things all,4,4.500,90.0
or practical,3,4.067,81.3
some basic,4,4.300,86.0
placement session,20,4.560,91.2
aspects there,2,4.000,80.0
area x,2,4.000,80.0
activities each,5,4.480,89.6
course better,4,4.350,87.0
area all,2,4.000,80.0
consultants management,2,4.000,80.0
hospital remains,2,4.000,80.0
firms start,2,4.000,80.0
then one,2,4.000,80.0
it understand,2,4.000,80.0
delhi allows,2,4.000,80.0
profiles of,6,4.533,90.7
dheeraj sharma,2,4.000,80.0
maintained grounds,2,4.000,80.0
professors focus,2,4.000,80.0
theory classes,6,4.500,90.0
class or,6,4.533,90.7
financing and,2,4.000,80.0
outdated the,2,4.000,80.0
campus area,15,4.627,92.5
or after,2,4.000,80.0
session of,8,4.475,89.5
st december,6,4.633,92.7
ask during,2,4.000,80.0
visit there,4,4.250,85.0
communicate it,2,4.000,80.0
other category,2,4.000,80.0
offered job,6,4.367,87.3
in coding,15,4.640,92.8
sac or,2,4.000,80.0
small number,4,4.100,82.0
receptive to,4,4.100,82.0
annum companies,4,4.000,80.0
job to,2,4.000,80.0
others focus,2,4.000,80.0
firms also,2,4.000,80.0
better almost,2,4.000,80.0
are theory,2,4.000,80.0
numbers iit,2,4.000,80.0
credits of,2,4.000,80.0
classes of,6,4.300,86.0
helpful ds,4,4.250,85.0
doubts students,2,4.000,80.0
begins after,2,4.000,80.0
each branch,8,4.575,91.5
some defined,2,4.000,80.0
any emergency,6,4.667,93.3
figures infrastructure,2,4.000,80.0
december most,2,4.000,80.0
canteens available,8,4.650,93.0
lan facility,8,4.625,92.5
management consultants,2,4.000,80.0
firms financing,2,4.000,80.0
to six,2,4.000,80.0
lhc the,4,3.450,69.0
different teaching,4,4.300,86.0
grounds sac,2,4.000,80.0
even assistant,2,4.000,80.0
doctors from,8,4.150,83.0
six figures,2,4.000,80.0
is transferred,2,4.000,80.0
different facility,2,4.000,80.0
further as,2,4.000,80.0
aiims sports,2,4.000,80.0
practical lab,2,4.000,80.0
ds dheeraj,2,4.000,80.0
limited numbers,2,4.000,80.0
poor as,2,4.000,80.0
she is,2,4.000,80.0
complex or,2,4.000,80.0
student so,6,4.367,87.3
help reviewed,2,4.400,88.0
undergraduates are,2,4.000,80.0
ups i,2,4.000,80.0
and doctors,2,4.000,80.0
consultation free,2,4.000,80.0
or lhc,2,4.000,80.0
not communicate,6,4.533,90.7
managers software,2,4.000,80.0
in limited,2,4.000,80.0
phd students,8,4.525,90.5
it further,2,4.000,80.0
class universities,4,4.200,84.0
their professors,8,4.525,90.5
tennis facility,4,4.300,86.0
different professors,4,4.300,86.0
of undergraduates,2,4.000,80.0
branch come,2,4.000,80.0
times hostel,2,4.400,88.0
avinash kumar,2,4.400,88.0
bharti discontinued,2,4.400,88.0
other please,2,4.400,88.0
possible and,6,4.467,89.3
obviously many,2,4.400,88.0
established companies,2,4.400,88.0
ak avinash,2,4.400,88.0
international internship,2,4.400,88.0
kumar bharti,2,4.400,88.0
failed due,2,4.400,88.0
least do,2,4.400,88.0
witnessed after,2,4.400,88.0
lan speed,10,4.620,92.4
fi has,8,4.175,83.5
low speed,4,4.450,89.0
any start,2,4.400,88.0
please try,2,4.400,88.0
speed has,2,4.400,88.0
good according,6,4.300,86.0
ups saw,2,4.400,88.0
us never,2,4.400,88.0
a bumper,2,4.400,88.0
applied only,2,4.400,88.0
interactive too,2,4.400,88.0
never paid,2,4.400,88.0
cash crunch,2,4.400,88.0
but obviously,6,4.333,86.7
sound knowledge,4,4.350,87.0
placement seriously,2,4.400,88.0
during startups,2,4.400,88.0
contracts wi,2,4.400,88.0
internship prepare,2,4.400,88.0
fdi came,2,4.400,88.0
no low,2,4.400,88.0
startups failed,2,4.400,88.0
infrastructure up,2,4.400,88.0
paid heed,2,4.400,88.0
interns seriously,2,4.400,88.0
as fdi,2,4.400,88.0
repairing and,2,4.400,88.0
heed the,2,4.400,88.0
to india,2,4.400,88.0
i applied,6,4.800,96.0
seriously and,6,4.433,88.7
anymore from,2,4.400,88.0
crunch infrastructure,2,4.400,88.0
to cash,2,4.400,88.0
good repairing,2,4.400,88.0
been witnessed,2,4.400,88.0
date equipment,2,4.400,88.0
bumper placement,2,4.400,88.0
they refer,4,4.300,86.0
and servicing,2,4.400,88.0
cgpa at,4,4.450,89.0
from last,4,4.600,92.0
other established,2,4.400,88.0
and try,13,4.446,88.9
after third,2,4.400,88.0
were interactive,2,4.400,88.0
that medical,2,4.400,88.0
classes were,6,4.500,90.0
too industry,2,4.400,88.0
servicing contracts,2,4.400,88.0
compulsory anymore,2,4.400,88.0
have sound,2,4.400,88.0
aiims many,2,4.400,88.0
fine other,3,4.400,88.0
your interns,2,4.400,88.0
ehsaan loy,2,4.800,96.0
equipped features,2,4.800,96.0
working hospital,2,4.800,96.0
projecting slides,2,4.800,96.0
heard of,5,4.760,95.2
full equipped,2,4.800,96.0
arijit singh,2,4.800,96.0
of importance,2,4.800,96.0
and writing,2,4.800,96.0
splendid in,2,4.800,96.0
annual technical,6,4.667,93.3
singh performing,2,4.800,96.0
bidgley microsoft,2,4.800,96.0
are splendid,3,4.867,97.3
the video,4,4.650,93.0
and shekhar,2,4.800,96.0
is gb,4,4.850,97.0
importance here,4,4.838,96.8
shankar ehsaan,2,4.800,96.0
seriously reviewed,2,4.300,86.0
equipped hr,2,4.800,96.0
boards are,6,4.700,94.0
writing on,2,4.800,96.0
slides or,2,4.800,96.0
super knowledgeable,4,4.800,96.0
little less,10,4.610,92.2
salaries were,4,4.550,91.0
highest here,2,4.800,96.0
like vishal,2,4.800,96.0
slides playing,2,4.800,96.0
fest tryst,9,4.556,91.1
loy arijit,2,4.800,96.0
rooms from,10,4.800,96.0
vishal and,2,4.800,96.0
on boards,2,4.800,96.0
many stars,2,4.800,96.0
disclosed by,2,4.800,96.0
used but,2,4.800,96.0
rr rohit,2,4.800,96.0
shekhar shankar,2,4.800,96.0
like projecting,2,4.800,96.0
always with,2,4.800,96.0
limited use,2,4.800,96.0
tryst world,2,4.800,96.0
snapdeal bidgley,2,4.800,96.0
and technicians,2,4.800,96.0
playing the,2,4.800,96.0
am but,4,4.650,93.0
invited and,2,4.800,96.0
playing videos,2,4.800,96.0
sachs visited,2,4.800,96.0
a stipend,12,4.483,89.7
hr working,2,4.800,96.0
performing in,2,4.800,96.0
technicians are,2,4.800,96.0
stars like,2,4.800,96.0
lowest salaries,2,4.800,96.0
or playing,2,4.800,96.0
a limited,2,4.800,96.0
features for,2,4.800,96.0
and ies,2,5.000,100.0
session is,4,4.950,99.0
really easy,8,4.775,95.5
major contribution,2,5.000,100.0
prakash b,6,4.733,94.7
our professor,4,4.900,98.0
contribution areas,2,5.000,100.0
can consult,2,5.000,100.0
now that,4,4.800,96.0
in continuous,2,5.000,100.0
with attending,2,5.000,100.0
continuous contact,2,5.000,100.0
cool actually,2,5.000,100.0
jobs each,4,4.050,81.0
actually as,2,5.000,100.0
jp jai,2,5.000,100.0
how our,2,5.000,100.0
have inter,6,4.633,92.7
classes now,3,4.733,94.7
ies preparations,2,5.000,100.0
learn iit,2,5.000,100.0
preparations all,2,5.000,100.0
tournaments each,2,5.000,100.0
exams along,2,5.000,100.0
us makes,2,5.000,100.0
but how,6,5.000,100.0
startups teaching,2,5.000,100.0
fast and,8,5.000,100.0
professor anytime,4,4.700,94.0
delhi comes,2,5.000,100.0
placements session,2,5.000,100.0
are nearby,2,5.000,100.0
