ngram,reviews_mentioning_ngram,avg_rating_0_5,avg_rating_percent
slides are used,4,4.500,90.0
sm sourav mishra,2,4.500,90.0
time and medical,2,4.500,90.0
jobs are offered,6,4.467,89.3
separate buildings for,12,4.683,93.7
class the new,2,4.500,90.0
percentage of chemical,2,4.500,90.0
helpful sm sourav,2,4.500,90.0
bombay and insight,2,4.500,90.0
is provided right,2,4.500,90.0
hostels need to,2,4.500,90.0
blackboard and chalk,2,4.500,90.0
paying jobs are,4,4.300,86.0
that these huge,2,4.900,98.0
planed other iitb,2,4.900,98.0
unlimited free wi,2,4.900,98.0
their skills infrastructure,4,4.950,99.0
some teach on,2,4.900,98.0
organised by students,6,4.833,96.7
studwnts gets placed,2,4.900,98.0
finance all come,2,4.900,98.0
separate courts for,4,4.700,94.0
analytical or fmcg,2,4.900,98.0
connections in room,2,4.900,98.0
give blazimg fast,2,4.900,98.0
core like consulting,2,4.900,98.0
is well planed,2,4.900,98.0
all over theworl,2,4.900,98.0
for jee to,4,4.850,97.0
country almost of,2,4.900,98.0
jee to get,4,4.850,97.0
use slides and,2,4.900,98.0
also for curricular,2,4.900,98.0
areas classes and,2,4.900,98.0
come and students,2,4.900,98.0
and the largest,7,4.800,96.0
activities there is,4,4.500,90.0
provides free healthcare,2,4.900,98.0
healthcare to the,2,4.900,98.0
prepare very well,6,4.167,83.3
too curriculum is,2,4.900,98.0
the prof some,2,4.900,98.0
there inside the,2,4.900,98.0
method varies with,2,4.900,98.0
that give blazimg,2,4.900,98.0
holds the largest,2,4.900,98.0
teach on board,2,4.900,98.0
boring teaching method,2,4.900,98.0
iitb holds the,2,4.900,98.0
or phds the,2,4.900,98.0
or fmcg or,2,4.900,98.0
renowned all over,2,4.900,98.0
students banks and,2,4.900,98.0
these huge fests,2,4.900,98.0
like other prfs,2,4.900,98.0
get the exposure,2,4.900,98.0
and the amazing,2,4.900,98.0
highest is crore,4,4.950,99.0
classes are fully,8,4.725,94.5
of research work,4,4.750,95.0
there is gumkhana,2,4.900,98.0
sports and activities,4,4.600,92.0
room that give,2,4.900,98.0
conditioned also for,2,4.900,98.0
money prepare very,2,4.900,98.0
also there inside,2,4.900,98.0
asian techfest and,2,4.900,98.0
the exposure this,2,4.900,98.0
work teaching is,2,4.900,98.0
well for jee,2,4.900,98.0
placement is ome,2,4.900,98.0
like consulting analytical,4,4.850,97.0
consulting analytical or,2,4.900,98.0
on board others,2,4.900,98.0
that provides free,6,4.767,95.3
other iitb holds,2,4.900,98.0
big firms in,2,4.900,98.0
speeds classes are,2,4.900,98.0
companies and others,2,4.900,98.0
one to f,2,4.900,98.0
of asian mood,2,4.900,98.0
in helping ge,2,4.900,98.0
provides and liv,2,4.900,98.0
and laser yes,2,4.900,98.0
fast speeds classes,2,4.900,98.0
ome of the,2,4.900,98.0
is one to,2,4.900,98.0
the students banks,2,4.900,98.0
industry exposure too,8,4.675,93.5
in public areas,2,4.900,98.0
are given jobs,2,4.900,98.0
atms are also,2,4.900,98.0
the acre campus,4,4.850,97.0
fields be it,4,4.800,96.0
given jobs according,2,4.900,98.0
around lpa big,2,4.900,98.0
asian mood indigo,2,4.900,98.0
ge amount of,2,4.900,98.0
to f the,2,4.900,98.0
all come and,2,4.900,98.0
college provides and,2,4.900,98.0
very well for,8,4.375,87.5
festival of asian,2,4.900,98.0
classes and lan,2,4.900,98.0
amount of research,2,4.900,98.0
prof some teach,2,4.900,98.0
and activities also,2,4.900,98.0
skills infrastructure infrastructure,2,4.900,98.0
inside the acre,2,4.900,98.0
are separate courts,4,4.750,95.0
and involved in,6,4.433,88.7
research work teaching,2,4.900,98.0
is that these,2,4.900,98.0
air conditioned also,2,4.900,98.0
liv placements placement,2,4.900,98.0
well planed other,2,4.900,98.0
college to get,6,4.733,94.7
is gumkhana where,2,4.900,98.0
gets placed in,10,4.740,94.8
for startups or,4,4.350,87.0
acre campus faculty,2,4.900,98.0
hospital that provides,4,4.750,95.0
phds the highest,2,4.900,98.0
exposure this college,2,4.900,98.0
exposure too curriculum,2,4.900,98.0
huge fests are,2,4.900,98.0
with the prof,2,4.900,98.0
others use slides,2,4.900,98.0
prfs boring teaching,2,4.900,98.0
of studwnts gets,2,4.900,98.0
lowest is around,33,4.570,91.4
startups or phds,2,4.900,98.0
is like other,2,4.900,98.0
board others use,2,4.900,98.0
it core or,2,4.900,98.0
techfest and the,2,4.900,98.0
very renowned all,2,4.900,98.0
yes we get,2,4.900,98.0
is ome of,2,4.900,98.0
there is hospital,8,4.750,95.0
in the companies,8,4.525,90.5
teaching method varies,6,4.700,94.0
almost of studwnts,2,4.900,98.0
teaching is like,2,4.900,98.0
indigo and the,2,4.900,98.0
the amazing thing,2,4.900,98.0
of asian techfest,2,4.900,98.0
the fields be,2,4.900,98.0
and others go,4,4.600,92.0
gumkhana where there,2,4.900,98.0
there are unlimited,2,4.900,98.0
helping ge amount,2,4.900,98.0
to their skills,2,4.900,98.0
public areas classes,2,4.900,98.0
and liv placements,2,4.900,98.0
fi in public,2,4.900,98.0
lpa big firms,2,4.900,98.0
for money prepare,2,4.900,98.0
slides and laser,2,4.900,98.0
over theworl and,2,4.900,98.0
be it core,2,4.900,98.0
for curricular activities,2,4.900,98.0
f the best,2,4.900,98.0
the companies and,4,4.950,99.0
curricular activities there,4,4.700,94.0
activities also there,2,4.900,98.0
firms in all,2,4.900,98.0
is hospital that,2,4.900,98.0
involved in helping,2,4.900,98.0
or finance all,2,4.900,98.0
infrastructure is one,4,4.600,92.0
are unlimited free,2,4.900,98.0
theworl and involved,2,4.900,98.0
are very renowned,2,4.900,98.0
other prfs boring,2,4.900,98.0
jobs according to,4,4.800,96.0
fmcg or finance,2,4.900,98.0
in room that,2,4.900,98.0
and lan connections,2,4.900,98.0
laser yes we,2,4.900,98.0
blazimg fast speeds,2,4.900,98.0
free healthcare to,2,4.900,98.0
the country almost,5,4.800,96.0
money you should,4,4.150,83.0
the courses make,6,4.467,89.3
roles the courses,2,4.200,84.0
flipkart amazon meesho,2,4.200,84.0
pranjal gupta b,3,4.667,93.3
of exams ranges,2,4.200,84.0
learn other subjects,2,4.200,84.0
to depending on,2,4.200,84.0
analyst sde ai,2,4.200,84.0
different disciplines the,2,4.200,84.0
learning and other,2,4.200,84.0
hardik singh b,2,4.200,84.0
meesho zomato aditya,2,4.200,84.0
morgan mckinsey bcg,2,4.200,84.0
excellent placements around,3,4.667,93.3
sde ai ml,2,4.200,84.0
teachers are generally,3,4.467,89.3
courses for different,2,4.200,84.0
subjects and aim,2,4.200,84.0
finance roles infrastructure,4,4.350,87.0
from to depending,2,4.200,84.0
american express jp,4,4.550,91.0
of civil engineering,7,4.514,90.3
connectivity scholarships and,4,4.500,90.0
technology batch of,119,4.397,87.9
were built in,12,4.783,95.7
for an iit,2,4.200,84.0
aim for an,2,4.200,84.0
for core textile,2,4.200,84.0
lpa lpa and,12,4.667,93.3
courses make students,2,4.200,84.0
you should choose,2,4.200,84.0
i think everything,4,4.450,89.0
at times the,5,4.480,89.6
they were built,2,4.200,84.0
runs throughout the,2,4.200,84.0
classrooms are dedicated,2,4.200,84.0
and other open,2,4.200,84.0
average food medical,2,4.200,84.0
data analyst sde,2,4.200,84.0
should choose this,2,4.200,84.0
jobs the course,2,4.200,84.0
are business associate,2,4.200,84.0
h hardik singh,2,4.200,84.0
relevant to core,2,4.200,84.0
other open courses,2,4.200,84.0
roles are business,2,4.200,84.0
roles infrastructure wi,4,4.600,92.0
textile learning and,2,4.200,84.0
to hard the,2,4.200,84.0
many events fests,2,4.200,84.0
textile technology batch,102,4.402,88.0
get internships top,4,4.600,92.0
students pass with,3,4.200,84.0
well facilitated as,2,4.200,84.0
extracurricular activities throughout,2,4.200,84.0
disciplines the library,2,4.200,84.0
not well facilitated,2,4.200,84.0
vary from to,2,4.200,84.0
delhi i think,2,4.200,84.0
secure internships in,4,4.900,98.0
vardhman and others,2,4.200,84.0
helpful for core,2,4.200,84.0
branch if you,6,4.333,86.7
others around of,2,4.200,84.0
year hostels are,4,4.150,83.0
the textile department,13,4.538,90.8
and knowledgeable though,3,4.800,96.0
exams ranges from,2,4.200,84.0
and aim for,2,4.200,84.0
the s average,2,4.200,84.0
i want admission,2,4.200,84.0
but may not,3,4.467,89.3
in the textile,8,4.650,93.0
open courses for,2,4.200,84.0
marks vary from,2,4.200,84.0
associate data analyst,2,4.200,84.0
core textile learning,2,4.200,84.0
food medical sports,2,4.200,84.0
an iit college,3,4.400,88.0
and management roles,2,4.200,84.0
mckinsey bcg brain,2,4.200,84.0
hostels have decent,3,4.333,86.7
everything about my,2,4.200,84.0
think everything about,2,4.200,84.0
companies include goldman,6,4.667,93.3
is excellent placements,11,4.527,90.5
the campus labs,6,4.500,90.0
ranges from medium,2,4.200,84.0
bcg brain flipkart,2,4.200,84.0
each year with,3,4.400,88.0
tech course the,4,4.250,85.0
in textile technology,104,4.400,88.0
packages around lpa,3,4.400,88.0
include goldman sachs,6,4.667,93.3
iit delhi i,12,4.300,86.0
to iit delhi,16,4.400,88.0
placed each year,3,4.533,90.7
relevant and provides,5,4.640,92.8
aditya birla trident,2,4.200,84.0
want admission to,2,4.200,84.0
department b tech,2,4.200,84.0
iit college placements,2,4.200,84.0
zomato aditya birla,2,4.200,84.0
facilitated as they,2,4.200,84.0
and basic amenities,3,4.867,97.3
and others around,2,4.200,84.0
lpa lpa the,29,4.586,91.7
other subjects and,2,4.200,84.0
jobs and management,2,4.200,84.0
s average food,2,4.200,84.0
to core textile,2,4.200,84.0
more p pranjal,3,4.400,88.0
the year hostels,2,4.200,84.0
library runs throughout,2,4.200,84.0
this branch if,2,4.200,84.0
tech in textile,102,4.402,88.0
for money you,26,4.462,89.2
textile department b,2,4.200,84.0
business associate data,2,4.200,84.0
amazon meesho zomato,2,4.200,84.0
are moderately difficult,17,4.388,87.8
at iit delhi,199,4.407,88.1
fests connectivity scholarships,2,4.200,84.0
trident vardhman and,2,4.200,84.0
the library runs,2,4.200,84.0
built in the,8,4.725,94.5
pass marks vary,2,4.200,84.0
events fests connectivity,2,4.200,84.0
textile jobs the,2,4.200,84.0
dedicated to core,2,4.200,84.0
textile jobs and,2,4.200,84.0
brain flipkart amazon,2,4.200,84.0
and provides a,7,4.636,92.7
transportation more p,7,4.457,89.1
birla trident vardhman,2,4.200,84.0
from medium to,2,4.200,84.0
management roles the,2,4.200,84.0
and most students,3,4.467,89.3
core textile jobs,2,4.200,84.0
express jp morgan,4,4.550,91.0
for different disciplines,2,4.200,84.0
a good technical,3,4.600,92.0
ml and finance,2,4.200,84.0
empathy for students,2,4.100,82.0
poor with mediocre,2,4.100,82.0
sumit garhwal b,2,4.100,82.0
this year comprises,2,4.100,82.0
and qualified but,7,4.029,80.6
qualified but some,8,4.325,86.5
for consult and,4,4.150,83.0
education system is,6,4.167,83.3
year comprises mainly,2,4.100,82.0
faculty core course,2,4.100,82.0
are poor with,2,4.100,82.0
whereas the humanities,2,4.100,82.0
core course faculty,2,4.100,82.0
knowledgeable and qualified,30,4.333,86.7
for the new,4,4.250,85.0
intern season is,2,4.100,82.0
lack empathy for,2,4.100,82.0
s sumit garhwal,2,4.100,82.0
companies with not,2,4.100,82.0
comprises mainly quant,2,4.100,82.0
food outlets faculty,2,4.100,82.0
mess and poor,2,4.100,82.0
money the intern,2,4.100,82.0
the new batch,2,4.100,82.0
somewhat outdated but,2,4.100,82.0
great on campus,6,4.167,83.3
outlets faculty core,2,4.100,82.0
and pm roles,2,4.100,82.0
since the number,4,4.400,88.0
coming for placements,4,4.150,83.0
not much for,2,4.100,82.0
humanities course professors,2,4.100,82.0
also good placements,4,4.150,83.0
on campus i,2,4.100,82.0
for students whereas,2,4.100,82.0
mainly quant and,2,4.100,82.0
are some great,6,4.233,84.7
pm roles infrastructure,2,4.100,82.0
system is somewhat,2,4.100,82.0
less than expected,4,4.450,89.0
course faculty members,4,4.350,87.0
as strong since,2,4.100,82.0
i feel the,6,4.267,85.3
much for consult,2,4.100,82.0
overall the intern,2,4.100,82.0
but placements are,2,4.100,82.0
poor maintenance sports,2,4.100,82.0
good but placements,2,4.100,82.0
placements the intern,2,4.100,82.0
are good throughout,2,4.100,82.0
season is good,2,4.100,82.0
them lack empathy,2,4.100,82.0
the humanities course,2,4.100,82.0
maintenance sports facilities,2,4.100,82.0
course professors are,4,4.350,87.0
garhwal b tech,2,4.100,82.0
complex infrastructure is,2,4.100,82.0
been renewed for,2,4.100,82.0
the education system,6,4.233,84.7
conditions are poor,2,4.100,82.0
great food outlets,2,4.100,82.0
the intern season,2,4.100,82.0
are great on,4,4.100,82.0
intern season this,2,4.100,82.0
renewed for the,2,4.100,82.0
college lecture hall,2,4.100,82.0
campus i feel,2,4.100,82.0
with mediocre food,2,4.100,82.0
good throughout the,4,4.300,86.0
hall complex infrastructure,2,4.100,82.0
students whereas the,2,4.100,82.0
than expected overall,2,4.100,82.0
some great food,2,4.100,82.0
mediocre food in,2,4.100,82.0
tech companies with,2,4.100,82.0
placements is less,2,4.100,82.0
and poor maintenance,2,4.100,82.0
quant and tech,2,4.100,82.0
consult and pm,2,4.100,82.0
season this year,2,4.100,82.0
the hostel conditions,2,4.100,82.0
not as strong,2,4.100,82.0
and the crowd,6,4.500,90.0
with not much,2,4.100,82.0
feel the education,2,4.100,82.0
the college lecture,2,4.100,82.0
has been renewed,2,4.100,82.0
strong since the,2,4.100,82.0
expected overall the,2,4.100,82.0
there are enough,12,4.750,95.0
labs good lab,2,4.200,84.0
some new faculty,2,4.200,84.0
high tech labs,4,4.250,85.0
it no proper,2,4.200,84.0
keeps a check,2,4.200,84.0
placed is around,4,4.550,91.0
enough resources available,2,4.200,84.0
a check on,2,4.200,84.0
most teachers are,7,4.429,88.6
academic backgrounds the,2,4.200,84.0
explaining and teaching,2,4.200,84.0
good lab staff,2,4.200,84.0
maintenance the quality,2,4.200,84.0
faculty most teachers,5,4.280,85.6
are enough resources,2,4.200,84.0
microsoft oracle etc,2,4.200,84.0
check on it,2,4.200,84.0
sanitation or food,2,4.200,84.0
nobody keeps a,2,4.200,84.0
lab staff large,2,4.200,84.0
done faculty most,2,4.200,84.0
s satwik garg,2,4.200,84.0
and good maintenance,2,4.200,84.0
and spacious classrooms,2,4.200,84.0
in explaining and,2,4.200,84.0
of their academic,4,4.500,90.0
classrooms proper ventilation,2,4.200,84.0
quality checks are,2,4.200,84.0
not make us,6,4.300,86.0
pass marks are,4,4.550,91.0
course are nvidia,2,4.200,84.0
their academic backgrounds,2,4.200,84.0
staff large and,2,4.200,84.0
resources available such,2,4.200,84.0
and teaching but,2,4.200,84.0
new faculty members,4,4.500,90.0
hygiene sanitation or,2,4.200,84.0
faculty though placements,2,4.200,84.0
poor nobody keeps,2,4.200,84.0
oracle etc around,4,4.450,89.0
revised it does,2,4.200,84.0
am absolutely dissatisfied,2,4.200,84.0
spacious classrooms proper,2,4.200,84.0
checks are done,2,4.200,84.0
backgrounds the curriculum,2,4.200,84.0
around the highest,16,4.362,87.2
available such as,4,4.550,91.0
but some new,2,4.200,84.0
are nvidia google,2,4.200,84.0
are done faculty,2,4.200,84.0
nvidia google microsoft,4,3.800,76.0
of faculty though,2,4.200,84.0
companies for the,16,4.588,91.8
such as high,6,4.533,90.7
as high tech,2,4.200,84.0
exams are good,11,4.382,87.6
proper hygiene sanitation,2,4.200,84.0
large and spacious,4,4.050,81.0
though placements are,2,4.200,84.0
on it no,2,4.200,84.0
no proper hygiene,2,4.200,84.0
helpful in explaining,2,4.200,84.0
tech labs good,2,4.200,84.0
was recently revised,2,4.200,84.0
good maintenance the,2,4.200,84.0
good the pass,2,4.200,84.0
food quality checks,2,4.200,84.0
more s satwik,2,4.200,84.0
satwik garg b,2,4.200,84.0
recently revised it,2,4.200,84.0
proper ventilation and,6,4.267,85.3
ventilation and good,2,4.200,84.0
curriculum was recently,3,4.333,86.7
or food quality,2,4.200,84.0
very poor nobody,2,4.200,84.0
season the average,6,4.567,91.3
placed during the,47,4.273,85.5
curriculum also seems,2,4.100,82.0
quizzes exams every,2,4.100,82.0
but these exams,2,4.100,82.0
seems relevant to,2,4.100,82.0
us in the,4,4.387,87.7
quite good we,4,4.400,88.0
month during the,2,4.100,82.0
are quite hectic,4,4.250,85.0
akash patel b,4,4.250,85.0
industry semester exams,31,4.477,89.5
placement season the,12,4.733,94.7
i am decently,2,4.100,82.0
almost every classroom,2,4.100,82.0
job roles such,2,4.100,82.0
equipment faculty teachers,2,4.100,82.0
such as consultancy,2,4.100,82.0
a akash patel,4,4.250,85.0
the industry semester,21,4.390,87.8
during the semester,8,4.350,87.0
and lab has,2,4.100,82.0
lab has a,2,4.100,82.0
we have quizzes,6,4.400,88.0
good the mess,11,4.509,90.2
decently satisfied with,2,4.100,82.0
etc infrastructure facilities,16,4.487,89.8
are quite manageable,4,4.350,87.0
classroom and lab,2,4.100,82.0
every classroom and,2,4.100,82.0
facilities provided to,12,4.483,89.7
infrastructure available on,2,4.100,82.0
am decently satisfied,2,4.100,82.0
engineering are placed,4,4.050,81.0
placements is around,2,4.100,82.0
tech in production,76,4.455,89.1
students in production,2,4.100,82.0
considering we have,2,4.100,82.0
c the facilities,2,4.100,82.0
package during placements,2,4.100,82.0
core job roles,4,4.250,85.0
hectic considering we,2,4.100,82.0
is decent and,10,4.400,88.0
a c the,2,4.100,82.0
the buildings almost,2,4.100,82.0
with the campus,6,4.167,83.3
to lpa students,4,4.450,89.0
industrial engineering batch,74,4.449,89.0
course curriculum also,4,4.350,87.0
buildings almost every,2,4.100,82.0
pretty good sports,2,4.100,82.0
exams every month,4,4.300,86.0
non core job,6,4.533,90.7
during placements is,2,4.100,82.0
are reviewed on,3,3.933,78.7
product management etc,4,4.250,85.0
production and industrial,74,4.438,88.8
industrial engineering are,2,4.100,82.0
also have pretty,2,4.100,82.0
good sports equipment,2,4.100,82.0
sports equipment faculty,2,4.100,82.0
us pretty well,2,4.100,82.0
semester but these,2,4.100,82.0
placed in both,4,4.250,85.0
is around to,15,4.520,90.4
average package during,2,4.100,82.0
campus are quite,2,4.100,82.0
have pretty good,2,4.100,82.0
finance product management,8,4.475,89.5
and industrial engineering,74,4.438,88.8
provided to us,13,4.323,86.5
to us in,2,4.100,82.0
the semester but,4,4.350,87.0
management etc infrastructure,2,4.100,82.0
these exams are,2,4.100,82.0
as consultancy finance,2,4.100,82.0
over the buildings,2,4.100,82.0
have quizzes exams,2,4.100,82.0
quite hectic considering,2,4.100,82.0
every month during,2,4.100,82.0
decent and we,2,4.100,82.0
in production and,72,4.447,88.9
pretty well the,2,4.100,82.0
consultancy finance product,2,4.100,82.0
also seems relevant,2,4.100,82.0
life placements of,4,4.500,90.0
teach us pretty,2,4.100,82.0
are also clean,2,4.200,84.0
well maintained classrooms,4,3.950,79.0
rover limited godrej,2,4.200,84.0
nicely while others,2,4.200,84.0
their respective domains,8,4.400,88.0
ac light a,2,4.200,84.0
jaguar land rover,6,4.533,90.7
have night canteens,2,4.200,84.0
limited bharat petroleum,2,4.200,84.0
etc medical facilities,4,4.350,87.0
data nonstop new,2,4.200,84.0
industry ready max,2,4.200,84.0
they offer tasty,2,4.200,84.0
gyanam geet hazarika,2,4.200,84.0
maintained and spacious,4,4.600,92.0
has ac light,2,4.200,84.0
students to play,2,4.200,84.0
d tata motors,2,4.200,84.0
also clean and,2,4.200,84.0
others are not,6,4.133,82.7
boyce mfg co,2,4.200,84.0
and godrej amp,2,4.200,84.0
more g gyanam,2,4.200,84.0
mfg co ltd,2,4.200,84.0
manage the pass,2,4.200,84.0
highest was around,8,4.075,81.5
always on and,2,4.200,84.0
co ltd hero,2,4.200,84.0
are bajaj jaguar,2,4.200,84.0
about placed in,2,4.200,84.0
we were able,6,4.375,87.5
were hectic and,2,4.200,84.0
ready max s,2,4.200,84.0
respective domains some,2,4.200,84.0
can teach very,2,4.200,84.0
cost mess food,2,4.200,84.0
clean and every,2,4.200,84.0
hero motocorp limited,2,4.200,84.0
passed we were,2,4.200,84.0
offer tasty food,2,4.200,84.0
hazarika b tech,2,4.200,84.0
placements about placed,2,4.200,84.0
and internships placements,2,4.200,84.0
g gyanam geet,2,4.200,84.0
time passed we,2,4.200,84.0
of cost mess,2,4.200,84.0
and spacious for,2,4.200,84.0
tasty food sports,2,4.200,84.0
very knowledgeable in,4,4.600,92.0
on and offers,2,4.200,84.0
geet hazarika b,2,4.200,84.0
godrej amp boyce,2,4.200,84.0
canteens and they,2,4.200,84.0
speed data nonstop,2,4.200,84.0
is always on,2,4.200,84.0
limited honda r,2,4.200,84.0
ltd hero motocorp,2,4.200,84.0
fi is always,12,4.267,85.3
motocorp limited honda,2,4.200,84.0
internships placements about,2,4.200,84.0
s semesters were,2,4.200,84.0
light a projector,2,4.200,84.0
not it makes,2,4.200,84.0
able to manage,2,4.200,84.0
sports complexes are,4,4.400,88.0
limited etc infrastructure,2,4.200,84.0
bharat petroleum limited,2,4.200,84.0
semesters were hectic,2,4.200,84.0
properties and godrej,2,4.200,84.0
a projector etc,2,4.200,84.0
high speed data,4,4.350,87.0
very demanding as,2,4.200,84.0
amp d tata,2,4.200,84.0
some can teach,2,4.200,84.0
complexes are well,2,4.200,84.0
average many hostels,2,4.200,84.0
nonstop new labs,2,4.200,84.0
honda r amp,4,4.450,89.0
room has ac,2,4.200,84.0
play in faculty,2,4.200,84.0
bajaj jaguar land,2,4.200,84.0
petroleum limited etc,2,4.200,84.0
amp boyce mfg,2,4.200,84.0
and offers high,2,4.200,84.0
godrej properties and,2,4.200,84.0
in faculty teachers,2,4.200,84.0
very nicely while,2,4.200,84.0
maintained classrooms are,2,4.200,84.0
recruiters are bajaj,2,4.200,84.0
hostels have night,2,4.200,84.0
hectic and very,2,4.200,84.0
projector etc medical,2,4.200,84.0
max s semesters,2,4.200,84.0
limited godrej properties,2,4.200,84.0
toubro limited bharat,2,4.200,84.0
and very demanding,4,4.300,86.0
motors larsen amp,2,4.200,84.0
demanding as time,2,4.200,84.0
domains some can,2,4.200,84.0
tata motors larsen,2,4.200,84.0
amp toubro limited,4,4.100,82.0
land rover limited,2,4.200,84.0
food sports complexes,2,4.200,84.0
are not it,6,4.267,85.3
offers high speed,4,4.600,92.0
to manage the,2,4.200,84.0
and infosys almost,2,4.400,88.0
consultancy services tcs,2,4.400,88.0
each subject other,2,4.400,88.0
gone for this,2,4.400,88.0
excellence curriculum is,2,4.400,88.0
punnapureddy sai kumar,13,4.246,84.9
and barc while,2,4.400,88.0
are average and,6,4.400,88.0
technology physics instruments,2,4.400,88.0
well packed packaging,2,4.400,88.0
offered are research,6,4.000,80.0
these companies top,2,4.400,88.0
annual sports meet,2,4.400,88.0
and delivered in,2,4.400,88.0
classrooms have smart,2,4.400,88.0
proficiency best thing,2,4.400,88.0
are regular in,4,4.550,91.0
fields like electronics,2,4.400,88.0
average and passing,2,4.400,88.0
barc while in,2,4.400,88.0
mathematical proficiency best,2,4.400,88.0
p punnapureddy sai,13,4.246,84.9
sports meet faculty,2,4.400,88.0
in fields like,2,4.400,88.0
provides scholarships based,2,4.400,88.0
has medical facilities,2,4.400,88.0
various engineering roles,2,4.400,88.0
are updated with,2,4.400,88.0
are isro drdo,4,4.100,82.0
development scientist medical,2,4.400,88.0
developed whole campus,2,4.400,88.0
engineering roles in,2,4.400,88.0
quality is excellence,2,4.400,88.0
smart boards labs,2,4.400,88.0
like tata consultancy,2,4.400,88.0
industrial works semester,2,4.400,88.0
and developed whole,2,4.400,88.0
in private sector,2,4.400,88.0
analytical and problem,2,4.400,88.0
like electronics infrastructure,2,4.400,88.0
marks in each,2,4.400,88.0
is excellence curriculum,2,4.400,88.0
available in mess,2,4.400,88.0
sector companies like,4,4.550,91.0
want to develop,4,4.600,92.0
also disciplined and,2,4.400,88.0
always teach with,2,4.400,88.0
at these companies,2,4.400,88.0
score marks in,2,4.400,88.0
physics instruments food,2,4.400,88.0
teach with sincerity,2,4.400,88.0
this course student,2,4.400,88.0
labs are updated,4,4.600,92.0
i have gone,2,4.400,88.0
packaging campus also,2,4.400,88.0
things campus organises,2,4.400,88.0
is freshly prepared,2,4.400,88.0
infosys almost of,2,4.400,88.0
facilities and also,4,4.600,92.0
activities campus also,2,4.400,88.0
campus organises fests,2,4.400,88.0
with latest technology,2,4.400,88.0
physicist data scientist,2,4.400,88.0
teachers and infrastructure,2,4.400,88.0
to explore unexplored,2,4.400,88.0
boards labs are,2,4.400,88.0
got highest package,2,4.400,88.0
lectures and always,2,4.400,88.0
isro drdo and,8,4.400,88.0
they are regular,2,4.400,88.0
and hardworking because,2,4.400,88.0
roles in fields,2,4.400,88.0
canteen is freshly,2,4.400,88.0
companies are isro,4,4.100,82.0
latest technology physics,2,4.400,88.0
sincerity teaching quality,2,4.400,88.0
strong analytical and,2,4.400,88.0
while in private,2,4.400,88.0
campus also provides,4,4.400,88.0
to score marks,4,4.500,90.0
prepared and delivered,2,4.400,88.0
private sector companies,2,4.400,88.0
more p punnapureddy,11,4.255,85.1
sai kumar b,13,4.246,84.9
develop strong analytical,2,4.400,88.0
scholarships based on,10,4.380,87.6
packed packaging campus,2,4.400,88.0
lpa and lowest,8,4.575,91.5
internships at these,2,4.400,88.0
extracurricular activities campus,2,4.400,88.0
electronics infrastructure infrastructure,2,4.400,88.0
data scientist and,11,4.509,90.2
to develop strong,4,4.650,93.0
who got highest,2,4.400,88.0
passing criteria are,4,4.150,83.0
instruments food available,2,4.400,88.0
in their lectures,4,4.400,88.0
satisfied with teachers,2,4.400,88.0
scientist medical physicist,2,4.400,88.0
abilities and mathematical,2,4.400,88.0
delivered in well,2,4.400,88.0
and development scientist,2,4.400,88.0
in each subject,4,4.450,89.0
tcs accenture nvidia,2,4.400,88.0
are to score,2,4.400,88.0
explore unexplored things,2,4.400,88.0
have smart boards,4,4.100,82.0
solving abilities and,2,4.400,88.0
also has medical,2,4.400,88.0
for industrial works,2,4.400,88.0
in well packed,2,4.400,88.0
services tcs accenture,2,4.400,88.0
and various engineering,2,4.400,88.0
unexplored things campus,2,4.400,88.0
course student who,2,4.400,88.0
and always teach,2,4.400,88.0
infrastructure placements of,2,4.400,88.0
updated with latest,2,4.400,88.0
with teachers and,2,4.400,88.0
also organises an,2,4.400,88.0
an annual sports,4,4.700,94.0
and passing criteria,2,4.400,88.0
meet faculty teachers,2,4.400,88.0
also provides scholarships,4,4.350,87.0
are research and,2,4.400,88.0
works semester exams,4,4.350,87.0
criteria are to,2,4.400,88.0
hardworking because they,2,4.400,88.0
because they are,12,4.367,87.3
drdo and barc,4,4.650,93.0
and mathematical proficiency,2,4.400,88.0
with sincerity teaching,2,4.400,88.0
scientist and various,2,4.400,88.0
on students marks,2,4.400,88.0
nvidia and infosys,2,4.400,88.0
accenture nvidia and,2,4.400,88.0
medical physicist data,2,4.400,88.0
and classrooms have,11,4.218,84.4
problem solving abilities,2,4.400,88.0
disciplined and hardworking,2,4.400,88.0
planned and developed,2,4.400,88.0
and also organises,2,4.400,88.0
campus is covered,16,4.737,94.8
ready for industrial,11,4.618,92.4
freshly prepared and,2,4.400,88.0
student who got,4,4.350,87.0
are also disciplined,2,4.400,88.0
regular in their,2,4.400,88.0
their lectures and,2,4.400,88.0
is well planned,8,4.425,88.5
organises fests and,4,4.550,91.0
for money average,2,4.700,94.0
are difficult with,2,4.700,94.0
nishant kumar singh,2,4.700,94.0
weekly mess menu,2,4.700,94.0
fresher placements in,2,4.700,94.0
a weekly mess,2,4.700,94.0
most students get,4,4.650,93.0
qualified the curriculum,4,4.350,87.0
good they are,28,4.543,90.9
software developer roles,4,4.650,93.0
ports available in,2,4.700,94.0
developer roles or,2,4.700,94.0
also recruit for,2,4.700,94.0
recruit for sde,2,4.700,94.0
and charging ports,2,4.700,94.0
for sde roles,2,4.700,94.0
