ngram,reviews_mentioning_ngram,avg_rating_0_5,avg_rating_percent
i d like,2,4.200,84.0
one might argue,2,4.200,84.0
stay were simply,2,4.200,84.0
some aspects like,2,4.200,84.0
consultancies management finance,2,4.200,84.0
finance and even,2,4.200,84.0
members organise an,2,4.200,84.0
methods are up,2,4.200,84.0
almost every field,4,4.300,86.0
and are involved,4,4.150,83.0
more ka kartik,2,4.200,84.0
they are sufficient,2,4.200,84.0
during their courses,2,4.200,84.0
infrastructural facilities for,2,4.200,84.0
with the possibilities,2,4.200,84.0
matters are handled,2,4.200,84.0
but the college,11,4.473,89.5
the industry placements,2,4.200,84.0
placements cell and,2,4.200,84.0
industry visit which,2,4.200,84.0
types of extra,2,4.200,84.0
encourage almost all,2,4.200,84.0
their courses all,2,4.200,84.0
current scenario the,2,4.200,84.0
in some aspects,2,4.200,84.0
facilities and exposure,4,4.400,88.0
qualified with phds,2,4.200,84.0
aspects like food,2,4.200,84.0
highest packages went,2,4.200,84.0
placed in almost,2,4.200,84.0
which gives proper,2,4.200,84.0
create a good,2,4.200,84.0
of these matters,2,4.200,84.0
college are mostly,2,4.200,84.0
future infrastructure the,2,4.200,84.0
lpa students get,2,4.200,84.0
core consultancies management,2,4.200,84.0
amp d although,2,4.200,84.0
organise an industry,2,4.200,84.0
phds and are,4,4.150,83.0
like food and,2,4.200,84.0
courses all of,2,4.200,84.0
management finance and,2,4.200,84.0
food and hostels,2,4.200,84.0
student to explore,4,4.100,82.0
a good studious,2,4.200,84.0
proper exposure to,2,4.200,84.0
d although students,2,4.200,84.0
members are qualified,6,4.133,82.7
industry day so,2,4.200,84.0
hostels but the,2,4.200,84.0
the future infrastructure,4,4.250,85.0
and develop skills,4,4.600,92.0
industry placements almost,2,4.200,84.0
with phds and,2,4.200,84.0
read more ka,4,4.100,82.0
field like core,2,4.200,84.0
these matters are,2,4.200,84.0
projects teaching methods,2,4.200,84.0
to create a,2,4.200,84.0
although students of,2,4.200,84.0
possibilities in the,2,4.200,84.0
needs to improve,4,4.150,83.0
students had internships,2,4.200,84.0
research projects teaching,2,4.200,84.0
skills faculty all,2,4.200,84.0
and placements cell,2,4.200,84.0
packages went up,2,4.200,84.0
exposure to conditions,2,4.200,84.0
management encourage almost,2,4.200,84.0
training and placements,2,4.200,84.0
ka kartik agrawal,2,4.200,84.0
to the current,9,4.511,90.2
an industry visit,4,4.500,90.0
and exposure to,2,4.200,84.0
the college needs,4,4.100,82.0
money good facilities,6,4.500,90.0
provides enough infrastructural,2,4.200,84.0
industry other the,2,4.200,84.0
studious environment the,2,4.200,84.0
environment the college,2,4.200,84.0
gives proper exposure,2,4.200,84.0
guides the students,2,4.200,84.0
conditions of the,2,4.200,84.0
the possibilities in,2,4.200,84.0
in some research,6,4.200,84.0
good studious environment,2,4.200,84.0
to conditions of,2,4.200,84.0
an industry day,2,4.200,84.0
and even r,2,4.200,84.0
involved in some,4,4.400,88.0
improve in some,2,4.200,84.0
the management encourage,2,4.200,84.0
facilities for a,2,4.200,84.0
enough infrastructural facilities,2,4.200,84.0
develop skills faculty,2,4.200,84.0
the conditions of,2,4.200,84.0
and hostels but,2,4.200,84.0
to the conditions,2,4.200,84.0
had internships during,2,4.200,84.0
college needs to,2,4.200,84.0
and the management,2,4.200,84.0
like core consultancies,2,4.200,84.0
college provides enough,2,4.200,84.0
oriented and students,4,4.350,87.0
the current scenario,2,4.200,84.0
curriculum has an,2,4.200,84.0
it guides the,2,4.200,84.0
sufficient to create,2,4.200,84.0
day so that,2,4.200,84.0
has an industry,4,4.200,84.0
kartik agrawal b,2,4.200,84.0
mostly research oriented,4,4.500,90.0
visit which gives,2,4.200,84.0
are handled by,6,4.533,90.7
even r amp,2,4.200,84.0
iit competitions in,2,4.300,86.0
college is north,4,4.400,88.0
competitions in delhi,2,4.300,86.0
to football hockey,2,4.300,86.0
take up a,2,4.300,86.0
provide ample opportunities,2,4.300,86.0
or start their,2,4.300,86.0
also good most,2,4.300,86.0
team also organises,2,4.300,86.0
good package if,2,4.300,86.0
up a project,2,4.300,86.0
she has good,2,4.300,86.0
he she has,2,4.300,86.0
is the tournament,2,4.300,86.0
some branches almost,2,4.300,86.0
sporttech is the,2,4.300,86.0
can even go,4,4.500,90.0
pool tables there,2,4.300,86.0
also organises inter,4,4.450,89.0
conducted at institute,2,4.300,86.0
enter into research,2,4.300,86.0
and build their,2,4.300,86.0
provided placements placements,4,4.450,89.0
rendezvous conducted in,2,4.300,86.0
different colleges inter,2,4.300,86.0
into research they,2,4.300,86.0
the tournament between,2,4.300,86.0
between different colleges,2,4.300,86.0
is available athletics,2,4.300,86.0
hockey etc a,3,4.200,84.0
are recorded students,2,4.300,86.0
different grounds dedicated,2,4.300,86.0
recorded students have,2,4.300,86.0
research they provide,2,4.300,86.0
events and much,2,4.300,86.0
good and ample,2,4.300,86.0
their cv a,2,4.300,86.0
football hockey etc,6,4.167,83.3
good academics students,2,4.300,86.0
sports events and,5,4.320,86.4
professor and build,2,4.300,86.0
branches almost placements,2,4.300,86.0
above so one,2,4.300,86.0
level and hostel,2,4.300,86.0
iit supports start,2,4.300,86.0
institute level and,2,4.300,86.0
etc a swimming,4,4.650,93.0
or above so,2,4.300,86.0
package if he,2,4.300,86.0
much more are,2,4.300,86.0
colleges inter hostel,2,4.300,86.0
ample opportunities are,2,4.300,86.0
own if the,2,4.300,86.0
level we have,2,4.300,86.0
good in some,11,4.709,94.2
college other rendezvous,2,4.300,86.0
more are conducted,2,4.300,86.0
opportunities are provided,8,4.388,87.8
available athletics are,2,4.300,86.0
their own if,2,4.300,86.0
in some branches,4,4.500,90.0
ups infrastructure the,2,4.300,86.0
research or start,2,4.300,86.0
and sporttech is,2,4.300,86.0
and hostel level,2,4.300,86.0
has good academics,2,4.300,86.0
they provide ample,2,4.300,86.0
the team also,2,4.300,86.0
hostel level we,2,4.300,86.0
company iit supports,2,4.300,86.0
ns navdeep saini,2,4.300,86.0
lpa or above,2,4.300,86.0
navdeep saini b,2,4.300,86.0
fest and sporttech,2,4.300,86.0
their own company,2,4.300,86.0
and ample opportunities,2,4.300,86.0
are into research,4,4.400,88.0
build their cv,2,4.300,86.0
courts and pool,2,4.300,86.0
and pool tables,2,4.300,86.0
own company iit,2,4.300,86.0
separate building dedicated,2,4.300,86.0
other rendezvous conducted,2,4.300,86.0
almost placements are,4,4.600,92.0
to enter into,4,4.250,85.0
even go for,2,4.300,86.0
want to enter,2,4.300,86.0
organises inter iit,2,4.300,86.0
so one can,2,4.300,86.0
the students want,4,4.000,80.0
supports start ups,2,4.300,86.0
cv a wide,2,4.300,86.0
faculty are into,2,4.300,86.0
are provided placements,5,4.560,91.2
are different grounds,2,4.300,86.0
and the team,4,4.400,88.0
students can even,2,4.300,86.0
and also good,2,4.300,86.0
was lpa or,2,4.300,86.0
helpful ns navdeep,2,4.300,86.0
grounds dedicated to,2,4.300,86.0
tables there is,2,4.300,86.0
into research and,8,4.575,91.5
placements are recorded,2,4.300,86.0
tournament between different,2,4.300,86.0
dedicated to football,2,4.300,86.0
athletics are conducted,2,4.300,86.0
always possible so,2,4.700,94.0
established market leaders,2,4.700,94.0
not always possible,2,4.700,94.0
campus be it,6,4.700,94.0
rendezvous need no,2,4.700,94.0
their projects it,2,4.700,94.0
starts with pre,2,4.700,94.0
the department try,2,4.700,94.0
checked the number,2,4.700,94.0
the selective courses,2,4.700,94.0
it technology core,2,4.700,94.0
had massive infrastructure,2,4.700,94.0
faculty is among,2,4.700,94.0
is allocated to,2,4.700,94.0
no introduction it,2,4.700,94.0
well in advance,4,4.450,89.0
semester around february,2,4.700,94.0
groups clubs and,4,4.650,93.0
students interested are,2,4.700,94.0
etc day is,2,4.700,94.0
asked for better,2,4.700,94.0
from day onwards,2,4.700,94.0
tech student for,2,4.700,94.0
courses which has,2,4.700,94.0
had major sub,2,4.700,94.0
central workshop the,2,4.700,94.0
software and from,2,4.700,94.0
sectors and domains,2,4.700,94.0
visit campus be,2,4.700,94.0
better teachers to,2,4.700,94.0
are a tech,2,4.700,94.0
festival with over,2,4.700,94.0
day to software,2,4.700,94.0
days only last,2,4.700,94.0
the central workshop,2,4.700,94.0
individuals to showcase,2,4.700,94.0
department which consists,2,4.700,94.0
second semester around,2,4.700,94.0
and production i,2,4.700,94.0
possible so the,2,4.700,94.0
need no introduction,2,4.700,94.0
clubs and individuals,2,4.700,94.0
iit delhi rendezvous,2,4.700,94.0
with pre placement,2,4.700,94.0
interested are floated,2,4.700,94.0
labs and either,2,4.700,94.0
massive infrastructure for,2,4.700,94.0
major sub departments,2,4.700,94.0
for money couldn,2,4.700,94.0
than students interested,2,4.700,94.0
engineering we had,2,4.700,94.0
as a couple,2,4.700,94.0
for mechanical engineering,8,4.700,94.0
engineering department which,2,4.700,94.0
college encourages groups,2,4.700,94.0
either labs in,2,4.700,94.0
visiting campus has,2,4.700,94.0
provides anything and,2,4.700,94.0
as many subjects,2,4.700,94.0
to consulting day,2,4.700,94.0
studies faculty you,2,4.700,94.0
anything and everything,4,4.350,87.0
thermal design and,2,4.700,94.0
subjects as possible,2,4.700,94.0
other cultural fest,4,4.700,94.0
leaders as well,2,4.700,94.0
we had major,2,4.700,94.0
startups infrastructure we,2,4.700,94.0
in second semester,4,4.700,94.0
selective courses which,2,4.700,94.0
footfall technical fest,2,4.700,94.0
than this placements,2,4.700,94.0
are floated the,2,4.700,94.0
good a good,2,4.700,94.0
couple of startups,2,4.700,94.0
required by a,2,4.700,94.0
in the ms,2,4.700,94.0
day is allocated,2,4.700,94.0
companies visiting campus,2,4.700,94.0
day onwards its,2,4.700,94.0
production i couldn,2,4.700,94.0
year the department,2,4.700,94.0
money couldn t,2,4.700,94.0
only last i,2,4.700,94.0
carefully other cultural,2,4.700,94.0
in initial days,2,4.700,94.0
quite good a,2,4.700,94.0
expanded with inclusion,2,4.700,94.0
year placements were,4,4.550,91.0
possible but not,2,4.700,94.0
me every year,2,4.700,94.0
conducted in second,2,4.700,94.0
department labs and,4,4.475,89.5
onwards its a,2,4.700,94.0
day festival with,2,4.700,94.0
delhi season starts,2,4.700,94.0
actual placements companies,2,4.700,94.0
i checked the,2,4.700,94.0
departments thermal design,2,4.700,94.0
fest is conducted,8,4.525,90.5
and individuals to,2,4.700,94.0
opportunity as well,2,4.700,94.0
of everything in,3,4.800,96.0
and everything that,2,4.700,94.0
introduction it s,2,4.700,94.0
around february college,2,4.700,94.0
placement scenarios are,2,4.700,94.0
of actual placements,2,4.700,94.0
everything that may,2,4.700,94.0
best professors and,4,4.550,91.0
workshop the department,2,4.700,94.0
projects it s,2,4.700,94.0
i couldn t,4,4.600,92.0
try to float,2,4.700,94.0
consulting day to,2,4.700,94.0
many subjects as,2,4.700,94.0
delhi rendezvous need,2,4.700,94.0
that may be,2,4.700,94.0
good learning opportunity,2,4.700,94.0
mix of everything,2,4.700,94.0
of sectors and,2,4.700,94.0
we had massive,2,4.700,94.0
a couple of,10,4.700,94.0
placements placement scenarios,2,4.700,94.0
and from day,2,4.700,94.0
be it technology,2,4.700,94.0
sub departments thermal,2,4.700,94.0
over k footfall,2,4.700,94.0
and domains visit,2,4.700,94.0
college provides anything,2,4.700,94.0
is designed carefully,2,4.700,94.0
campus has expanded,2,4.700,94.0
placed in initial,2,4.700,94.0
float as many,2,4.700,94.0
learning opportunity as,2,4.700,94.0
mechanical engineering we,6,4.633,92.7
to software and,4,4.650,93.0
of various companies,2,4.700,94.0
to float as,2,4.700,94.0
k footfall technical,2,4.700,94.0
my year placements,2,4.700,94.0
teachers to teach,2,4.700,94.0
a day festival,2,4.700,94.0
encourages groups clubs,2,4.700,94.0
infrastructure for mechanical,4,4.700,94.0
inclusion of some,2,4.700,94.0
initial days only,2,4.700,94.0
iit delhi season,2,4.700,94.0
may be required,2,4.700,94.0
allocated to consulting,2,4.700,94.0
department try to,2,4.700,94.0
with inclusion of,2,4.700,94.0
has expanded with,2,4.700,94.0
learn from seasoned,2,4.700,94.0
companies from of,2,4.700,94.0
delhi for mechanical,2,4.700,94.0
scenarios are quite,2,4.700,94.0
of some established,2,4.700,94.0
last i checked,2,4.700,94.0
couldn t have,2,4.700,94.0
been better than,2,4.700,94.0
iit delhi for,4,4.600,92.0
technology core research,2,4.700,94.0
were quite good,6,4.567,91.3
by a b,6,4.467,89.3
some established market,2,4.700,94.0
from of sectors,2,4.700,94.0
seasoned faculty members,2,4.700,94.0
t have asked,2,4.700,94.0
as possible but,2,4.700,94.0
domains visit campus,2,4.700,94.0
for better teachers,2,4.700,94.0
season starts with,2,4.700,94.0
everything in my,4,4.650,93.0
design and production,2,4.700,94.0
to teach me,2,4.700,94.0
for his studies,2,4.700,94.0
various companies well,2,4.700,94.0
this placements placement,2,4.700,94.0
teach me every,2,4.700,94.0
the ms building,2,4.700,94.0
designed carefully other,2,4.700,94.0
professors and curriculum,2,4.700,94.0
as well if,5,4.720,94.4
be required by,2,4.700,94.0
its a mix,2,4.700,94.0
and either labs,2,4.700,94.0
from seasoned faculty,2,4.700,94.0
with over k,2,4.700,94.0
placement talks of,2,4.700,94.0
market leaders as,2,4.700,94.0
have asked for,2,4.700,94.0
of startups infrastructure,2,4.700,94.0
in advance of,2,4.700,94.0
student for his,2,4.700,94.0
showcase their projects,2,4.700,94.0
pre placement talks,6,4.567,91.3
advance of actual,2,4.700,94.0
his studies faculty,2,4.700,94.0
a tech enthusiast,2,4.700,94.0
so the selective,2,4.700,94.0
research etc day,2,4.700,94.0
talks of various,2,4.700,94.0
floated the faculty,2,4.700,94.0
core research etc,2,4.700,94.0
ms building the,2,4.700,94.0
building the college,6,4.700,94.0
february college encourages,2,4.700,94.0
companies well in,2,4.700,94.0
with decent packages,2,4.800,96.0
your doubts teaching,2,4.800,96.0
of placement as,2,4.800,96.0
is to faculty,4,4.900,98.0
is students per,2,4.800,96.0
tech giants like,10,4.815,96.3
can help with,2,4.800,96.0
placed with decent,2,4.800,96.0
almost every people,2,4.800,96.0
all semester books,2,4.800,96.0
humble and very,2,4.800,96.0
offer great food,2,4.800,96.0
available here like,4,4.850,97.0
annum tech giants,2,4.800,96.0
campus infrastructure iit,6,4.933,98.7
lakhs annum tech,2,4.800,96.0
we have well,20,4.627,92.5
maintained labs with,2,4.800,96.0
well maintained labs,4,4.500,90.0
used are also,2,4.800,96.0
they can help,2,4.800,96.0
placement as almost,2,4.800,96.0
we have canteens,4,4.700,94.0
and knowledgeable teachers,4,4.550,91.0
they offer great,2,4.800,96.0
more an akshay,2,4.800,96.0
helpful as they,8,4.750,95.0
have a record,2,4.800,96.0
knowledgeable teachers are,2,4.800,96.0
are quite humble,2,4.800,96.0
annum by google,2,4.800,96.0
is lakhs annum,4,4.850,97.0
have well maintained,2,4.800,96.0
ratio is students,2,4.800,96.0
as almost every,4,4.750,95.0
nasa b tech,2,4.800,96.0
almost all semester,2,4.800,96.0
student is to,4,4.900,98.0
students per professor,4,4.650,93.0
here like we,2,4.800,96.0
delhi have the,2,4.800,96.0
best infrastructure as,4,4.650,93.0
is crore annum,2,4.800,96.0
akshay nasa b,2,4.800,96.0
an akshay nasa,2,4.800,96.0
help with all,2,4.800,96.0
doubts teaching methods,2,4.800,96.0
as they can,12,4.483,89.7
infrastructure as all,2,4.800,96.0
read more an,2,4.800,96.0
instruments library is,2,4.800,96.0
crore annum by,2,4.800,96.0
great food faculty,2,4.800,96.0
semester books we,2,4.800,96.0
every people got,2,4.800,96.0
giants like google,6,4.733,94.7
labs with the,4,4.900,98.0
the latest instruments,8,4.650,93.0
quite humble and,2,4.800,96.0
canteens in our,2,4.800,96.0
offered is lakhs,2,4.800,96.0
latest instruments library,2,4.800,96.0
used most of,2,5.000,100.0
fi and its,2,5.000,100.0
looks about the,2,5.000,100.0
have new equipment,2,5.000,100.0
mbps the library,4,4.600,92.0
placements are far,2,5.000,100.0
presentations are made,2,5.000,100.0
ranges from rs,4,4.850,97.0
to rs we,2,5.000,100.0
the semester basis,2,5.000,100.0
am the st,2,5.000,100.0
iit and phd,2,5.000,100.0
and labs also,2,5.000,100.0
semester basis faculty,2,5.000,100.0
from iit and,6,4.900,98.0
kanishak aggarwal b,2,5.000,100.0
the teachers do,4,4.500,90.0
to mbps the,6,4.633,92.7
yet experienced any,2,5.000,100.0
students run that,2,5.000,100.0
placements and we,2,5.000,100.0
classrooms slides presentations,2,5.000,100.0
speed is up,4,4.700,94.0
any exposure since,2,5.000,100.0
and phd from,6,4.667,93.3
basis faculty the,2,5.000,100.0
are used while,2,5.000,100.0
hospital facility is,2,5.000,100.0
phd from abroad,4,4.750,95.0
this helpful ka,6,4.967,99.3
of stipend ranges,2,5.000,100.0
made for us,2,5.000,100.0
while teaching sometimes,2,5.000,100.0
on the semester,2,5.000,100.0
is there and,2,5.000,100.0
as classrooms slides,2,5.000,100.0
exposure since i,2,5.000,100.0
us to teach,2,5.000,100.0
new equipment hostels,2,5.000,100.0
are available hospital,4,4.800,96.0
teaching sometimes whiteboard,2,5.000,100.0
qualified faculty great,2,5.000,100.0
competitive crowd placements,2,5.000,100.0
infrastructure and competitive,2,5.000,100.0
experienced any exposure,2,5.000,100.0
other colleges internships,2,5.000,100.0
not yet experienced,2,5.000,100.0
also provided and,2,5.000,100.0
equipment hostels are,2,5.000,100.0
separate training and,2,5.000,100.0
good not yet,2,5.000,100.0
b tech from,4,4.750,95.0
rs we also,2,5.000,100.0
and competitive crowd,2,5.000,100.0
issued from the,2,5.000,100.0
ka kanishak aggarwal,2,5.000,100.0
faculty great infrastructure,2,5.000,100.0
from the library,10,4.680,93.6
helpful ka kanishak,2,5.000,100.0
amount of stipend,2,5.000,100.0
available hospital facility,2,5.000,100.0
to teach also,2,5.000,100.0
crowd placements the,2,5.000,100.0
colleges internships are,2,5.000,100.0
cell that looks,4,5.000,100.0
good as classrooms,4,4.950,99.0
a separate training,2,5.000,100.0
the library on,2,5.000,100.0
whiteboard is also,2,5.000,100.0
sometimes whiteboard is,2,5.000,100.0
also books can,2,5.000,100.0
placed the placements,2,5.000,100.0
also have new,2,5.000,100.0
professor reviewed on,2,4.600,92.0
stipend ranges from,4,4.838,96.8
projectors are used,4,4.500,90.0
there and labs,2,5.000,100.0
very good not,2,5.000,100.0
is also used,4,5.000,100.0
do their b,2,5.000,100.0
labs also have,8,4.725,94.5
that cell infrastructure,2,5.000,100.0
that looks about,2,5.000,100.0
rs to rs,4,5.000,100.0
year projectors are,2,5.000,100.0
be issued from,2,5.000,100.0
teachers do their,2,5.000,100.0
and we students,2,5.000,100.0
st year projectors,2,5.000,100.0
teach also books,2,5.000,100.0
also used most,2,5.000,100.0
run that cell,2,5.000,100.0
tech from iit,2,5.000,100.0
qualified the student,2,5.000,100.0
we students run,2,5.000,100.0
slides presentations are,2,5.000,100.0
library on the,10,4.680,93.6
used while teaching,2,5.000,100.0
job of his,2,4.000,80.0
just focus on,2,4.000,80.0
for technology has,2,4.000,80.0
despite being in,2,4.000,80.0
khas provides with,2,4.000,80.0
field students also,2,4.000,80.0
the study to,2,4.000,80.0
with great precision,2,4.000,80.0
precision keeping in,2,4.000,80.0
with good outing,2,4.000,80.0
well the basics,2,4.000,80.0
everyone is like,2,4.000,80.0
is very insensitive,2,4.000,80.0
hostel facilities inside,2,4.000,80.0
and course are,2,4.000,80.0
private mncs both,2,4.000,80.0
everything is present,4,4.400,88.0
which adds to,2,4.000,80.0
and gymnasium everything,2,4.000,80.0
gymnasium everything is,2,4.000,80.0
the future as,2,4.000,80.0
in the desired,6,4.067,81.3
in great oil,2,4.000,80.0
oil companies across,2,4.000,80.0
get into these,2,4.000,80.0
very demanding and,2,4.000,80.0
helpful sa sagar,2,4.000,80.0
globe although there,2,4.000,80.0
desired field students,2,4.000,80.0
when the faculty,2,4.000,80.0
government psus private,2,4.000,80.0
swimming and gymnasium,2,4.000,80.0
being in one,4,4.300,86.0
degree of competition,2,4.000,80.0
time to wander,2,4.000,80.0
however is very,2,4.000,80.0
hauz khas being,2,4.000,80.0
rat race also,2,4.000,80.0
cluttered parts of,2,4.000,80.0
enjoy the nightlife,2,4.000,80.0
story placements iit,2,4.000,80.0
in a rat,2,4.000,80.0
sectors such as,2,4.000,80.0
need not wander,2,4.000,80.0
high degree of,2,4.000,80.0
also enjoy good,2,4.000,80.0
few instances when,2,4.000,80.0
of delhi hauz,4,4.350,87.0
class anything and,2,4.000,80.0
to the pressure,2,4.000,80.0
not as great,2,4.000,80.0
liking infrastructure the,2,4.000,80.0
opportunities for its,2,4.000,80.0
various sectors such,2,4.000,80.0
the globe although,2,4.000,80.0
leaves you with,2,4.000,80.0
like competing in,2,4.000,80.0
students which adds,2,4.000,80.0
her liking infrastructure,2,4.000,80.0
a job of,2,4.000,80.0
the desired field,2,4.000,80.0
good outing opportunities,2,4.000,80.0
keeping in mind,13,4.323,86.5
these reputed companies,2,4.000,80.0
a student need,2,4.000,80.0
basics of that,2,4.000,80.0
lot of pressure,4,4.200,84.0
hauz khas provides,2,4.000,80.0
the canteen or,2,4.000,80.0
of competition amongst,2,4.000,80.0
iit delhi being,8,4.162,83.2
designed with great,2,4.000,80.0
future as well,2,4.000,80.0
faced by the,6,3.808,76.2
chance to enjoy,2,4.000,80.0
academically and everyone,2,4.000,80.0
it good quality,2,4.000,80.0
not wander anywhere,2,4.000,80.0
competing in a,2,4.000,80.0
his her liking,2,4.000,80.0
to wander about,2,4.000,80.0
in mind the,13,4.323,86.5
or the sports,2,4.000,80.0
enjoy good hostel,2,4.000,80.0
psus private mncs,2,4.000,80.0
domestic and foreign,2,4.000,80.0
delhi hauz khas,6,4.167,83.3
course however is,2,4.000,80.0
is like competing,2,4.000,80.0
pressure of the,2,4.000,80.0
insensitive to the,2,4.000,80.0
record there are,4,4.438,88.8
the nightlife of,2,4.000,80.0
study to excel,2,4.000,80.0
the pressure of,2,4.000,80.0
students also enjoy,2,4.000,80.0
wander about here,2,4.000,80.0
opportunities and a,2,4.000,80.0
the campus despite,2,4.000,80.0
a story placements,2,4.000,80.0
sagar arora b,2,4.000,80.0
facilities inside the,2,4.000,80.0
and foreign many,2,4.000,80.0
campus itself be,2,4.000,80.0
of delhi faculty,2,4.000,80.0
into these reputed,2,4.000,80.0
cheap food in,2,4.000,80.0
a rat race,2,4.000,80.0
competition amongst the,2,4.000,80.0
being near hauz,2,4.000,80.0
good quality cheap,2,4.000,80.0
the course however,4,4.300,86.0
placed in great,4,4.200,84.0
also leaves you,2,4.000,80.0
needs and situations,2,4.000,80.0
khas being near,2,4.000,80.0
student need not,2,4.000,80.0
and situations faced,2,4.000,80.0
with no time,2,4.000,80.0
course are designed,2,4.000,80.0
world class anything,2,4.000,80.0
outing opportunities and,2,4.000,80.0
foreign many students,2,4.000,80.0
abroad reviewed on,3,4.800,96.0
sa sagar arora,2,4.000,80.0
on the study,2,4.000,80.0
companies and get,2,4.000,80.0
reputed companies and,2,4.000,80.0
parts of delhi,6,4.333,86.7
as swimming and,2,4.000,80.0
faculty and course,2,4.000,80.0
the premier institutes,4,4.400,88.0
is provided on,2,4.000,80.0
demanding and the,2,4.000,80.0
instances when the,2,4.000,80.0
a few instances,4,4.450,89.0
amongst the students,2,4.000,80.0
as government psus,2,4.000,80.0
as great a,2,4.000,80.0
placement record there,4,4.438,88.8
in various sectors,4,4.200,84.0
technology has a,4,4.500,90.0
to perform academically,2,4.000,80.0
mncs both domestic,2,4.000,80.0
campus a student,2,4.000,80.0
nightlife of delhi,2,4.000,80.0
situations faced by,2,4.000,80.0
no time to,2,4.000,80.0
perform academically and,2,4.000,80.0
and there there,2,4.000,80.0
institutes for technology,2,4.000,80.0
the most cluttered,2,4.000,80.0
about here and,2,4.000,80.0
race also there,2,4.000,80.0
great placement record,2,4.000,80.0
provides with good,2,4.000,80.0
mind the requirements,2,4.000,80.0
delhi being one,4,3.850,77.0
you with no,2,4.000,80.0
of the future,4,4.400,88.0
be it good,2,4.000,80.0
and a chance,2,4.000,80.0
and just focus,2,4.000,80.0
faculty also leaves,2,4.000,80.0
pressure on all,2,4.000,80.0
itself be it,2,4.000,80.0
great a story,2,4.000,80.0
very insensitive to,2,4.000,80.0
most cluttered parts,2,4.000,80.0
great oil companies,2,4.000,80.0
campus despite being,2,4.000,80.0
a high degree,2,4.000,80.0
such as government,2,4.000,80.0
companies across the,2,4.000,80.0
anywhere and just,2,4.000,80.0
quality cheap food,2,4.000,80.0
delhi not as,2,4.000,80.0
the basics of,4,4.000,80.0
students to perform,2,4.000,80.0
delhi faculty faculty,4,4.250,85.0
near hauz khas,2,4.000,80.0
great precision keeping,2,4.000,80.0
canteen or the,2,4.000,80.0
faculty faculty and,4,4.250,85.0
premier institutes for,2,4.000,80.0
of pressure on,4,4.200,84.0
wander anywhere and,2,4.000,80.0
sport that you,2,3.800,76.0
get into core,2,3.800,76.0
i guess that,2,3.800,76.0
some national players,2,3.800,76.0
library classroom and,2,3.800,76.0
s more than,2,3.800,76.0
mix in faculty,2,3.800,76.0
miss a class,2,3.800,76.0
improvement in terms,2,3.800,76.0
than sufficient to,2,3.800,76.0
companies of each,4,3.900,78.0
say other located,2,3.800,76.0
hangout place and,2,3.800,76.0
mj muktesh jain,2,3.800,76.0
good connectivity to,2,3.800,76.0
get the luxury,2,3.800,76.0
know the latest,2,3.800,76.0
in campus but,4,4.000,80.0
no doubt all,2,3.800,76.0
terms of offers,2,3.800,76.0
too you get,2,3.800,76.0
players coming in,2,3.800,76.0
to various parts,2,3.800,76.0
is hkv hauz,2,3.800,76.0
role but not,2,3.800,76.0
to be well,4,4.000,80.0
get the top,6,4.600,92.0
muktesh jain b,2,3.800,76.0
to miss a,2,3.800,76.0
other located in,2,3.800,76.0
have a teaching,2,3.800,76.0
play any sport,6,4.533,90.7
that you want,10,4.440,88.8
into core then,2,3.800,76.0
each sector visiting,2,3.800,76.0
to land infrastructure,2,3.800,76.0
some at the,2,3.800,76.0
take the role,2,3.800,76.0
in faculty no,2,3.800,76.0
the favorite hangout,2,3.800,76.0
qualified to take,2,3.800,76.0
always good in,4,4.250,85.0
great teaching methodology,2,3.800,76.0
of iit metro,2,3.800,76.0
get there is,2,3.800,76.0
best players of,2,3.800,76.0
classroom and sports,2,3.800,76.0
methodology such that,2,3.800,76.0
doubt all are,2,3.800,76.0
more mj muktesh,2,3.800,76.0
not all have,2,3.800,76.0
be well prepared,2,3.800,76.0
campus but it,4,4.050,81.0
prepared wherever you,2,3.800,76.0
that s more,2,3.800,76.0
get some who,2,3.800,76.0
wherever you want,4,4.050,81.0
a teaching methodology,2,3.800,76.0
improving continuously the,2,3.800,76.0
the luxury to,2,3.800,76.0
aspects placements placements,2,3.800,76.0
the field i,2,3.800,76.0
start of iit,2,3.800,76.0
favorite hangout place,2,3.800,76.0
infrastructure at iitd,2,3.800,76.0
are some at,2,3.800,76.0
the infrastructure at,4,4.300,86.0
of each sector,2,3.800,76.0
is also improving,2,3.800,76.0
opportunity to know,2,3.800,76.0
end too course,2,3.800,76.0
methodology you ll,2,3.800,76.0
then there are,8,4.200,84.0
college but surely,2,3.800,76.0
teaching methodology you,2,3.800,76.0
luxury to play,2,3.800,76.0
improve with the,2,3.800,76.0
more than sufficient,4,4.200,84.0
teaching methodology such,2,3.800,76.0
but surely you,4,3.950,79.0
faculty you will,4,4.400,88.0
looking to get,6,4.433,88.7
sports facility are,2,3.800,76.0
the role but,4,3.700,74.0
and with some,2,3.800,76.0
the other end,2,3.800,76.0
the best players,2,3.800,76.0
players of the,2,3.800,76.0
to further improve,2,3.800,76.0
are amongst the,4,4.400,88.0
further improve with,2,3.800,76.0
other end too,2,3.800,76.0
can get there,2,3.800,76.0
iitd are amongst,2,3.800,76.0
placements of iitd,2,3.800,76.0
coming in various,2,3.800,76.0
some who have,2,3.800,76.0
party point for,2,3.800,76.0
