ngram,reviews_mentioning_ngram,avg_rating_0_5,avg_rating_percent
world class universities and,2,4.000,80.0
student activity centre is,2,4.000,80.0
lakhs per annum companies,4,4.000,80.0
extracurricular activities each hostel,2,4.000,80.0
built structure named as,2,4.000,80.0
courses which are not,2,4.000,80.0
free consultation free medicines,2,4.000,80.0
around faculty for students,2,4.000,80.0
has a free consultation,2,4.000,80.0
students are offered job,2,4.000,80.0
ups i t firms,2,4.000,80.0
a little poor as,2,4.000,80.0
interested in coding the,2,4.000,80.0
sports and other extracurricular,4,4.250,85.0
efficient way different professors,2,4.000,80.0
discuss the doubts if,2,4.000,80.0
iit delhi is designed,2,4.000,80.0
but are interested in,2,4.000,80.0
facility for some of,2,4.000,80.0
make it understand the,2,4.000,80.0
not related to their,4,4.200,84.0
the hostels but it,2,4.000,80.0
to the doubts students,2,4.000,80.0
theory classes and then,2,4.000,80.0
class the student faculty,2,4.000,80.0
facilities are also pretty,2,4.000,80.0
others focus more on,2,4.000,80.0
sac or student activity,2,4.000,80.0
be able to pursue,2,4.000,80.0
it further as per,2,4.000,80.0
a table tennis facility,2,4.000,80.0
the theoretical aspects there,2,4.000,80.0
the computer science departments,2,4.000,80.0
there the hospital remains,2,4.000,80.0
is transferred to aiims,2,4.000,80.0
profiles of business consultants,2,4.000,80.0
also depends on the,2,4.000,80.0
to make it understand,2,4.000,80.0
but it also depends,4,4.300,86.0
to offer a job,4,4.150,83.0
little poor as compared,2,4.000,80.0
in a common area,2,4.000,80.0
is available in a,2,4.000,80.0
to have a better,2,4.000,80.0
could not communicate it,2,4.000,80.0
basics of each course,2,4.000,80.0
doubts if the professor,2,4.000,80.0
iit delhi begins after,2,4.000,80.0
of minimum lakhs per,2,4.000,80.0
more on the theoretical,2,4.000,80.0
receptive to the doubts,2,4.000,80.0
the hospital remains open,2,4.000,80.0
have to do a,8,4.600,92.0
in the institute area,2,4.000,80.0
hospital remains open x,2,4.000,80.0
depends on the students,2,4.000,80.0
an efficient way different,2,4.000,80.0
are theory classes and,2,4.000,80.0
good but some of,6,4.267,85.3
and a few other,2,4.000,80.0
and the others focus,2,4.000,80.0
a common area all,2,4.000,80.0
of credits of other,2,4.000,80.0
offer a job to,2,4.000,80.0
firms start ups i,2,4.000,80.0
badminton court a table,2,4.000,80.0
placement session iit delhi,2,4.000,80.0
begins after the th,2,4.000,80.0
firms financing and management,2,4.000,80.0
consultants analysts product managers,2,4.000,80.0
professors focus more on,2,4.000,80.0
of other category courses,2,4.000,80.0
that the students can,4,4.300,86.0
offer a package of,2,4.000,80.0
classes of undergraduates are,2,4.000,80.0
which has a free,2,4.000,80.0
in the campus area,4,4.250,85.0
students the it firms,2,4.000,80.0
phd students available to,2,4.000,80.0
hostels the wi fi,2,4.000,80.0
the doubts if the,2,4.000,80.0
some defined number of,2,4.000,80.0
coding the students are,2,4.000,80.0
future placements the placement,2,4.000,80.0
any emergency the student,2,4.000,80.0
they can be able,2,4.000,80.0
professors have different teaching,2,4.000,80.0
and even assistant professors,2,4.000,80.0
managers software engineers and,2,4.000,80.0
things and the others,2,4.000,80.0
the lab facilities are,4,4.400,88.0
offered job profiles of,2,4.000,80.0
lhc the lab facilities,2,4.000,80.0
are quite receptive to,2,4.000,80.0
helpful ds dheeraj sharma,2,4.000,80.0
the campus the washrooms,2,4.000,80.0
allows companies which offer,2,4.000,80.0
common area all the,2,4.000,80.0
six figures infrastructure the,2,4.000,80.0
area all the classes,2,4.000,80.0
area which has a,2,4.000,80.0
humanities courses some basic,2,4.000,80.0
during placement session iit,2,4.000,80.0
field but there is,2,4.000,80.0
the course better almost,2,4.000,80.0
teaching methods some of,2,4.000,80.0
room the food in,2,4.000,80.0
and doctors from aiims,2,4.000,80.0
for the placements get,4,4.200,84.0
library has most of,2,4.000,80.0
tutorial class or practical,2,4.000,80.0
numbers iit delhi has,2,4.000,80.0
centre is available for,2,4.000,80.0
the students the it,2,4.000,80.0
not interested in the,2,4.000,80.0
delhi begins after the,2,4.000,80.0
qualified the minimum criteria,2,4.000,80.0
and other extracurricular activities,4,4.250,85.0
knowledgeable and are masters,2,4.000,80.0
in an efficient way,6,4.500,90.0
available to discuss the,2,4.000,80.0
stipend can go up,2,4.000,80.0
to aiims sports facilities,2,4.000,80.0
to pursue it further,2,4.000,80.0
interests the students have,2,4.000,80.0
for students but there,2,4.000,80.0
for some of the,6,3.667,73.3
visit there the hospital,2,4.000,80.0
credits of other category,2,4.000,80.0
not from the computer,2,4.000,80.0
activity centre is available,2,4.000,80.0
poor as compared to,2,4.000,80.0
companies of each branch,2,4.000,80.0
from aiims regularly visit,2,4.000,80.0
is conducted once every,2,4.000,80.0
the equipment are outdated,2,4.000,80.0
campus area which has,2,4.000,80.0
t firms and core,2,4.000,80.0
the placement session of,2,4.000,80.0
to discuss the doubts,2,4.000,80.0
and some defined number,2,4.000,80.0
the others focus more,2,4.000,80.0
universities and it is,2,4.000,80.0
she is not interested,2,4.000,80.0
are interested in coding,4,4.250,85.0
are decent and a,2,4.000,80.0
hostels but it also,2,4.000,80.0
maintained grounds sac or,2,4.000,80.0
their core branch so,2,4.000,80.0
delhi allows companies which,2,4.000,80.0
and the stipend can,2,4.000,80.0
the hostels the wi,2,4.000,80.0
their interests the students,2,4.000,80.0
per their interests the,2,4.000,80.0
is average not that,2,4.000,80.0
professors are quite receptive,2,4.000,80.0
institute area x and,2,4.000,80.0
things all the faculty,2,4.000,80.0
on the practical aspect,2,4.000,80.0
offer internships to students,4,4.500,90.0
for the courses but,2,4.000,80.0
courses but in limited,2,4.000,80.0
not available the students,2,4.000,80.0
and well maintained grounds,2,4.000,80.0
maintained in the hostels,2,4.000,80.0
understand the basics of,2,4.000,80.0
business consultants management consultants,2,4.000,80.0
placements the placement session,4,4.500,90.0
hall complex or lhc,2,4.000,80.0
or practical lab is,2,4.000,80.0
equipment are outdated the,2,4.000,80.0
free medicines and doctors,2,4.000,80.0
the sports like a,2,4.000,80.0
if he she is,2,4.000,80.0
it firms also offer,2,4.000,80.0
different roles and the,2,4.000,80.0
delhi has a hospital,2,4.000,80.0
not communicate it to,2,4.000,80.0
and it is around,2,4.000,80.0
come to offer a,2,4.000,80.0
credits of humanities courses,2,4.000,80.0
are conducted in a,4,4.250,85.0
grounds sac or student,2,4.000,80.0
theoretical aspects there are,2,4.000,80.0
mess is average not,2,4.000,80.0
semester from st december,2,4.000,80.0
do a defined number,2,4.000,80.0
and then one tutorial,2,4.000,80.0
placements get placed during,2,4.000,80.0
phd and a few,2,4.000,80.0
doubts students ask during,2,4.000,80.0
the th semester from,2,4.000,80.0
ratio is a little,2,4.000,80.0
some basic courses and,2,4.000,80.0
class or practical lab,2,4.000,80.0
to offer internships to,2,4.000,80.0
course to the student,2,4.000,80.0
per annum companies like,2,4.000,80.0
are available with all,4,4.250,85.0
some of the equipment,2,4.000,80.0
available in each room,4,4.350,87.0
lab is conducted once,2,4.000,80.0
the basics of each,2,4.000,80.0
are several canteens available,2,4.000,80.0
which are not related,2,4.000,80.0
are phd students available,2,4.000,80.0
newly built structure named,2,4.000,80.0
it also depends on,6,4.533,90.7
different facility for some,2,4.000,80.0
the industries through their,2,4.000,80.0
ask during the lectures,2,4.000,80.0
the placements get placed,4,4.200,84.0
sit for the placements,4,4.200,84.0
the books which are,2,4.000,80.0
a package of minimum,2,4.000,80.0
departments but are interested,2,4.000,80.0
firms and core companies,2,4.000,80.0
for different roles and,2,4.000,80.0
open x and in,2,4.000,80.0
session of iit delhi,2,4.000,80.0
to their core branch,2,4.000,80.0
has a hospital in,2,4.000,80.0
facility etc the hostel,2,4.000,80.0
emergency the student is,2,4.000,80.0
students can get into,2,4.000,80.0
that good but there,4,4.400,88.0
each course to the,2,4.000,80.0
available with all the,4,4.250,85.0
consulting firms financing and,2,4.000,80.0
different professors have different,2,4.000,80.0
available in a common,2,4.000,80.0
to do a defined,2,4.000,80.0
and in the hostels,2,4.000,80.0
practical lab is conducted,2,4.000,80.0
professors help the course,2,4.000,80.0
number of them who,2,4.000,80.0
a better future placements,2,4.000,80.0
small number of them,2,4.000,80.0
can get into another,2,4.000,80.0
in the industries through,2,4.000,80.0
or lhc the lab,2,4.000,80.0
product managers software engineers,2,4.000,80.0
is phd and a,2,4.000,80.0
third year for different,2,4.000,80.0
aspect of things and,2,4.000,80.0
campus the washrooms are,2,4.000,80.0
the professors focus more,2,4.000,80.0
other extracurricular activities each,2,4.000,80.0
he she is not,2,4.000,80.0
conducted in a newly,2,4.000,80.0
companies also come to,2,4.000,80.0
designed to make it,4,4.000,80.0
package of minimum lakhs,2,4.000,80.0
like a badminton court,2,4.000,80.0
once every week to,2,4.000,80.0
are also well maintained,8,4.100,82.0
have different teaching methods,2,4.000,80.0
to other world class,2,4.000,80.0
in a newly built,2,4.000,80.0
of the books which,4,4.450,89.0
defined number of credits,2,4.000,80.0
decent and a lan,2,4.000,80.0
students ask during the,2,4.000,80.0
st december most of,2,4.000,80.0
every week to understand,2,4.000,80.0
go up to six,2,4.000,80.0
so that the students,14,4.557,91.1
also well maintained in,2,4.000,80.0
on the students faculty,2,4.000,80.0
delhi is pretty good,2,4.000,80.0
is pretty good wi,2,4.000,80.0
dheeraj sharma b tech,2,4.000,80.0
it is around faculty,2,4.000,80.0
the professor is not,2,4.000,80.0
student is transferred to,2,4.000,80.0
is around faculty for,2,4.000,80.0
students available to discuss,2,4.000,80.0
some of the sports,6,4.400,88.0
all the classes of,2,4.000,80.0
from st december most,2,4.000,80.0
their professors help the,2,4.000,80.0
each room the food,2,4.000,80.0
tennis facility etc the,2,4.000,80.0
is available for all,14,4.550,91.0
is a very small,2,4.000,80.0
the washrooms are also,2,4.000,80.0
in the hostels the,14,4.571,91.4
indoor sports and other,2,4.000,80.0
available the students can,2,4.000,80.0
better future placements the,2,4.000,80.0
other things all the,2,4.000,80.0
of undergraduates are conducted,2,4.000,80.0
methods some of the,2,4.000,80.0
branch come to offer,2,4.000,80.0
the student so that,2,4.000,80.0
remains open x and,2,4.000,80.0
students in an efficient,2,4.000,80.0
one tutorial class or,2,4.000,80.0
as a lecture hall,2,4.000,80.0
lan facility is available,4,4.400,88.0
the companies also come,2,4.000,80.0
few other things all,2,4.000,80.0
basic courses and some,2,4.000,80.0
to the student so,2,4.000,80.0
pretty good but some,2,4.000,80.0
are not from the,6,4.433,88.7
members in iit delhi,2,4.000,80.0
to six figures infrastructure,2,4.000,80.0
has a different facility,2,4.000,80.0
the lectures or after,2,4.000,80.0
week to understand the,2,4.000,80.0
the courses but in,2,4.000,80.0
analysts product managers software,2,4.000,80.0
there are phd students,2,4.000,80.0
year for different roles,2,4.000,80.0
of them who could,2,4.000,80.0
session iit delhi allows,2,4.000,80.0
criteria for a faculty,2,4.000,80.0
low speed has been,2,4.400,88.0
fi has been upgraded,2,4.400,88.0
this helpful ak avinash,2,4.400,88.0
are good according to,4,4.250,85.0
the classes were interactive,2,4.400,88.0
fdi came to india,2,4.400,88.0
any company i applied,2,4.400,88.0
me and lan speed,2,4.400,88.0
ratio was fine other,2,4.400,88.0
interactive too industry exposure,2,4.400,88.0
and lan speed is,2,4.400,88.0
with very good repairing,2,4.400,88.0
of us never paid,2,4.400,88.0
fine other please try,2,4.400,88.0
and no low speed,2,4.400,88.0
great and have sound,2,4.400,88.0
below average and they,2,4.400,88.0
were interactive too industry,2,4.400,88.0
but during startups failed,2,4.400,88.0
crunch infrastructure iit delhi,2,4.400,88.0
very good repairing and,2,4.400,88.0
last year faculty to,2,4.400,88.0
to maintain cgpa at,2,4.400,88.0
start ups saw a,2,4.400,88.0
kumar bharti discontinued sep,2,4.400,88.0
speed is also great,2,4.400,88.0
bharti discontinued sep integrated,2,4.400,88.0
avinash kumar bharti discontinued,2,4.400,88.0
they refer to aiims,2,4.400,88.0
as fdi came to,2,4.400,88.0
ups saw a bumper,2,4.400,88.0
other established companies and,2,4.400,88.0
us never paid heed,2,4.400,88.0
too industry exposure is,2,4.400,88.0
to secure an international,2,4.400,88.0
sound knowledge but obviously,2,4.400,88.0
servicing contracts wi fi,2,4.400,88.0
iit delhi a great,2,4.400,88.0
placed at any company,2,4.400,88.0
do them as many,2,4.400,88.0
obviously many of us,2,4.400,88.0
not in any start,2,4.400,88.0
witnessed after that medical,2,4.400,88.0
that medical facilities are,2,4.400,88.0
no low speed has,2,4.400,88.0
delhi a great place,2,4.400,88.0
possible and try to,2,4.400,88.0
to cash crunch infrastructure,2,4.400,88.0
and they refer to,2,4.400,88.0
at least do your,2,4.400,88.0
medical facilities are below,2,4.400,88.0
times hostel rooms are,2,4.400,88.0
and try to secure,2,4.400,88.0
and have sound knowledge,2,4.400,88.0
i was not placed,2,4.400,88.0
upgraded in and no,2,4.400,88.0
in internship after third,2,4.400,88.0
good infrastructure up to,2,4.400,88.0
to be placements i,2,4.400,88.0
secure an international internship,2,4.400,88.0
an international internship prepare,2,4.400,88.0
rooms are good according,2,4.400,88.0
please try to maintain,2,4.400,88.0
them as many as,2,4.400,88.0
has been witnessed after,2,4.400,88.0
try to secure an,2,4.400,88.0
heed the classes were,2,4.400,88.0
as many as possible,2,4.400,88.0
after third year not,2,4.400,88.0
prepare for placement seriously,2,4.400,88.0
very good infrastructure up,2,4.400,88.0
repairing and servicing contracts,2,4.400,88.0
and not in any,2,4.400,88.0
was fine other please,2,4.400,88.0
to india but during,2,4.400,88.0
maintain cgpa at least,2,4.400,88.0
year faculty to student,2,4.400,88.0
i applied only in,2,4.400,88.0
have sound knowledge but,2,4.400,88.0
to me and lan,2,4.400,88.0
to aiims many times,2,4.400,88.0
compulsory anymore from last,2,4.400,88.0
and servicing contracts wi,2,4.400,88.0
been witnessed after that,2,4.400,88.0
knowledge but obviously many,2,4.400,88.0
startups failed due to,2,4.400,88.0
banks and other established,2,4.400,88.0
during startups failed due,2,4.400,88.0
international internship prepare for,2,4.400,88.0
lan speed is also,2,4.400,88.0
after that medical facilities,2,4.400,88.0
cgpa at least do,2,4.400,88.0
least do your interns,2,4.400,88.0
helpful ak avinash kumar,2,4.400,88.0
try to maintain cgpa,2,4.400,88.0
companies and not in,2,4.400,88.0
wi fi has been,2,4.400,88.0
aiims many times hostel,2,4.400,88.0
never paid heed the,2,4.400,88.0
equipment with very good,2,4.400,88.0
not placed at any,2,4.400,88.0
date equipment with very,2,4.400,88.0
at any company i,2,4.400,88.0
but obviously many of,2,4.400,88.0
to date equipment with,2,4.400,88.0
been upgraded in and,2,4.400,88.0
good according to me,2,4.400,88.0
placements i was not,2,4.400,88.0
average and they refer,2,4.400,88.0
applied only in banks,2,4.400,88.0
good in internship after,2,4.400,88.0
good repairing and servicing,2,4.400,88.0
came to india but,2,4.400,88.0
members are great and,6,4.533,90.7
and do them as,2,4.400,88.0
india but during startups,2,4.400,88.0
year not compulsory anymore,2,4.400,88.0
classes were interactive too,2,4.400,88.0
and other established companies,2,4.400,88.0
third year not compulsory,2,4.400,88.0
be placements i was,2,4.400,88.0
in any start ups,2,4.400,88.0
speed has been witnessed,2,4.400,88.0
other please try to,2,4.400,88.0
any start ups saw,2,4.400,88.0
many as possible and,2,4.400,88.0
your interns seriously and,2,4.400,88.0
paid heed the classes,2,4.400,88.0
placement as fdi came,2,4.400,88.0
saw a bumper placement,2,4.400,88.0
seriously and do them,2,4.400,88.0
a bumper placement as,2,4.400,88.0
in and no low,2,4.400,88.0
is good in internship,2,4.400,88.0
company i applied only,2,4.400,88.0
many of us never,2,4.400,88.0
according to me and,2,4.400,88.0
refer to aiims many,2,4.400,88.0
as possible and try,2,4.400,88.0
many times hostel rooms,2,4.400,88.0
in banks and other,2,4.400,88.0
established companies and not,2,4.400,88.0
failed due to cash,2,4.400,88.0
contracts wi fi has,2,4.400,88.0
facilities are below average,2,4.400,88.0
interns seriously and do,2,4.400,88.0
bumper placement as fdi,2,4.400,88.0
infrastructure up to date,2,4.400,88.0
anymore from last year,2,4.400,88.0
great place to be,2,4.400,88.0
branch reviewed on dec,2,4.100,82.0
internship after third year,2,4.400,88.0
only in banks and,2,4.400,88.0
ak avinash kumar bharti,2,4.400,88.0
from last year faculty,2,4.400,88.0
due to cash crunch,2,4.400,88.0
internship prepare for placement,2,4.400,88.0
do your interns seriously,2,4.400,88.0
has been upgraded in,2,4.400,88.0
not compulsory anymore from,2,4.400,88.0
cash crunch infrastructure iit,2,4.400,88.0
student ratio was fine,2,4.400,88.0
was not placed at,2,4.400,88.0
up to date equipment,2,4.400,88.0
also great faculty faculty,2,4.400,88.0
lot of importance here,2,4.800,96.0
a limited use of,2,4.800,96.0
exposure is little less,2,4.800,96.0
related issues here faculty,2,4.800,96.0
highest here infrastructure we,2,4.800,96.0
get placements placements were,2,4.800,96.0
sachs visited the campus,2,4.800,96.0
all kinds of teaching,2,4.800,96.0
or playing the video,2,4.800,96.0
fest tryst world class,2,4.800,96.0
rooms are good no,2,4.800,96.0
rooms from am to,2,4.800,96.0
the cultural fest rendezvous,4,4.750,95.0
writing on boards are,2,4.800,96.0
activities are given a,2,4.800,96.0
was the highest here,2,4.800,96.0
placements but the highest,2,4.800,96.0
helpful rr rohit raj,2,4.800,96.0
a lot of importance,2,4.800,96.0
in the fest in,2,4.800,96.0
and hostel rooms are,6,4.567,91.3
campus internships were also,2,4.800,96.0
were not disclosed by,2,4.800,96.0
placements were good as,2,4.800,96.0
are good no infrastructure,2,4.800,96.0
well equipped features for,2,4.800,96.0
lowest salaries were not,2,4.800,96.0
with many stars like,2,4.800,96.0
fest in the last,2,4.800,96.0
of iit companies like,2,4.800,96.0
lectures the sports games,2,4.800,96.0
of a student other,2,4.800,96.0
ehsaan loy arijit singh,2,4.800,96.0
class professors and technicians,2,4.800,96.0
and the cultural fest,6,4.867,97.3
offered to almost all,2,4.800,96.0
the video lectures the,2,4.800,96.0
but the industry exposure,4,4.700,94.0
cultural fests here are,2,4.800,96.0
were also offered to,2,4.800,96.0
i have heard of,2,4.800,96.0
and well qualified all,2,4.800,96.0
biggest college fest in,2,4.800,96.0
heard of a stipend,2,4.800,96.0
air conditioned with well,2,4.800,96.0
iitd are very good,2,4.800,96.0
well qualified all kinds,2,4.800,96.0
the highest here infrastructure,2,4.800,96.0
vishal and shekhar shankar,2,4.800,96.0
features for projecting slides,2,4.800,96.0
hospital the labs and,2,4.800,96.0
in the last few,4,4.800,96.0
use of internet which,2,4.800,96.0
fests here are splendid,2,4.800,96.0
are splendid in the,2,4.800,96.0
of internet which is,2,4.800,96.0
here infrastructure we have,2,4.800,96.0
here and the canteen,2,4.800,96.0
month which was the,2,4.800,96.0
students of the department,2,4.800,96.0
of the department i,2,4.800,96.0
super knowledgeable and well,2,4.800,96.0
per month which was,2,4.800,96.0
and technicians are invited,2,4.800,96.0
are super knowledgeable and,2,4.800,96.0
they are super knowledgeable,2,4.800,96.0
iit companies like snapdeal,2,4.800,96.0
north india with many,2,4.800,96.0
goldman sachs visited the,2,4.800,96.0
have heard of a,2,4.800,96.0
little less than expected,2,4.800,96.0
a stipend of lacs,2,4.800,96.0
companies like snapdeal bidgley,2,4.800,96.0
iit delhi the best,4,4.100,82.0
expected the curriculum is,2,4.800,96.0
overall development of a,7,4.686,93.7
conditioned with well equipped,2,4.800,96.0
boards are used but,2,4.800,96.0
but we have a,4,4.850,97.0
arijit singh performing in,2,4.800,96.0
loy arijit singh performing,2,4.800,96.0
well planned and is,2,4.800,96.0
a full equipped hr,2,4.800,96.0
equipped hr working hospital,2,4.800,96.0
college fest in north,4,4.500,90.0
like projecting slides playing,2,4.800,96.0
world class and fully,2,4.800,96.0
a student other the,2,4.800,96.0
the common areas and,2,4.800,96.0
stars like vishal and,2,4.800,96.0
performing in the fest,2,4.800,96.0
can get placements placements,2,4.800,96.0
slides or playing the,2,4.800,96.0
world class professors and,2,4.800,96.0
the last few years,6,4.767,95.3
and shekhar shankar ehsaan,2,4.800,96.0
tryst world class professors,2,4.800,96.0
splendid in the technical,2,4.800,96.0
is gb per week,2,4.800,96.0
cultural fest rendezvous is,4,4.600,92.0
equipped features for projecting,2,4.800,96.0
playing the video lectures,2,4.800,96.0
the fest in the,2,4.800,96.0
full equipped hr working,2,4.800,96.0
kinds of teaching methods,2,4.800,96.0
areas and a lan,2,4.800,96.0
methods like projecting slides,2,4.800,96.0
very useful for the,4,4.300,86.0
department i have heard,2,4.800,96.0
you can get placements,2,4.800,96.0
salaries were not disclosed,2,4.800,96.0
per week we have,2,4.800,96.0
than expected the curriculum,2,4.800,96.0
technicians are invited and,2,4.800,96.0
bidgley microsoft and goldman,2,4.800,96.0
stipend of lacs per,2,4.800,96.0
canteen food and hostel,2,4.800,96.0
in the technical fest,2,4.800,96.0
other the annual technical,2,4.800,96.0
planned and is very,2,4.800,96.0
industry exposure is little,2,4.800,96.0
the technical fest tryst,4,4.550,91.0
to almost all the,2,4.800,96.0
am but we have,2,4.800,96.0
the annual technical and,2,4.800,96.0
have a limited use,2,4.800,96.0
good they are super,2,4.800,96.0
snapdeal bidgley microsoft and,2,4.800,96.0
annual technical and cultural,2,4.800,96.0
which is gb per,2,4.800,96.0
professors and technicians are,2,4.800,96.0
rr rohit raj b,2,4.800,96.0
limited use of internet,2,4.800,96.0
many stars like vishal,2,4.800,96.0
with placements but the,2,4.800,96.0
fest rendezvous is the,3,4.867,97.3
am to am but,4,4.650,93.0
the department i have,2,4.800,96.0
also offered to almost,2,4.800,96.0
food and hostel rooms,4,4.750,95.0
good as always with,2,4.800,96.0
the hostel rooms from,2,4.800,96.0
on boards are used,2,4.800,96.0
were good as always,2,4.800,96.0
shekhar shankar ehsaan loy,2,4.800,96.0
we have a full,2,4.800,96.0
but the highest and,2,4.800,96.0
at iitd are very,2,4.800,96.0
of a stipend of,2,4.800,96.0
infrastructure related issues here,2,4.800,96.0
and goldman sachs visited,2,4.800,96.0
hostel rooms from am,2,4.800,96.0
the campus internships were,2,4.800,96.0
lacs per month which,2,4.800,96.0
qualified all kinds of,2,4.800,96.0
singh performing in the,2,4.800,96.0
video lectures the sports,2,4.800,96.0
hr working hospital the,2,4.800,96.0
as always with placements,2,4.800,96.0
gb per week we,2,4.800,96.0
used but the industry,2,4.800,96.0
highest and lowest salaries,2,4.800,96.0
projecting slides playing videos,2,4.800,96.0
for projecting slides or,2,4.800,96.0
here are splendid in,2,4.800,96.0
invited and the cultural,2,4.800,96.0
with well equipped features,2,4.800,96.0
and writing on boards,2,4.800,96.0
of lacs per month,2,4.800,96.0
delhi the best you,2,4.800,96.0
the sports games and,2,4.800,96.0
development of a student,6,4.767,95.3
common areas and a,2,4.800,96.0
which was the highest,4,4.650,93.0
importance here and the,2,4.800,96.0
good no infrastructure related,2,4.800,96.0
projecting slides or playing,2,4.800,96.0
to am but we,2,4.800,96.0
visited the campus internships,2,4.800,96.0
useful for the overall,2,4.800,96.0
week we have a,2,4.800,96.0
curricular activities are given,2,4.800,96.0
in north india with,4,4.713,94.3
teaching methods like projecting,2,4.800,96.0
we have a limited,2,4.800,96.0
is little less than,2,4.800,96.0
and lowest salaries were,2,4.800,96.0
not disclosed by the,2,4.800,96.0
are given a lot,2,4.800,96.0
internet which is gb,2,4.800,96.0
class and fully air,2,4.800,96.0
cell of iit companies,2,4.800,96.0
and is very useful,2,4.800,96.0
are invited and the,2,4.800,96.0
like snapdeal bidgley microsoft,2,4.800,96.0
student other the annual,2,4.800,96.0
less than expected the,2,4.800,96.0
of teaching methods like,2,4.800,96.0
like vishal and shekhar,2,4.800,96.0
are used but the,2,4.800,96.0
india with many stars,2,4.800,96.0
of importance here and,2,4.800,96.0
this helpful rr rohit,2,4.800,96.0
disclosed by the placement,2,4.800,96.0
sports games and co,2,4.800,96.0
slides playing videos and,2,4.800,96.0
technical fest tryst world,2,4.800,96.0
and cultural fests here,2,4.800,96.0
working hospital the labs,2,4.800,96.0
shankar ehsaan loy arijit,2,4.800,96.0
games and co curricular,2,4.800,96.0
is the biggest college,4,4.750,95.0
videos and writing on,2,4.800,96.0
always with placements but,2,4.800,96.0
playing videos and writing,2,4.800,96.0
have a full equipped,2,4.800,96.0
and the rest go,2,5.000,100.0
for money a place,9,4.644,92.9
placements session is really,2,5.000,100.0
they are in continuous,2,5.000,100.0
fi is really fast,2,5.000,100.0
startups teaching and the,2,5.000,100.0
with students even in,2,5.000,100.0
how our professor taught,2,5.000,100.0
place to learn iit,2,5.000,100.0
also have inter iit,2,5.000,100.0
have inter iit sports,2,5.000,100.0
to go far for,2,5.000,100.0
need to go far,2,5.000,100.0
for ias and ies,2,5.000,100.0
any professor anytime you,2,5.000,100.0
the placements session is,2,5.000,100.0
really fast and the,2,5.000,100.0
managed and equipped we,2,5.000,100.0
for us you can,4,4.450,89.0
as we do not,2,5.000,100.0
hostel activities they show,2,5.000,100.0
and equipped we just,2,5.000,100.0
prakash b tech in,4,4.950,99.0
is pretty cool actually,2,5.000,100.0
easy for us you,2,5.000,100.0
activities we also have,2,5.000,100.0
are nearby the sports,2,5.000,100.0
it really easy for,2,5.000,100.0
which is pretty cool,2,5.000,100.0
actually as we do,2,5.000,100.0
you can consult with,2,5.000,100.0
we also have inter,2,5.000,100.0
dedication the courses are,2,5.000,100.0
each individual branch infrastructure,2,5.000,100.0
the rest go for,2,5.000,100.0
courses are tough here,2,5.000,100.0
classes are nearby the,2,5.000,100.0
not need to go,3,5.000,100.0
to and guide the,2,5.000,100.0
the classes are nearby,2,5.000,100.0
iit delhi like from,2,5.000,100.0
now that all the,2,5.000,100.0
in continuous contact with,2,5.000,100.0
taught us makes it,2,5.000,100.0
that all the classes,2,5.000,100.0
with attending the placements,2,5.000,100.0
can consult with any,2,5.000,100.0
labs are well managed,4,4.400,88.0
students even in hostel,2,5.000,100.0
professor anytime you want,2,5.000,100.0
this helpful jp jai,2,5.000,100.0
in hostel activities they,2,5.000,100.0
actually teach with dedication,2,5.000,100.0
want and more importantly,2,5.000,100.0
sports tournaments each year,2,5.000,100.0
learn iit delhi placements,2,5.000,100.0
come in iit delhi,2,5.000,100.0
jp jai prakash b,2,5.000,100.0
well managed and equipped,2,5.000,100.0
you want and more,2,5.000,100.0
here but how our,2,5.000,100.0
tournaments each year faculty,2,5.000,100.0
from the consulting banking,2,5.000,100.0
our professor taught us,2,5.000,100.0
for attending the classes,2,5.000,100.0
classes now that all,2,5.000,100.0
and they actually teach,2,5.000,100.0
a place to learn,4,4.800,96.0
talk to and guide,2,5.000,100.0
continuous contact with students,2,5.000,100.0
helpful jp jai prakash,2,5.000,100.0
interest talk to and,2,5.000,100.0
and guide the students,2,5.000,100.0
far for attending the,2,5.000,100.0
ias and ies preparations,2,5.000,100.0
of companies come in,2,5.000,100.0
rest go for ias,2,5.000,100.0
got a new lecture,2,5.000,100.0
companies come in iit,2,5.000,100.0
with any professor anytime,2,5.000,100.0
we just got a,2,5.000,100.0
to each individual branch,2,5.000,100.0
major contribution areas for,2,5.000,100.0
years reviewed on nov,3,4.867,97.3
iit sports tournaments each,2,5.000,100.0
of iit delhi comes,2,5.000,100.0
us makes it really,2,5.000,100.0
delhi are really helpful,2,5.000,100.0
wi fi is really,4,4.950,99.0
core fields according to,2,5.000,100.0
have to do courses,2,5.000,100.0
with dedication the courses,2,5.000,100.0
iit delhi are really,2,5.000,100.0
fields according to each,2,5.000,100.0
is really fast and,2,5.000,100.0
really tough as we,2,5.000,100.0
comes in the major,2,5.000,100.0
but how our professor,2,5.000,100.0
inter iit sports tournaments,2,5.000,100.0
along with attending the,2,5.000,100.0
contribution areas for extra,2,5.000,100.0
teach with dedication the,2,5.000,100.0
money a place to,6,4.667,93.3
just got a new,2,5.000,100.0
the classes now that,2,5.000,100.0
anytime you want and,2,5.000,100.0
really easy for us,2,5.000,100.0
write exams along with,2,5.000,100.0
us you can consult,2,5.000,100.0
preparations all type of,2,5.000,100.0
